epoch,util_gpu,util_mem,mem_used_mib,power_w
1782625896.264,73,5,3698,225.9
1782625896.464,73,5,3698,225.9
1782625896.665,73,5,3698,225.9
1782625896.865,73,5,3698,259.3
1782625897.066,73,5,3698,259.3
1782625897.266,73,5,3698,254.7
1782625897.467,73,5,3698,254.7
1782625897.667,73,5,3698,254.7
1782625897.867,73,5,3698,255.9
1782625898.068,73,5,3698,255.9
1782625898.268,80,6,3698,256.7
1782625898.469,80,6,3698,256.7
1782625898.669,80,6,3698,256.7
1782625898.870,80,6,3698,261.6
1782625899.070,80,6,3698,261.6
1782625899.270,66,5,3698,257.0
1782625899.471,66,5,3698,257.0
1782625899.671,66,5,3698,257.0
1782625899.872,66,5,3698,250.3
1782625900.072,66,5,3698,250.3
1782625900.273,74,5,3698,257.3
1782625900.473,74,5,3698,257.3
1782625900.673,74,5,3698,257.3
1782625900.874,74,5,3698,263.2
1782625901.074,74,5,3698,263.2
1782625901.275,68,5,3698,259.5
1782625901.475,68,5,3698,259.5
1782625901.676,68,5,3698,259.5
1782625901.876,68,5,3698,253.0
1782625902.077,68,5,3698,253.0
1782625902.277,70,5,3698,252.9
1782625902.478,70,5,3698,252.9
1782625902.678,70,5,3698,252.9
1782625902.878,70,5,3698,256.7
1782625903.079,70,5,3698,256.7
1782625903.279,71,5,3698,259.9
1782625903.480,71,5,3698,259.9
1782625903.680,71,5,3698,259.9
1782625903.881,71,5,3698,256.2
1782625904.081,71,5,3698,256.2
1782625904.282,74,5,3698,253.6
1782625904.482,74,5,3698,253.6
1782625904.682,74,5,3698,253.6
1782625904.883,74,5,3698,253.5
1782625905.083,74,5,3698,253.5
1782625905.284,75,6,3698,257.6
1782625905.484,75,6,3698,257.6
1782625905.685,75,6,3698,257.6
1782625905.885,75,6,3698,264.5
1782625906.085,75,6,3698,264.5
1782625906.286,72,5,3698,262.7
1782625906.486,72,5,3698,262.7
1782625906.687,72,5,3698,262.7
1782625906.887,72,5,3698,254.9
1782625907.088,72,5,3698,254.9
1782625907.288,66,5,3698,259.1
1782625907.489,66,5,3698,259.1
1782625907.689,66,5,3698,259.1
1782625907.890,66,5,3698,263.0
1782625908.090,66,5,3698,263.0
1782625908.290,68,5,3698,262.5
1782625908.491,68,5,3698,262.5
1782625908.691,68,5,3698,262.5
1782625908.892,68,5,3698,258.7
1782625909.092,68,5,3698,258.7
1782625909.293,67,5,3698,257.3
1782625909.493,67,5,3698,257.3
1782625909.693,67,5,3698,257.3
1782625909.894,67,5,3698,259.4
1782625910.094,67,5,3698,259.4
1782625910.295,70,5,3698,261.6
1782625910.495,70,5,3698,261.6
1782625910.696,70,5,3698,261.6
1782625910.896,70,5,3698,251.5
1782625911.097,70,5,3698,251.5
1782625911.298,0,0,3698,166.8
1782625911.498,0,0,3698,166.8
1782625911.699,0,0,3698,166.8
1782625911.899,0,0,3698,99.2
1782625912.100,0,0,3698,99.2
1782625912.301,0,0,3698,98.9
1782625912.501,0,0,3698,98.9
1782625912.702,0,0,3698,98.9
1782625912.902,0,0,3698,170.5
1782625913.102,0,0,3698,170.5
1782625913.303,64,5,3698,242.1
1782625913.503,64,5,3698,242.1
1782625913.704,64,5,3698,242.1
1782625913.904,64,5,3698,241.0
1782625914.105,64,5,3698,241.0
1782625914.305,65,5,3698,244.4
1782625914.505,65,5,3698,244.4
1782625914.706,65,5,3698,244.4
1782625914.906,65,5,3698,250.6
1782625915.107,65,5,3698,250.6
1782625915.307,69,5,3698,256.3
1782625915.508,69,5,3698,256.3
1782625915.708,69,5,3698,256.3
1782625915.909,69,5,3698,258.6
1782625916.109,69,5,3698,258.6
1782625916.309,68,5,3698,253.8
1782625916.510,68,5,3698,253.8
1782625916.710,68,5,3698,253.8
1782625916.911,68,5,3698,247.7
1782625917.111,68,5,3698,247.7
1782625917.312,76,6,3698,256.1
1782625917.512,76,6,3698,256.1
1782625917.712,76,6,3698,256.1
1782625917.913,76,6,3698,264.4
1782625918.113,76,6,3698,264.4
1782625918.314,66,5,3698,263.8
1782625918.514,66,5,3698,263.8
1782625918.715,66,5,3698,263.8
1782625918.915,66,5,3698,259.6
1782625919.116,66,5,3698,259.6
1782625919.316,73,5,3698,267.5
1782625919.517,73,5,3698,267.5
1782625919.717,73,5,3698,267.5
1782625919.917,73,5,3698,257.9
1782625920.118,73,5,3698,257.9
1782625920.318,66,5,3698,252.1
1782625920.519,66,5,3698,252.1
1782625920.719,66,5,3698,252.1
1782625920.920,66,5,3698,263.9
1782625921.120,66,5,3698,263.9
1782625921.320,72,5,3698,272.2
1782625921.521,72,5,3698,272.2
1782625921.721,72,5,3698,272.2
1782625921.922,72,5,3698,269.2
1782625922.122,72,5,3698,269.2
1782625922.323,74,6,3698,277.7
1782625922.523,74,6,3698,277.7
1782625922.724,74,6,3698,277.7
1782625922.924,74,6,3698,292.1
1782625923.124,74,6,3698,292.1
1782625923.325,80,6,3698,283.8
1782625923.525,80,6,3698,283.8
1782625923.726,80,6,3698,283.8
1782625923.926,80,6,3698,273.3
1782625924.126,80,6,3698,273.3
1782625924.327,84,7,3698,282.4
1782625924.527,84,7,3698,282.4
1782625924.728,84,7,3698,282.4
1782625924.928,84,7,3698,290.2
1782625925.128,84,7,3698,290.2
1782625925.329,86,7,3698,294.6
1782625925.529,86,7,3698,294.6
1782625925.730,86,7,3698,294.6
1782625925.930,86,7,3698,285.1
1782625926.131,86,7,3698,285.1
1782625926.331,77,6,3698,271.0
1782625926.532,77,6,3698,271.0
1782625926.732,77,6,3698,271.0
1782625926.933,77,6,3698,258.1
1782625927.133,77,6,3698,258.1
1782625927.333,0,0,3698,171.6
1782625927.534,0,0,3698,171.6
1782625927.735,0,0,3698,171.6
1782625927.935,0,0,3698,99.4
1782625928.136,0,0,3698,99.4
1782625928.336,0,0,3698,99.3
1782625928.537,0,0,3698,99.3
1782625928.737,0,0,3698,99.3
1782625928.938,0,0,3698,183.7
1782625929.138,0,0,3698,183.7
1782625929.338,66,5,3698,249.3
1782625929.539,66,5,3698,249.3
1782625929.739,66,5,3698,249.3
1782625929.940,66,5,3698,254.4
1782625930.140,66,5,3698,254.4
1782625930.341,68,5,3698,263.8
1782625930.541,68,5,3698,263.8
1782625930.742,68,5,3698,263.8
1782625930.942,68,5,3698,264.3
1782625931.143,68,5,3698,264.3
1782625931.343,65,5,3698,261.5
1782625931.543,65,5,3698,261.5
1782625931.744,65,5,3698,261.5
1782625931.944,65,5,3698,262.3
1782625932.145,65,5,3698,262.3
1782625932.345,67,5,3698,265.4
1782625932.545,67,5,3698,265.4
