detector,params_M,phase,sid,device,bg_level,sap_5095,sap_50,sap_s,sap_m,sap_l,map_5095,map_s,map_m,map_l,latency_mean,eff_e2e_mean,frame_skip_pct,wall_sec
yolov8x,68.2,ladder,12,GPU,L1_light,0.5198,0.6557,0.0852,0.5181,0.9211,0.5315,0.0862,0.5989,0.9549,22.6411,22.6274,0.4556,10.6217
yolov8x,68.2,ladder,12,GPU,L1_heavy,0.5189,0.654,0.0847,0.5185,0.9181,0.5315,0.0862,0.5989,0.9549,26.4037,26.3647,8.656,12.3753
yolov8x,68.2,ladder,12,GPU,L2_lm,0.507,0.652,0.0821,0.4718,0.883,0.4773,0.0739,0.435,0.8563,36.8052,36.8434,63.6132,15.5944
yolov8x,68.2,ladder,12,GPU,L3_vlm,0.3361,0.5397,0.0819,0.2477,0.5213,0.0418,0.0083,0.0368,0.072,808.5561,497.254,100.0,15.9132
yolov8x,68.2,ladder,13,GPU,L1_light,0.2937,0.4338,0.0373,0.2175,0.5225,0.3572,0.0419,0.3028,0.6504,22.9416,22.9559,0.1156,20.564
yolov8x,68.2,ladder,13,GPU,L1_heavy,0.2864,0.4329,0.0361,0.2114,0.5153,0.3572,0.0419,0.3028,0.6504,26.2928,26.2506,9.0173,23.5143
yolov8x,68.2,ladder,13,GPU,L2_lm,0.2388,0.3953,0.0302,0.1563,0.4375,0.3273,0.0387,0.2794,0.5636,35.9099,35.949,61.7907,29.6088
yolov8x,68.2,ladder,13,GPU,L3_vlm,0.0342,0.0784,0.0019,0.0262,0.0632,0.0332,0.0063,0.0257,0.0397,474.3102,467.7573,100.0,29.9389
yolov8x,68.2,ladder,14,GPU,L1_light,0.5099,0.6399,0.092,0.2581,0.5936,0.5686,0.0973,0.2867,0.6637,22.8952,22.9208,0.1148,20.6702
yolov8x,68.2,ladder,14,GPU,L1_heavy,0.5042,0.6398,0.0912,0.258,0.585,0.5686,0.0973,0.2867,0.6637,25.7669,25.7466,6.1998,23.2172
