bg_level,n_streams,placement_name,placement_spec,mean_sap,worst_sap,sap_var,mean_map,worst_map,mean_latency,frame_skip_total,n_active_streams,wall_sec,s0_dev,s0_sid,s0_sap,s0_sap_s,s0_sap_m,s0_sap_l,s0_map,s0_lat,s0_skip,s1_dev,s1_sid,s1_sap,s1_sap_s,s1_sap_m,s1_sap_l,s1_map,s1_lat,s1_skip,s2_dev,s2_sid,s2_sap,s2_sap_s,s2_sap_m,s2_sap_l,s2_map,s2_lat,s2_skip,s3_dev,s3_sid,s3_sap,s3_sap_s,s3_sap_m,s3_sap_l,s3_map,s3_lat,s3_skip,s4_dev,s4_sid,s4_sap,s4_sap_s,s4_sap_m,s4_sap_l,s4_map,s4_lat,s4_skip,s5_dev,s5_sid,s5_sap,s5_sap_s,s5_sap_m,s5_sap_l,s5_map,s5_lat,s5_skip,s6_dev,s6_sid,s6_sap,s6_sap_s,s6_sap_m,s6_sap_l,s6_map,s6_lat,s6_skip,s7_dev,s7_sid,s7_sap,s7_sap_s,s7_sap_m,s7_sap_l,s7_map,s7_lat,s7_skip
L2,5,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""GPU"", ""NPU""]",0.1077,0.0535,0.002208,0.1661,0.0853,46.13,385.5,0,29.0,GPU,2,0.0799,0.0117,0.0806,0.3672,0.0853,58.82,93.6,NPU,22,0.1781,0.001,0.1706,0.5553,0.165,41.19,74.7,NPU,13,0.1474,0.0037,0.0603,0.3349,0.192,35.66,55.6,GPU,3,0.0795,0.0022,0.163,0.1424,0.2008,54.93,89.1,NPU,21,0.0535,0.0004,0.0073,0.1558,0.1873,40.03,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU""]",0.1042,0.0511,0.002064,0.1731,0.0903,43.04,353.2,0,28.5,GPU,2,0.0813,0.0107,0.0817,0.3731,0.0903,55.76,90.0,NPU,22,0.1749,0.0009,0.1697,0.5484,0.1596,41.8,79.0,GPU,13,0.138,0.0083,0.0815,0.3274,0.1792,39.08,50.7,NPU,3,0.0755,0.0002,0.1495,0.1878,0.2487,38.36,63.0,NPU,21,0.0511,0.0004,0.0063,0.1511,0.1876,40.22,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU""]",0.1058,0.0513,0.002373,0.1652,0.0934,45.33,400.0,0,29.5,GPU,2,0.0816,0.0102,0.082,0.3746,0.0934,54.49,89.1,GPU,22,0.1836,0.001,0.1865,0.559,0.1353,54.25,91.6,NPU,13,0.1399,0.0029,0.0591,0.3177,0.1821,36.52,64.0,NPU,3,0.0728,0.0002,0.143,0.2163,0.235,41.34,80.2,NPU,21,0.0513,0.0005,0.0061,0.154,0.18,40.06,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.1093,0.065,0.002017,0.1791,0.1112,40.94,384.7,0,29.4,NPU,2,0.083,0.0094,0.0842,0.3988,0.1112,40.03,78.1,NPU,22,0.1763,0.0009,0.1721,0.5511,0.1674,39.95,74.1,NPU,13,0.1494,0.0033,0.06,0.3282,0.1977,35.82,59.4,NPU,3,0.0728,0.0002,0.1443,0.2078,0.2439,40.05,79.0,GPU,21,0.065,0.0073,0.0113,0.1753,0.1753,48.85,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""NPU"", ""NPU"", ""NPU"", ""GPU"", ""NPU""]",0.1093,0.0533,0.002038,0.1811,0.1138,40.49,364.1,0,29.0,NPU,2,0.0835,0.0087,0.0835,0.3992,0.1138,39.81,74.0,NPU,22,0.1773,0.001,0.1705,0.5548,0.1631,41.09,76.0,NPU,13,0.1452,0.0031,0.0622,0.3389,0.2033,35.32,55.0,GPU,3,0.0874,0.0018,0.1777,0.1681,0.2302,47.55,85.8,NPU,21,0.0533,0.0004,0.0063,0.1567,0.1949,38.68,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU""]",0.1058,0.054,0.002082,0.1831,0.1133,37.88,313.5,0,27.9,NPU,2,0.0845,0.0086,0.0879,0.4014,0.1133,38.37,70.0,NPU,22,0.1777,0.001,0.1714,0.5601,0.1738,37.7,65.9,GPU,13,0.1389,0.0085,0.0802,0.3323,0.1841,38.44,50.9,NPU,3,0.0741,0.0003,0.1382,0.1838,0.246,37.86,66.5,NPU,21,0.054,0.0006,0.006,0.1603,0.1981,37.02,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU""]",0.1101,0.0542,0.002452,0.181,0.1106,40.06,344.6,1,28.6,NPU,2,0.0836,0.0086,0.0828,0.4042,0.1106,40.03,77.2,GPU,22,0.1887,0.0015,0.19,0.5715,0.1472,49.8,87.4,NPU,13,0.1455,0.0037,0.0646,0.3366,0.1977,33.99,47.8,NPU,3,0.0785,0.0003,0.1627,0.1952,0.2494,38.47,67.0,NPU,21,0.0542,0.0004,0.0063,0.1579,0.2002,38.02,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1066,0.0529,0.00207,0.1807,0.1047,39.87,345.9,0,28.7,GPU,2,0.0856,0.0117,0.0922,0.3833,0.1047,48.12,86.2,NPU,22,0.1741,0.0008,0.1704,0.5484,0.1639,40.06,71.4,NPU,13,0.1451,0.0036,0.0647,0.3299,0.1897,34.23,51.0,NPU,3,0.0752,0.0002,0.149,0.1949,0.245,38.47,69.4,NPU,21,0.0529,0.0005,0.0063,0.1576,0.2002,38.49,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,6,Naive_allGPU+Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1264,0.0546,0.006818,0.1457,0.0622,70.72,489.1,0,29.7,GPU,2,0.0694,0.0087,0.0683,0.3321,0.0622,81.09,87.7,GPU,22,0.1688,0.0011,0.1842,0.4969,0.0871,83.93,87.3,GPU,13,0.1143,0.0069,0.0595,0.3061,0.1433,51.25,71.8,GPU,3,0.0621,0.0011,0.1207,0.1058,0.1522,79.06,89.5,GPU,21,0.0546,0.0057,0.0095,0.1414,0.1213,77.45,82.8,GPU,14,0.289,0.0523,0.1952,0.4603,0.3082,51.54,69.9,,,,,,,,,,,,,,,,,,
L2,6,SizeAware+Oracle,"[""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1366,0.0532,0.007829,0.1758,0.0988,52.44,480.4,0,29.4,NPU,2,0.0796,0.008,0.0771,0.3818,0.0988,46.13,87.5,NPU,22,0.1733,0.0012,0.1703,0.5417,0.1506,44.28,82.9,NPU,13,0.1359,0.0036,0.0602,0.314,0.1749,37.76,63.9,GPU,3,0.0664,0.0015,0.1368,0.0992,0.1554,71.1,95.9,GPU,21,0.0532,0.0063,0.0081,0.145,0.1238,71.27,92.9,GPU,14,0.3113,0.0538,0.1998,0.4941,0.3516,44.08,57.3,,,,,,,,,,,,,,,,,,
L2,6,SizeBlindRev+Oracle,"[""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU""]",0.1386,0.0509,0.009449,0.1855,0.0716,51.33,481.3,0,29.7,GPU,2,0.0756,0.0094,0.0742,0.3516,0.0716,70.88,96.8,GPU,22,0.1785,0.0009,0.1849,0.5407,0.1059,70.81,96.8,GPU,13,0.1193,0.0075,0.067,0.3042,0.1418,45.03,66.0,NPU,3,0.072,0.0002,0.1464,0.1766,0.2297,41.85,79.7,NPU,21,0.0509,0.0007,0.0053,0.1503,0.1754,41.65,79.3,NPU,14,0.3351,0.0132,0.187,0.5418,0.3884,37.79,62.7,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1257,0.0496,0.008208,0.1498,0.091,64.91,509.7,0,29.7,NPU,2,0.08,0.0092,0.0778,0.3838,0.1021,43.99,84.1,GPU,22,0.1675,0.0012,0.1844,0.5101,0.091,82.04,96.3,GPU,13,0.0983,0.0073,0.0617,0.2657,0.1253,51.13,73.8,GPU,3,0.0507,0.0016,0.0944,0.0828,0.119,81.49,93.0,GPU,21,0.0496,0.006,0.008,0.1389,0.1331,82.32,93.2,GPU,14,0.3081,0.0544,0.1954,0.4801,0.3282,48.46,69.4,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1273,0.0528,0.007195,0.1542,0.0653,63.73,503.6,0,29.8,GPU,2,0.0725,0.0096,0.0727,0.3355,0.0653,78.76,90.6,NPU,22,0.1747,0.0009,0.1693,0.5471,0.1512,43.28,82.0,GPU,13,0.103,0.0072,0.0589,0.2731,0.1258,53.2,75.6,GPU,3,0.0661,0.0026,0.1341,0.0846,0.1431,78.6,94.7,GPU,21,0.0528,0.0057,0.0086,0.1423,0.1211,78.45,88.6,GPU,14,0.2947,0.0539,0.1948,0.4781,0.3189,50.11,72.1,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1334,0.0545,0.007039,0.1642,0.066,63.6,467.9,0,29.6,GPU,2,0.0723,0.0098,0.0702,0.3376,0.066,75.09,90.1,GPU,22,0.1693,0.0009,0.1847,0.5054,0.0941,77.6,90.6,NPU,13,0.1417,0.0037,0.0605,0.3324,0.189,35.93,54.5,GPU,3,0.0664,0.001,0.1441,0.1207,0.1585,76.09,91.7,GPU,21,0.0545,0.0063,0.0104,0.1483,0.1385,71.48,85.9,GPU,14,0.296,0.0553,0.1963,0.4797,0.3392,45.41,55.1,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1289,0.0492,0.00656,0.1595,0.0662,62.81,506.6,0,29.8,GPU,2,0.0722,0.0097,0.0686,0.3364,0.0662,75.81,94.9,GPU,22,0.1768,0.001,0.1856,0.5346,0.1031,73.01,93.5,GPU,13,0.1187,0.007,0.0632,0.2872,0.1451,52.2,74.7,NPU,3,0.0723,0.0003,0.1403,0.1994,0.2315,42.54,76.5,GPU,21,0.0492,0.0059,0.0069,0.1332,0.1083,81.7,92.3,GPU,14,0.2844,0.052,0.1939,0.4636,0.3028,51.61,74.8,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1269,0.0522,0.007512,0.1604,0.0679,61.48,490.9,0,29.6,GPU,2,0.0729,0.0091,0.0694,0.3415,0.0679,73.16,91.6,GPU,22,0.1732,0.0007,0.1824,0.5231,0.0926,78.71,92.1,GPU,13,0.1043,0.0072,0.0631,0.2763,0.1472,50.32,67.9,GPU,3,0.0604,0.0009,0.1242,0.1151,0.1543,75.92,93.1,NPU,21,0.0522,0.0004,0.0052,0.1545,0.1843,40.85,76.1,GPU,14,0.2986,0.0557,0.1949,0.4856,0.3163,49.91,70.1,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1338,0.0468,0.0107,0.1621,0.0665,66.69,481.0,0,29.5,GPU,2,0.0719,0.0086,0.0652,0.3376,0.0665,77.7,93.5,GPU,22,0.1784,0.0009,0.1846,0.5332,0.1016,75.02,91.7,GPU,13,0.0991,0.007,0.0656,0.28,0.1367,47.59,61.5,GPU,3,0.062,0.0015,0.1316,0.0765,0.1421,78.83,87.1,GPU,21,0.0468,0.0056,0.0073,0.1309,0.1196,85.36,94.2,NPU,14,0.3446,0.0134,0.1887,0.5498,0.406,35.62,53.0,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU""]",0.1304,0.0483,0.007566,0.1627,0.0649,59.55,483.6,0,29.6,GPU,2,0.0717,0.0088,0.0679,0.336,0.0649,74.73,93.5,GPU,22,0.1676,0.001,0.1832,0.506,0.0932,80.8,95.8,NPU,13,0.1296,0.0037,0.0576,0.297,0.1708,38.23,64.7,GPU,3,0.0636,0.001,0.1255,0.0827,0.1474,74.71,92.4,NPU,21,0.0483,0.0003,0.0051,0.1447,0.1608,43.14,79.2,GPU,14,0.3018,0.0534,0.1971,0.4757,0.339,45.71,57.9,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1362,0.0522,0.008021,0.1662,0.0941,58.34,479.2,0,29.3,NPU,2,0.0809,0.0083,0.078,0.3965,0.1007,44.43,83.0,GPU,22,0.1706,0.001,0.182,0.5107,0.0941,77.66,97.7,NPU,13,0.1366,0.003,0.0607,0.3188,0.1788,36.55,56.7,GPU,3,0.0631,0.002,0.1314,0.088,0.1415,73.48,93.3,GPU,21,0.0522,0.0059,0.0076,0.1416,0.1268,74.08,94.4,GPU,14,0.3136,0.055,0.199,0.5128,0.3556,43.86,54.2,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1256,0.0534,0.007297,0.1591,0.0984,58.06,498.0,0,29.8,NPU,2,0.0796,0.0088,0.0761,0.3831,0.0984,45.11,82.4,NPU,22,0.174,0.0008,0.1702,0.5451,0.1474,45.53,84.0,GPU,13,0.0929,0.0071,0.0599,0.2716,0.121,50.42,72.0,GPU,3,0.0592,0.0021,0.1153,0.1134,0.1425,76.92,93.5,GPU,21,0.0534,0.0059,0.0082,0.1447,0.1287,80.64,96.4,GPU,14,0.2948,0.0546,0.1937,0.4764,0.3167,49.71,69.8,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1399,0.0538,0.009271,0.169,0.0693,61.94,494.2,0,29.5,GPU,2,0.073,0.0093,0.0686,0.3369,0.0693,71.57,91.8,GPU,22,0.1724,0.0014,0.185,0.5185,0.0964,76.85,94.9,NPU,13,0.1442,0.0031,0.0597,0.3331,0.1877,37.14,61.9,GPU,3,0.0641,0.0012,0.1273,0.0915,0.1469,75.72,90.6,GPU,21,0.0538,0.006,0.0076,0.1477,0.1275,72.94,96.7,NPU,14,0.332,0.0133,0.188,0.5362,0.3863,37.4,58.3,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1326,0.0513,0.009648,0.1598,0.098,61.08,491.3,0,29.5,NPU,2,0.0797,0.0083,0.077,0.3821,0.098,46.34,86.8,GPU,22,0.1762,0.0011,0.185,0.5327,0.1022,73.09,91.9,GPU,13,0.1022,0.008,0.0682,0.2799,0.1334,45.1,59.4,GPU,3,0.0545,0.0016,0.1069,0.0896,0.1203,83.59,93.1,GPU,21,0.0513,0.0057,0.0081,0.1422,0.1278,79.9,95.8,NPU,14,0.3315,0.013,0.1863,0.5371,0.377,38.49,64.2,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1295,0.0504,0.007166,0.167,0.101,55.75,476.8,0,29.8,NPU,2,0.0807,0.0095,0.0795,0.3861,0.1024,43.59,78.4,GPU,22,0.1765,0.0011,0.1846,0.5315,0.101,74.12,91.2,GPU,13,0.1073,0.0076,0.0622,0.2829,0.1424,50.38,72.1,GPU,3,0.0664,0.0011,0.1287,0.1271,0.1607,74.19,89.2,NPU,21,0.0504,0.0003,0.0061,0.1471,0.1757,42.7,77.2,GPU,14,0.2959,0.0543,0.1971,0.4723,0.32,49.52,68.8,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1333,0.054,0.007082,0.1726,0.0687,58.97,482.7,0,29.6,GPU,2,0.074,0.0096,0.0754,0.3381,0.0687,73.91,93.8,GPU,22,0.1612,0.0009,0.1831,0.4942,0.0921,78.4,95.8,NPU,13,0.1395,0.003,0.0628,0.3205,0.1831,36.67,55.0,NPU,3,0.0705,0.0003,0.1413,0.15,0.2188,43.69,82.9,GPU,21,0.054,0.0067,0.0079,0.1473,0.1338,75.73,94.4,GPU,14,0.3004,0.0584,0.1981,0.4807,0.3393,45.4,60.8,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1337,0.0525,0.007198,0.1703,0.1023,57.01,490.8,0,29.8,NPU,2,0.0808,0.0086,0.078,0.3932,0.1023,43.83,78.1,GPU,22,0.1743,0.001,0.1834,0.523,0.1043,72.95,90.1,GPU,13,0.122,0.0067,0.06,0.2883,0.1531,51.91,74.9,NPU,3,0.0711,0.0003,0.145,0.2066,0.2244,42.24,76.2,GPU,21,0.0525,0.0054,0.0084,0.1409,0.1201,81.09,95.0,GPU,14,0.3013,0.0522,0.1942,0.4803,0.3176,50.03,76.5,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1349,0.0526,0.007988,0.1664,0.0613,61.95,486.6,0,29.5,GPU,2,0.0712,0.009,0.0661,0.3383,0.0613,79.09,94.4,NPU,22,0.1723,0.0009,0.1708,0.5376,0.1424,46.32,86.0,NPU,13,0.1412,0.0034,0.0588,0.3293,0.1856,37.0,59.1,GPU,3,0.0626,0.0015,0.1203,0.0898,0.1449,83.09,94.4,GPU,21,0.0526,0.0057,0.0081,0.1419,0.1132,81.75,96.2,GPU,14,0.3093,0.0593,0.1966,0.4942,0.3512,44.46,56.6,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU""]",0.1273,0.0494,0.008049,0.1679,0.0617,56.72,496.4,0,29.9,GPU,2,0.0706,0.0093,0.0625,0.336,0.0617,82.04,96.2,GPU,22,0.174,0.001,0.1849,0.5298,0.1014,72.27,93.5,GPU,13,0.0954,0.007,0.0611,0.2705,0.1245,50.94,73.5,NPU,3,0.0676,0.0004,0.1331,0.1949,0.2205,43.04,81.1,NPU,21,0.0494,0.0004,0.0049,0.1481,0.1721,42.83,79.6,GPU,14,0.3069,0.0548,0.1983,0.4954,0.3274,49.19,72.4,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1341,0.0504,0.009889,0.1694,0.0693,57.16,485.0,0,29.7,GPU,2,0.0737,0.0088,0.0677,0.3445,0.0693,72.02,94.4,GPU,22,0.1731,0.001,0.1836,0.5299,0.1043,70.01,95.2,GPU,13,0.1052,0.007,0.0636,0.2808,0.1327,46.43,60.5,GPU,3,0.0644,0.0014,0.1358,0.1025,0.1465,74.26,92.1,NPU,21,0.0504,0.0004,0.005,0.1504,0.1728,42.69,77.7,NPU,14,0.3378,0.0121,0.1883,0.5373,0.391,37.55,65.1,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1317,0.0557,0.007615,0.1723,0.0646,57.72,501.2,0,29.7,GPU,2,0.0721,0.0087,0.067,0.3353,0.0646,78.33,95.2,NPU,22,0.1743,0.0011,0.1698,0.5402,0.1453,45.12,84.0,GPU,13,0.1123,0.007,0.0609,0.281,0.1387,51.5,72.4,NPU,3,0.0697,0.0004,0.1386,0.1569,0.2192,45.25,85.5,GPU,21,0.0557,0.0066,0.0085,0.1508,0.1405,76.94,96.0,GPU,14,0.3058,0.0562,0.1992,0.4951,0.3257,49.16,67.9,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU""]",0.1391,0.0479,0.009393,0.1769,0.0685,56.54,476.4,0,29.7,GPU,2,0.0735,0.0087,0.0659,0.3465,0.0685,74.68,93.8,GPU,22,0.1764,0.0008,0.1867,0.5326,0.1044,71.64,96.8,NPU,13,0.1373,0.0037,0.0632,0.3314,0.1762,35.98,51.5,GPU,3,0.0673,0.0011,0.1388,0.1062,0.1534,77.27,97.1,NPU,21,0.0479,0.0004,0.0046,0.1452,0.169,42.44,79.5,NPU,14,0.332,0.0122,0.1884,0.5323,0.3899,37.22,57.7,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU""]",0.1304,0.0515,0.007387,0.1813,0.0671,50.99,485.9,0,29.9,GPU,2,0.0734,0.01,0.0713,0.3462,0.0671,74.83,96.6,NPU,22,0.1749,0.0009,0.17,0.5461,0.1532,44.13,81.8,GPU,13,0.114,0.0076,0.0605,0.308,0.1456,50.03,75.5,NPU,3,0.0686,0.0004,0.1305,0.1888,0.2233,43.25,78.3,NPU,21,0.0515,0.0004,0.0057,0.1517,0.1874,42.86,79.5,GPU,14,0.3001,0.0558,0.1936,0.4961,0.3113,50.84,74.1,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1311,0.0542,0.00745,0.1721,0.1004,51.1,489.4,0,29.7,NPU,2,0.0799,0.0087,0.0773,0.3874,0.1004,44.29,82.8,NPU,22,0.1731,0.001,0.1707,0.5381,0.1442,45.85,85.5,GPU,13,0.0997,0.0073,0.063,0.2514,0.1294,51.91,76.9,NPU,3,0.0746,0.0003,0.1497,0.1961,0.2248,43.05,76.0,GPU,21,0.0542,0.006,0.0079,0.1482,0.1196,70.17,96.7,GPU,14,0.305,0.0558,0.194,0.5031,0.3143,51.34,71.5,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1303,0.0498,0.007375,0.1724,0.0988,51.52,495.3,0,29.8,NPU,2,0.0796,0.0085,0.0748,0.3895,0.0988,44.92,84.5,NPU,22,0.1726,0.0009,0.1695,0.5392,0.1453,45.33,85.0,GPU,13,0.1172,0.0076,0.0635,0.3003,0.1486,50.5,77.8,GPU,3,0.063,0.0013,0.1316,0.1213,0.1467,74.63,94.5,NPU,21,0.0498,0.0004,0.0055,0.1501,0.1787,43.79,79.3,GPU,14,0.2998,0.0548,0.1954,0.4805,0.3164,49.94,74.3,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1355,0.0543,0.009255,0.1787,0.102,52.63,479.8,0,29.5,NPU,2,0.081,0.0085,0.0759,0.3938,0.102,43.58,80.2,NPU,22,0.1732,0.0008,0.1705,0.5433,0.1513,43.97,83.4,GPU,13,0.1082,0.0073,0.0677,0.2797,0.1411,46.31,66.1,GPU,3,0.0641,0.0025,0.1367,0.1236,0.1631,68.75,92.3,GPU,21,0.0543,0.0058,0.0095,0.1481,0.1311,75.1,94.9,NPU,14,0.3322,0.0128,0.1864,0.5449,0.3835,38.07,62.9,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU""]",0.1387,0.0527,0.009359,0.1869,0.072,52.97,487.4,0,29.6,GPU,2,0.0757,0.0093,0.0735,0.3521,0.072,70.54,97.9,NPU,22,0.1736,0.0009,0.1705,0.5391,0.1438,45.94,86.9,GPU,13,0.122,0.0073,0.0683,0.2996,0.1593,45.36,64.1,NPU,3,0.0725,0.0003,0.1488,0.1713,0.2229,43.04,79.6,GPU,21,0.0527,0.006,0.009,0.1434,0.1359,75.5,97.8,NPU,14,0.3359,0.0128,0.1876,0.5317,0.3876,37.42,61.2,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU""]",0.1386,0.0541,0.009327,0.1821,0.0984,53.85,477.1,0,29.6,NPU,2,0.0802,0.0085,0.0766,0.3863,0.1011,44.69,81.7,GPU,22,0.1705,0.001,0.1867,0.5161,0.0984,75.06,96.7,GPU,13,0.1204,0.0073,0.0685,0.3023,0.1503,46.29,64.6,NPU,3,0.0695,0.0002,0.1374,0.1813,0.2171,44.77,82.9,GPU,21,0.0541,0.0059,0.0085,0.1479,0.1354,75.56,96.1,NPU,14,0.3368,0.012,0.1879,0.5505,0.3901,36.76,55.2,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.139,0.0498,0.009894,0.1792,0.1014,52.53,471.5,0,29.6,NPU,2,0.0801,0.0079,0.0778,0.389,0.1014,44.19,83.2,GPU,22,0.1777,0.001,0.1853,0.5388,0.1064,71.23,96.4,GPU,13,0.1171,0.0081,0.0674,0.2983,0.1503,45.79,63.3,GPU,3,0.0678,0.0018,0.1428,0.0803,0.153,75.45,97.2,NPU,21,0.0498,0.0008,0.0053,0.1485,0.1708,41.89,76.7,NPU,14,0.3412,0.0135,0.1885,0.556,0.3935,36.63,54.7,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.1365,0.0482,0.007957,0.1808,0.0721,51.71,478.4,0,29.6,GPU,2,0.0763,0.0091,0.0758,0.3548,0.0721,69.45,93.2,GPU,22,0.1781,0.001,0.1879,0.5322,0.1078,69.42,93.3,NPU,13,0.1359,0.0032,0.0607,0.32,0.1743,38.23,62.3,NPU,3,0.0701,0.0003,0.138,0.2081,0.2244,43.63,82.3,NPU,21,0.0482,0.0007,0.0046,0.144,0.1638,44.18,84.1,GPU,14,0.3102,0.0542,0.1982,0.4972,0.3423,45.33,63.1,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.144,0.054,0.010549,0.1862,0.0698,55.1,436.6,2,27.2,GPU,2,0.0755,0.0101,0.0717,0.3508,0.0698,74.87,94.4,NPU,22,0.1738,0.0012,0.1703,0.54,0.1536,43.4,75.5,NPU,13,0.1434,0.0033,0.0666,0.3455,0.188,33.72,43.0,GPU,3,0.0649,0.0011,0.1362,0.1037,0.1512,73.99,94.6,GPU,21,0.054,0.0061,0.0083,0.1486,0.1456,71.91,91.0,NPU,14,0.3522,0.0117,0.1923,0.5734,0.4089,32.68,38.2,,,,,,,,,,,,,,,,,,
L2,6,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""NPU""]",0.1413,0.0566,0.009178,0.1947,0.073,49.3,485.7,0,29.6,GPU,2,0.0756,0.0097,0.0718,0.3528,0.073,68.55,94.5,NPU,22,0.1713,0.0009,0.1699,0.5338,0.1466,44.46,84.0,NPU,13,0.1359,0.0037,0.058,0.3156,0.1818,37.55,66.0,NPU,3,0.0724,0.0003,0.1406,0.1971,0.2343,43.44,83.0,GPU,21,0.0566,0.007,0.0093,0.1578,0.1451,64.54,94.4,NPU,14,0.336,0.0112,0.1877,0.532,0.3873,37.24,63.9,,,,,,,,,,,,,,,,,,
