bg_level,n_streams,placement_name,placement_spec,mean_sap,worst_sap,sap_var,mean_map,worst_map,mean_latency,frame_skip_total,n_active_streams,wall_sec,s0_dev,s0_sid,s0_sap,s0_sap_s,s0_sap_m,s0_sap_l,s0_map,s0_lat,s0_skip,s1_dev,s1_sid,s1_sap,s1_sap_s,s1_sap_m,s1_sap_l,s1_map,s1_lat,s1_skip,s2_dev,s2_sid,s2_sap,s2_sap_s,s2_sap_m,s2_sap_l,s2_map,s2_lat,s2_skip,s3_dev,s3_sid,s3_sap,s3_sap_s,s3_sap_m,s3_sap_l,s3_map,s3_lat,s3_skip,s4_dev,s4_sid,s4_sap,s4_sap_s,s4_sap_m,s4_sap_l,s4_map,s4_lat,s4_skip,s5_dev,s5_sid,s5_sap,s5_sap_s,s5_sap_m,s5_sap_l,s5_map,s5_lat,s5_skip,s6_dev,s6_sid,s6_sap,s6_sap_s,s6_sap_m,s6_sap_l,s6_map,s6_lat,s6_skip,s7_dev,s7_sid,s7_sap,s7_sap_s,s7_sap_m,s7_sap_l,s7_map,s7_lat,s7_skip
L1,6,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.181,0.0792,0.012623,0.262,0.1329,24.92,88.0,6,22.4,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,21.63,0.0,NPU,22,0.1912,0.001,0.1733,0.6139,0.1996,21.69,0.2,GPU,13,0.1669,0.009,0.0996,0.3738,0.2218,26.0,21.9,NPU,3,0.1212,0.0005,0.1814,0.3389,0.2899,21.7,0.2,GPU,21,0.0792,0.0096,0.0168,0.212,0.2493,32.9,45.4,GPU,14,0.4183,0.0568,0.2118,0.6313,0.4784,25.57,20.3,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1773,0.0836,0.012813,0.253,0.1329,24.83,87.5,6,21.9,NPU,2,0.1089,0.0113,0.1423,0.5658,0.1329,21.56,0.2,NPU,22,0.1912,0.001,0.1733,0.614,0.1996,21.71,0.0,GPU,13,0.1604,0.0088,0.0991,0.3677,0.2054,25.76,21.4,GPU,3,0.1028,0.003,0.2166,0.1919,0.2785,33.48,45.2,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,21.19,0.0,GPU,14,0.4169,0.0571,0.2119,0.63,0.4748,25.25,20.7,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1744,0.0778,0.012652,0.2483,0.1329,27.07,137.5,4,23.1,NPU,2,0.1089,0.0114,0.1421,0.5658,0.1329,21.42,0.5,NPU,22,0.191,0.0009,0.1733,0.6139,0.1996,21.41,0.9,GPU,13,0.1575,0.0087,0.0971,0.363,0.1983,27.37,26.3,GPU,3,0.0998,0.0025,0.2055,0.2106,0.2721,36.07,55.1,GPU,21,0.0778,0.0091,0.0147,0.2082,0.2357,36.22,54.7,NPU,14,0.4114,0.0136,0.199,0.6555,0.4512,19.9,0.0,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU""]",0.1758,0.0766,0.012514,0.2504,0.1319,26.47,121.9,5,23.0,GPU,2,0.0969,0.0141,0.1176,0.4633,0.1319,34.81,47.4,NPU,22,0.1913,0.001,0.1733,0.614,0.1996,21.42,0.2,GPU,13,0.1575,0.0091,0.0978,0.3629,0.1984,26.66,23.6,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,21.16,0.0,GPU,21,0.0766,0.0098,0.0155,0.2064,0.2317,35.04,50.5,NPU,14,0.4113,0.0136,0.199,0.6555,0.4512,19.73,0.1,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU""]",0.1799,0.0754,0.012262,0.254,0.1329,26.71,126.8,4,23.0,NPU,2,0.1088,0.0113,0.142,0.5655,0.1329,21.72,0.7,GPU,22,0.1995,0.0014,0.1906,0.6083,0.1965,35.32,50.1,GPU,13,0.1632,0.0088,0.0977,0.3692,0.2157,26.86,24.3,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,21.3,0.0,GPU,21,0.0754,0.0091,0.0145,0.2041,0.2377,35.09,51.4,NPU,14,0.4113,0.0136,0.199,0.6555,0.4512,19.95,0.2,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.179,0.0836,0.01244,0.2523,0.1329,26.21,115.0,6,23.2,NPU,2,0.1089,0.0113,0.1423,0.5658,0.1329,21.32,0.5,GPU,22,0.2018,0.0014,0.1903,0.6149,0.2011,34.23,47.4,GPU,13,0.1664,0.0088,0.0991,0.3729,0.2189,26.8,22.9,GPU,3,0.1018,0.003,0.208,0.2196,0.2831,34.21,44.3,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,20.85,0.0,NPU,14,0.4114,0.0136,0.199,0.6555,0.4512,19.82,0.0,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.1829,0.0836,0.012268,0.258,0.1314,26.5,125.9,4,23.2,GPU,2,0.0952,0.0145,0.1161,0.428,0.1314,35.65,52.1,GPU,22,0.1989,0.0014,0.1905,0.6036,0.1984,34.92,51.5,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,19.68,0.0,NPU,3,0.1213,0.0005,0.1816,0.3388,0.2899,21.25,0.4,NPU,21,0.0836,0.0014,0.0246,0.2127,0.2268,21.02,0.2,GPU,14,0.4109,0.0574,0.2113,0.6233,0.4805,26.46,21.6,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1759,0.0739,0.013139,0.2523,0.1253,29.6,200.6,3,18.0,GPU,2,0.0916,0.0134,0.1066,0.4183,0.1253,38.78,69.1,NPU,22,0.1913,0.001,0.1734,0.614,0.1996,21.75,0.2,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,19.87,0.0,GPU,3,0.1004,0.002,0.2002,0.2088,0.2744,38.57,65.9,GPU,21,0.0739,0.0083,0.0148,0.1965,0.2423,38.66,65.3,NPU,14,0.4109,0.0137,0.199,0.6551,0.4512,19.95,0.1,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""NPU""]",0.1814,0.081,0.012224,0.2602,0.1381,25.2,90.3,6,18.1,GPU,2,0.0986,0.0145,0.1202,0.4636,0.1381,33.59,46.0,NPU,22,0.1912,0.001,0.1733,0.614,0.1996,22.16,0.0,NPU,13,0.1863,0.0038,0.0859,0.3979,0.2209,19.94,0.5,NPU,3,0.1205,0.0004,0.1816,0.2985,0.2899,22.09,0.9,GPU,21,0.081,0.0092,0.0169,0.2136,0.2614,33.43,42.6,NPU,14,0.4107,0.0137,0.1991,0.6547,0.4512,19.99,0.2,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.1836,0.0836,0.012802,0.2609,0.1394,24.26,70.0,6,24.0,GPU,2,0.0995,0.0147,0.1251,0.4628,0.1394,32.75,45.0,NPU,22,0.1909,0.001,0.1733,0.6134,0.1996,22.22,0.9,NPU,13,0.1866,0.0038,0.086,0.3982,0.2209,20.2,0.2,NPU,3,0.1211,0.0005,0.1817,0.3382,0.2899,21.8,0.2,NPU,21,0.0836,0.0014,0.0246,0.2127,0.2268,21.7,0.9,GPU,14,0.4198,0.0562,0.2109,0.6301,0.489,26.87,22.7,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1834,0.0833,0.012169,0.2549,0.1378,25.7,107.7,4,18.5,GPU,2,0.0971,0.0152,0.1168,0.4579,0.1378,34.63,52.0,GPU,22,0.2007,0.0015,0.1906,0.6101,0.203,35.04,54.2,NPU,13,0.1874,0.0038,0.0861,0.3989,0.2209,20.25,0.2,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,21.94,0.0,NPU,21,0.0833,0.0014,0.0244,0.2122,0.2268,21.92,0.7,NPU,14,0.4101,0.0134,0.199,0.6541,0.4512,20.42,0.6,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU""]",0.1829,0.0835,0.012269,0.2572,0.1329,25.5,101.2,5,18.3,NPU,2,0.1089,0.0113,0.1421,0.5649,0.1329,22.12,0.2,GPU,22,0.2009,0.0014,0.1895,0.612,0.206,34.15,48.3,NPU,13,0.1874,0.0038,0.0861,0.3989,0.2209,20.31,0.3,GPU,3,0.1055,0.0018,0.2062,0.2403,0.3055,34.72,51.7,NPU,21,0.0835,0.0014,0.0245,0.2126,0.2268,21.68,0.2,NPU,14,0.4108,0.0136,0.199,0.6549,0.4512,20.01,0.3,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.1872,0.0834,0.012824,0.2606,0.1329,23.94,62.2,6,22.8,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,22.02,0.0,GPU,22,0.1992,0.0016,0.1911,0.6084,0.2079,32.05,42.3,NPU,13,0.1874,0.0038,0.0861,0.3989,0.2209,20.07,0.3,NPU,3,0.1214,0.0005,0.1816,0.3389,0.2899,22.08,0.2,NPU,21,0.0834,0.0014,0.0244,0.2124,0.2268,21.72,0.2,GPU,14,0.423,0.0564,0.213,0.6388,0.485,25.71,19.1,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU""]",0.1834,0.0836,0.013163,0.2619,0.1329,22.42,30.7,6,21.4,NPU,2,0.1089,0.0113,0.1421,0.5658,0.1329,21.77,0.2,NPU,22,0.1912,0.001,0.1733,0.6142,0.1996,21.93,0.2,GPU,13,0.1683,0.0092,0.1019,0.3769,0.2318,23.93,15.3,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,21.71,0.0,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,21.6,0.0,GPU,14,0.427,0.0568,0.2125,0.6441,0.4901,23.58,14.9,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU"", ""NPU""]",0.1867,0.0901,0.011747,0.264,0.1329,24.17,71.5,6,17.8,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,21.45,0.0,GPU,22,0.2022,0.0014,0.1908,0.6167,0.2122,31.49,34.8,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,19.5,0.0,NPU,3,0.1203,0.0005,0.181,0.3389,0.2899,21.59,0.2,GPU,21,0.0901,0.0103,0.0241,0.229,0.2767,31.41,36.3,NPU,14,0.4113,0.0136,0.1991,0.6554,0.4512,19.58,0.1,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU""]",0.1824,0.087,0.011791,0.2627,0.1329,23.92,56.2,6,22.6,NPU,2,0.1088,0.0113,0.1417,0.5644,0.1329,22.23,0.5,NPU,22,0.1912,0.001,0.1733,0.6138,0.1996,22.49,0.4,GPU,13,0.1746,0.0093,0.1006,0.3811,0.2311,25.37,17.6,NPU,3,0.1215,0.0005,0.1817,0.339,0.2899,22.14,0.4,GPU,21,0.087,0.0098,0.0208,0.2217,0.2717,31.23,36.9,NPU,14,0.4113,0.0138,0.199,0.6554,0.4512,20.07,0.3,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU""]",0.1807,0.0835,0.012061,0.2571,0.1437,23.2,47.7,6,22.2,GPU,2,0.1028,0.0154,0.1339,0.4666,0.1437,30.09,31.2,NPU,22,0.1911,0.001,0.1733,0.6138,0.1996,21.92,0.7,GPU,13,0.175,0.0091,0.1023,0.383,0.2315,24.82,14.9,NPU,3,0.1205,0.0005,0.1816,0.3374,0.2899,21.41,0.4,NPU,21,0.0835,0.0014,0.0244,0.2123,0.2268,21.24,0.2,NPU,14,0.4111,0.0136,0.1991,0.6551,0.4512,19.74,0.2,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1866,0.0828,0.013234,0.2665,0.1329,23.39,50.0,6,22.2,NPU,2,0.1088,0.0115,0.1421,0.5625,0.1329,22.03,0.9,NPU,22,0.191,0.001,0.1733,0.6131,0.1996,21.86,0.4,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,19.92,0.2,NPU,3,0.1215,0.0005,0.1816,0.339,0.2899,21.65,0.2,GPU,21,0.0828,0.0098,0.0175,0.2191,0.2634,30.25,33.5,GPU,14,0.4281,0.0576,0.213,0.6452,0.4921,24.65,14.7,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""NPU"", ""NPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU""]",0.1864,0.0836,0.013071,0.2657,0.1329,23.23,45.8,6,22.5,NPU,2,0.109,0.0114,0.1422,0.5659,0.1329,21.38,0.2,NPU,22,0.1911,0.001,0.1734,0.6136,0.1996,21.82,0.2,NPU,13,0.1866,0.0038,0.0861,0.3982,0.2209,19.93,0.1,GPU,3,0.1215,0.0031,0.2318,0.2565,0.3239,29.92,28.5,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,21.34,0.0,GPU,14,0.4265,0.0578,0.2123,0.6433,0.49,24.96,16.7,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU""]",0.1843,0.0832,0.011977,0.2593,0.1329,23.15,47.4,6,22.3,NPU,2,0.1089,0.0114,0.1423,0.5655,0.1329,21.66,0.7,GPU,22,0.2041,0.0015,0.1916,0.6234,0.2141,30.09,30.7,GPU,13,0.177,0.0091,0.1009,0.3849,0.2409,24.78,14.8,NPU,3,0.1214,0.0005,0.1815,0.3389,0.2899,21.47,0.2,NPU,21,0.0832,0.0012,0.0244,0.2123,0.2268,21.1,0.7,NPU,14,0.4114,0.0136,0.199,0.6551,0.4512,19.78,0.2,,,,,,,,,,,,,,,,,,
L1,8,Naive_allGPU+Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1525,0.0584,0.007069,0.1597,0.0715,57.89,585.0,2,24.9,GPU,2,0.0754,0.0096,0.0768,0.347,0.0715,72.27,95.2,GPU,22,0.1819,0.0011,0.1861,0.5477,0.1127,65.23,91.5,GPU,13,0.1346,0.0087,0.0851,0.332,0.1677,36.42,33.3,GPU,16,0.1704,0.0064,0.4876,0.2673,0.1406,68.36,94.4,GPU,3,0.0639,0.0014,0.1277,0.1067,0.1537,69.81,92.2,GPU,21,0.0584,0.0068,0.0091,0.1564,0.1428,68.03,93.6,GPU,14,0.3218,0.0593,0.2026,0.5079,0.3573,36.17,31.4,GPU,4,0.2137,0.0,0.1317,0.5332,0.1313,46.83,53.5
L1,8,SizeAware+Oracle,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1948,0.0602,0.011763,0.2313,0.1329,33.82,262.4,5,24.3,NPU,2,0.1087,0.0113,0.1406,0.5647,0.1329,23.41,1.6,NPU,22,0.1917,0.001,0.1733,0.613,0.1996,23.9,2.5,NPU,13,0.1872,0.0038,0.0858,0.3989,0.2209,21.21,0.5,NPU,16,0.3556,0.0051,0.4687,0.68,0.3906,23.26,2.3,GPU,3,0.0779,0.0024,0.1658,0.1257,0.1907,53.33,87.4,GPU,21,0.0602,0.008,0.01,0.1667,0.1561,52.72,83.4,GPU,14,0.364,0.0573,0.2072,0.562,0.4075,32.29,33.1,GPU,4,0.2132,0.0,0.1302,0.5316,0.1517,40.47,51.7
L1,8,SizeBlindRev+Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1767,0.0828,0.009667,0.2173,0.0933,35.1,308.7,5,24.1,GPU,2,0.0828,0.012,0.0894,0.3696,0.0933,52.93,90.7,GPU,22,0.1841,0.0013,0.1873,0.559,0.142,51.73,89.2,GPU,13,0.1426,0.0085,0.0906,0.3435,0.1653,32.16,35.3,GPU,16,0.1851,0.0069,0.5451,0.3144,0.1642,52.67,89.7,NPU,3,0.1204,0.0005,0.1808,0.3374,0.2899,23.91,1.8,NPU,21,0.0834,0.0014,0.0245,0.2124,0.2268,23.16,0.2,NPU,14,0.4102,0.0134,0.199,0.6545,0.4512,21.37,0.8,NPU,4,0.2051,0.0,0.082,0.5464,0.2059,22.89,0.9
L1,8,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1586,0.0588,0.00694,0.1692,0.1143,50.33,490.4,3,24.9,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,21.05,0.0,GPU,22,0.1812,0.001,0.187,0.5463,0.1143,68.07,93.1,GPU,13,0.1342,0.008,0.085,0.332,0.1638,36.14,34.3,GPU,16,0.1683,0.0079,0.5164,0.2632,0.1332,65.09,93.7,GPU,3,0.0693,0.0017,0.1501,0.1248,0.1611,65.51,90.7,GPU,21,0.0588,0.0072,0.009,0.1592,0.1442,65.58,92.6,GPU,14,0.3346,0.0576,0.2042,0.5234,0.3697,35.58,34.0,GPU,4,0.2129,0.0,0.1299,0.5344,0.1347,45.6,52.0
L1,8,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1564,0.0582,0.007748,0.1726,0.0736,49.18,480.0,3,24.7,GPU,2,0.0759,0.0104,0.0763,0.3482,0.0736,65.01,95.6,NPU,22,0.191,0.001,0.1734,0.6138,0.1996,21.6,0.4,GPU,13,0.1291,0.0079,0.0867,0.3296,0.1537,35.11,32.4,GPU,16,0.175,0.0072,0.5064,0.2784,0.1356,65.75,88.0,GPU,3,0.0699,0.0021,0.1464,0.0921,0.1688,62.33,89.4,GPU,21,0.0582,0.0065,0.009,0.1601,0.1441,63.49,91.5,GPU,14,0.3374,0.0559,0.205,0.5235,0.3714,35.22,31.9,GPU,4,0.2143,0.0,0.1326,0.5355,0.1341,44.93,50.8
L1,8,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1601,0.0581,0.007147,0.1673,0.0734,55.71,556.6,3,24.3,GPU,2,0.0763,0.0091,0.0762,0.3548,0.0734,69.68,94.8,GPU,22,0.1765,0.0011,0.1866,0.5358,0.1096,67.09,91.8,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,20.01,0.0,GPU,16,0.1743,0.0062,0.5223,0.2599,0.141,68.41,98.0,GPU,3,0.069,0.0014,0.127,0.1186,0.159,70.14,95.3,GPU,21,0.0581,0.0065,0.0086,0.156,0.146,69.25,96.4,GPU,14,0.3257,0.0555,0.203,0.5138,0.3584,35.23,32.0,GPU,4,0.2131,0.0,0.1297,0.533,0.1302,45.85,48.3
L1,8,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1778,0.0581,0.012068,0.1929,0.0749,49.83,491.9,3,24.9,GPU,2,0.0771,0.0106,0.0769,0.359,0.0749,67.17,94.6,GPU,22,0.1805,0.001,0.1878,0.5468,0.117,63.72,91.6,GPU,13,0.1296,0.0083,0.0847,0.3285,0.1503,36.0,32.6,NPU,16,0.3591,0.0051,0.4956,0.6831,0.3906,20.81,0.0,GPU,3,0.0711,0.0015,0.1437,0.1393,0.1642,66.39,95.1,GPU,21,0.0581,0.0062,0.0092,0.1602,0.1403,63.82,94.4,GPU,14,0.3333,0.059,0.2039,0.5223,0.3697,35.61,32.8,GPU,4,0.2136,0.0,0.1307,0.5323,0.1367,45.1,50.9
L1,8,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1597,0.0549,0.006679,0.1741,0.0752,50.02,492.3,3,24.7,GPU,2,0.0775,0.0108,0.0794,0.3552,0.0752,66.76,92.5,GPU,22,0.1782,0.001,0.1859,0.5403,0.1135,66.06,94.2,GPU,13,0.1264,0.0083,0.0853,0.3256,0.1482,35.68,33.4,GPU,16,0.1736,0.0066,0.5094,0.2763,0.1331,65.95,94.5,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,20.88,0.0,GPU,21,0.0549,0.0069,0.0083,0.152,0.1293,65.07,94.1,GPU,14,0.332,0.0557,0.2029,0.5168,0.3678,35.35,32.7,GPU,4,0.2135,0.0,0.1325,0.5323,0.1363,44.38,50.9
L1,8,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1569,0.0695,0.007116,0.1728,0.0747,50.38,489.1,3,24.9,GPU,2,0.0764,0.0104,0.0751,0.3528,0.0747,66.16,92.2,GPU,22,0.18,0.0009,0.1869,0.5426,0.1165,63.68,93.4,GPU,13,0.1231,0.0081,0.0856,0.3221,0.149,35.72,31.4,GPU,16,0.1721,0.0063,0.507,0.2695,0.1463,67.31,93.5,GPU,3,0.0695,0.0021,0.142,0.1254,0.1649,68.05,94.1,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,20.67,0.0,GPU,14,0.3367,0.0563,0.2023,0.5268,0.3718,35.52,33.0,GPU,4,0.2135,0.0,0.1322,0.5322,0.1323,45.94,51.6
L1,8,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1609,0.0583,0.01176,0.1684,0.0695,57.3,563.7,2,24.3,GPU,2,0.0746,0.0098,0.0711,0.3465,0.0695,71.55,97.3,GPU,22,0.1807,0.0009,0.184,0.5399,0.1058,71.22,95.3,GPU,13,0.1277,0.0082,0.0841,0.3253,0.1564,36.22,31.1,GPU,16,0.1561,0.0072,0.4818,0.2346,0.1267,72.06,96.3,GPU,3,0.0653,0.0019,0.1335,0.1198,0.1602,71.96,97.9,GPU,21,0.0583,0.0061,0.009,0.1554,0.1486,70.16,95.4,NPU,14,0.4114,0.0136,0.199,0.6555,0.4512,19.92,0.0,GPU,4,0.213,0.0,0.1299,0.5313,0.1286,45.29,50.4
L1,8,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1532,0.0547,0.007332,0.1686,0.0774,53.18,527.6,3,23.9,GPU,2,0.0769,0.0097,0.0739,0.356,0.0774,66.65,93.7,GPU,22,0.1795,0.0008,0.1839,0.5369,0.1065,69.19,92.9,GPU,13,0.1298,0.0082,0.0855,0.3289,0.1542,34.86,30.3,GPU,16,0.1764,0.0066,0.4997,0.2737,0.1406,66.35,95.6,GPU,3,0.0712,0.0014,0.1373,0.1466,0.1626,65.83,90.2,GPU,21,0.0547,0.0065,0.0088,0.1504,0.1354,67.82,95.0,GPU,14,0.332,0.0518,0.2045,0.5215,0.3659,34.16,29.8,NPU,4,0.2047,0.0,0.0816,0.5458,0.2059,20.62,0.2
L1,8,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.186,0.0572,0.015784,0.2019,0.0743,49.09,469.0,4,24.3,GPU,2,0.0757,0.0096,0.0757,0.3511,0.0743,67.64,97.0,GPU,22,0.174,0.001,0.1853,0.5279,0.1057,69.62,95.3,GPU,13,0.1285,0.0083,0.0862,0.3267,0.1543,35.24,33.1,NPU,16,0.3565,0.0051,0.4957,0.6795,0.3906,21.08,0.5,GPU,3,0.0701,0.002,0.145,0.0989,0.1619,69.04,97.5,GPU,21,0.0572,0.0066,0.0083,0.1577,0.1399,66.18,95.6,NPU,14,0.4113,0.0137,0.199,0.6554,0.4512,20.02,0.2,GPU,4,0.2146,0.0,0.1298,0.5344,0.1369,43.93,49.8
L1,8,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1673,0.0601,0.006685,0.1907,0.1228,41.59,391.7,4,25.0,NPU,2,0.1089,0.0113,0.1424,0.5624,0.1329,22.03,0.2,GPU,22,0.1846,0.0012,0.187,0.5552,0.1228,60.17,90.7,GPU,13,0.1233,0.0086,0.0874,0.3238,0.1481,34.23,34.3,GPU,16,0.1817,0.0067,0.4983,0.3048,0.1552,57.48,90.2,NPU,3,0.1208,0.0005,0.1813,0.3389,0.2899,21.67,0.2,GPU,21,0.0601,0.0074,0.0095,0.1621,0.1482,59.95,90.7,GPU,14,0.3457,0.0562,0.205,0.5387,0.3859,34.33,32.7,GPU,4,0.2137,0.0,0.1292,0.5327,0.1423,42.87,52.7
L1,8,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1639,0.0611,0.007292,0.1894,0.1329,41.48,394.5,4,24.8,NPU,2,0.109,0.0113,0.1422,0.5656,0.1329,21.78,0.5,NPU,22,0.1912,0.001,0.1734,0.614,0.1996,21.85,0.4,GPU,13,0.1362,0.0084,0.0864,0.3357,0.1677,34.65,35.2,GPU,16,0.1765,0.0081,0.5192,0.2869,0.1465,60.13,92.5,GPU,3,0.0779,0.002,0.1617,0.1267,0.1902,57.6,90.9,GPU,21,0.0611,0.0064,0.0096,0.1663,0.1488,57.96,85.5,GPU,14,0.3461,0.0549,0.2063,0.531,0.3866,34.32,35.0,GPU,4,0.2135,0.0,0.1304,0.5321,0.1427,43.54,54.4
L1,8,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU""]",0.1697,0.0561,0.010704,0.1873,0.0762,47.98,461.2,4,24.3,GPU,2,0.0774,0.0105,0.0767,0.3574,0.0762,65.27,95.7,GPU,22,0.1796,0.0008,0.1861,0.5451,0.1127,65.43,93.8,GPU,13,0.1297,0.0083,0.0876,0.3281,0.1507,34.63,32.3,GPU,16,0.1698,0.0065,0.5274,0.2608,0.142,66.7,96.6,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,21.49,0.0,GPU,21,0.0561,0.0069,0.0087,0.1551,0.1396,66.53,93.7,NPU,14,0.4112,0.0136,0.199,0.6554,0.4512,20.08,0.1,GPU,4,0.2127,0.0,0.1327,0.5298,0.1362,43.74,49.1
