table,tag,n_streams,bg_level,placement_name,placement_spec,mean_sap,worst_sap,mean_map,worst_map,wall_sec,s0_dev,s0_sid,s0_sap,s0_sap_s,s0_sap_m,s0_sap_l,s0_map,s0_skip,s1_dev,s1_sid,s1_sap,s1_sap_s,s1_sap_m,s1_sap_l,s1_map,s1_skip,s2_dev,s2_sid,s2_sap,s2_sap_s,s2_sap_m,s2_sap_l,s2_map,s2_skip,s3_dev,s3_sid,s3_sap,s3_sap_s,s3_sap_m,s3_sap_l,s3_map,s3_skip,s4_dev,s4_sid,s4_sap,s4_sap_s,s4_sap_m,s4_sap_l,s4_map,s4_skip,s5_dev,s5_sid,s5_sap,s5_sap_s,s5_sap_m,s5_sap_l,s5_map,s5_skip,s6_dev,s6_sid,s6_sap,s6_sap_s,s6_sap_m,s6_sap_l,s6_map,s6_skip,s7_dev,s7_sid,s7_sap,s7_sap_s,s7_sap_m,s7_sap_l,s7_map,s7_skip
natural,A_baseline_N8,8,L1_light,Oracle_k4_p1_2_3_4,"[""GPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1967,0.0624,0.2362,0.0854,24.4,GPU,2,0.0804,0.0111,0.0854,0.3637,0.0854,90.9,NPU,22,0.191,0.001,0.1732,0.6136,0.1996,0.9,NPU,13,0.1874,0.0038,0.0861,0.3988,0.2209,0.2,NPU,16,0.3597,0.0051,0.4956,0.6835,0.3906,0.7,NPU,3,0.1212,0.0005,0.1816,0.3388,0.2899,0.4,GPU,21,0.0624,0.0075,0.0101,0.1698,0.1541,88.8,GPU,14,0.3586,0.058,0.2051,0.555,0.4011,33.0,GPU,4,0.2127,0.0,0.1292,0.5308,0.1479,50.6
natural,A_baseline_N8,8,L1_light,Oracle_k4_p1_3_4_7,"[""GPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1882,0.0593,0.2358,0.0898,24.4,GPU,2,0.0811,0.0116,0.0887,0.3654,0.0898,84.8,NPU,22,0.1913,0.001,0.1733,0.6139,0.1996,1.1,GPU,13,0.129,0.0085,0.0902,0.331,0.1568,30.9,NPU,16,0.3591,0.0052,0.4957,0.683,0.3906,0.5,NPU,3,0.1211,0.0005,0.1829,0.3385,0.2899,0.4,GPU,21,0.0593,0.0079,0.0099,0.1633,0.152,79.5,GPU,14,0.3598,0.0562,0.2057,0.5575,0.4021,30.6,NPU,4,0.2051,0.0,0.0816,0.5465,0.2059,0.8
natural,A_baseline_N8,8,L1_light,Oracle_k4_p1_5_6_7,"[""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU""]",0.1677,0.0745,0.2022,0.0785,24.5,GPU,2,0.0778,0.0097,0.0813,0.3572,0.0785,95.3,NPU,22,0.191,0.001,0.1733,0.6134,0.1996,0.9,GPU,13,0.127,0.0085,0.0865,0.3272,0.1472,31.9,GPU,16,0.1728,0.0065,0.5226,0.2779,0.1402,97.6,GPU,3,0.0745,0.0019,0.1664,0.112,0.1682,93.5,NPU,21,0.0833,0.0014,0.0242,0.2126,0.2268,0.9,NPU,14,0.4104,0.0137,0.199,0.6589,0.4512,1.6,NPU,4,0.2048,0.0,0.0816,0.5461,0.2059,1.9
natural,A_baseline_N8,8,L1_heavy,Naive_allGPU,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1497,0.054,0.1559,0.0729,28.0,GPU,2,0.0764,0.0105,0.0759,0.351,0.0729,92.1,GPU,22,0.1783,0.0013,0.1848,0.5383,0.1101,94.0,GPU,13,0.11,0.0083,0.0721,0.2964,0.1426,50.1,GPU,16,0.1807,0.006,0.5204,0.2683,0.1447,94.0,GPU,3,0.0626,0.0018,0.1391,0.1063,0.1555,94.8,GPU,21,0.054,0.0064,0.009,0.1475,0.1384,95.4,GPU,14,0.3211,0.0534,0.2005,0.5006,0.3551,48.3,GPU,4,0.2144,0.0,0.1298,0.5333,0.1276,69.2
natural,A_baseline_N8,8,L1_heavy,SizeAware_NPU4,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.19,0.0565,0.2189,0.1329,25.9,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,0.0,NPU,22,0.1911,0.001,0.1733,0.6136,0.1996,0.2,NPU,13,0.1874,0.0038,0.0861,0.3972,0.2207,0.3,NPU,16,0.3591,0.0051,0.4956,0.6831,0.3906,0.0,GPU,3,0.0697,0.0017,0.1454,0.1049,0.158,92.3,GPU,21,0.0565,0.0071,0.0086,0.1552,0.136,94.9,GPU,14,0.3331,0.0534,0.2044,0.5186,0.3737,34.8,GPU,4,0.2137,0.0,0.1323,0.5323,0.1398,56.3
natural,A_baseline_N8,8,L1_heavy,SizeAware_NPU6,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.203,0.0828,0.2548,0.1329,25.9,NPU,2,0.1087,0.0113,0.1408,0.558,0.1329,1.8,NPU,22,0.1916,0.001,0.1734,0.6143,0.1996,0.9,NPU,13,0.186,0.0038,0.086,0.3976,0.2209,0.7,NPU,16,0.3561,0.0051,0.4678,0.681,0.3906,0.9,NPU,3,0.1204,0.0005,0.1821,0.3373,0.2899,0.7,NPU,21,0.0828,0.0006,0.0235,0.2121,0.2268,0.9,GPU,14,0.3657,0.054,0.2077,0.5658,0.423,35.6,GPU,4,0.2129,0.0,0.1328,0.5311,0.1546,53.3
natural,A_baseline_N8,8,L1_heavy,SizeBlindRev_NPU4,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1701,0.0738,0.2021,0.0671,24.9,GPU,2,0.0738,0.0096,0.0754,0.3393,0.0671,97.7,GPU,22,0.1742,0.0011,0.1865,0.521,0.0988,96.1,GPU,13,0.1258,0.0084,0.0849,0.3249,0.1495,32.5,GPU,16,0.1665,0.0065,0.4921,0.2571,0.1276,97.8,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,0.0,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,0.0,NPU,14,0.4109,0.0137,0.199,0.6549,0.4512,1.0,NPU,4,0.2047,0.0,0.0816,0.5461,0.2059,0.9
natural,A_baseline_N8,8,L1_heavy,AllNPU,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.2068,0.0803,0.2647,0.1329,17.3,NPU,2,0.1067,0.0111,0.137,0.5371,0.1329,5.5,NPU,22,0.1907,0.001,0.1732,0.6092,0.1996,6.3,NPU,13,0.1863,0.0038,0.0855,0.3946,0.2209,1.2,NPU,16,0.3573,0.0051,0.4944,0.6754,0.3906,3.0,NPU,3,0.1207,0.0005,0.1816,0.337,0.2899,2.0,NPU,21,0.0803,0.0014,0.0209,0.2093,0.2268,3.6,NPU,14,0.4069,0.0138,0.1987,0.6506,0.4512,2.5,NPU,4,0.2052,0.0,0.0815,0.5465,0.2059,2.2
natural,A_baseline_N8,8,L1_heavy,Oracle_k0_pnone,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1493,0.0562,0.1561,0.0723,28.0,GPU,2,0.0752,0.0102,0.0734,0.3526,0.0723,93.2,GPU,22,0.1807,0.0014,0.1863,0.5434,0.1096,90.5,GPU,13,0.1221,0.008,0.074,0.3223,0.1493,52.0,GPU,16,0.1598,0.006,0.4919,0.2357,0.1345,95.7,GPU,3,0.0662,0.0014,0.1273,0.1182,0.1573,94.4,GPU,21,0.0562,0.006,0.0086,0.1532,0.1409,90.2,GPU,14,0.3212,0.0545,0.2004,0.4987,0.3583,48.6,GPU,4,0.2135,0.0,0.1297,0.5339,0.1263,69.1
natural,A_baseline_N8,8,L1_heavy,Oracle_k1_p5,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1493,0.0665,0.1612,0.068,27.8,GPU,2,0.0727,0.0094,0.073,0.3364,0.068,91.2,GPU,22,0.1766,0.0009,0.1829,0.5306,0.1067,95.2,GPU,13,0.1054,0.008,0.0745,0.2984,0.1407,44.4,GPU,16,0.1578,0.0074,0.4677,0.2474,0.1159,92.9,GPU,3,0.0665,0.0014,0.1344,0.1016,0.1476,90.9,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,0.0,GPU,14,0.3177,0.054,0.2001,0.5022,0.3548,45.3,GPU,4,0.2144,0.0,0.1293,0.5341,0.1293,66.9
natural,A_baseline_N8,8,L1_heavy,Oracle_k1_p1,"[""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1512,0.0541,0.1601,0.07,27.9,GPU,2,0.0743,0.0097,0.0758,0.3387,0.07,91.4,NPU,22,0.1912,0.0009,0.1733,0.6142,0.1996,0.2,GPU,13,0.1128,0.0077,0.0722,0.3123,0.1406,47.0,GPU,16,0.1762,0.0058,0.5005,0.2823,0.1312,92.2,GPU,3,0.062,0.0015,0.126,0.1228,0.1346,92.0,GPU,21,0.0541,0.0064,0.0078,0.1496,0.1173,89.2,GPU,14,0.3249,0.0538,0.2005,0.5093,0.3608,45.3,GPU,4,0.2143,0.0,0.1304,0.5351,0.1264,69.1
natural,A_baseline_N8,8,L1_heavy,Oracle_k1_p6,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1526,0.0491,0.1487,0.0589,25.9,GPU,2,0.0699,0.0083,0.0669,0.3297,0.0589,98.0,GPU,22,0.1682,0.0006,0.1817,0.5087,0.0877,96.1,GPU,13,0.1131,0.008,0.0793,0.307,0.1395,32.7,GPU,16,0.1342,0.0059,0.4563,0.1851,0.0998,95.3,GPU,3,0.0609,0.0015,0.1441,0.0766,0.1261,92.4,GPU,21,0.0491,0.0057,0.0069,0.1322,0.1088,97.9,NPU,14,0.4114,0.0136,0.199,0.6555,0.4512,0.0,GPU,4,0.2142,0.0,0.1305,0.5347,0.1172,53.4
natural,A_baseline_N8,8,L1_heavy,Oracle_k2_p5_7,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU""]",0.1434,0.0604,0.1612,0.0605,26.8,GPU,2,0.0694,0.0093,0.0717,0.3149,0.0605,96.2,GPU,22,0.1716,0.001,0.1831,0.5084,0.0924,93.5,GPU,13,0.1031,0.0078,0.0795,0.2976,0.1284,36.4,GPU,16,0.1424,0.0066,0.4599,0.2309,0.1048,92.0,GPU,3,0.0604,0.0022,0.1299,0.0761,0.1211,92.5,NPU,21,0.083,0.0014,0.0244,0.2124,0.2268,1.8,GPU,14,0.3125,0.0542,0.1995,0.4979,0.3497,35.3,NPU,4,0.2052,0.0,0.0816,0.5458,0.2059,1.7
natural,A_baseline_N8,8,L1_heavy,Oracle_k2_p1_3,"[""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1708,0.0503,0.1887,0.0643,27.8,GPU,2,0.0687,0.01,0.0749,0.3103,0.0643,90.1,NPU,22,0.19,0.001,0.1736,0.6112,0.1996,2.2,GPU,13,0.1029,0.008,0.0701,0.2904,0.1334,45.9,NPU,16,0.3591,0.0051,0.5177,0.6793,0.3906,1.6,GPU,3,0.0625,0.0019,0.1279,0.0809,0.1339,86.8,GPU,21,0.0503,0.0063,0.0079,0.1401,0.1016,94.0,GPU,14,0.3189,0.0557,0.2,0.503,0.36,46.6,GPU,4,0.2142,0.0,0.1329,0.5344,0.1263,66.9
natural,A_baseline_N8,8,L1_heavy,Oracle_k2_p0_1,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1474,0.0516,0.1592,0.1016,27.9,NPU,2,0.1081,0.0112,0.1394,0.5637,0.1329,2.5,NPU,22,0.1903,0.001,0.1734,0.6111,0.1996,3.6,GPU,13,0.0912,0.0082,0.0737,0.2855,0.1211,46.5,GPU,16,0.1508,0.0058,0.4174,0.262,0.1114,89.8,GPU,3,0.057,0.0015,0.0994,0.081,0.1236,87.1,GPU,21,0.0516,0.0067,0.0075,0.141,0.1016,95.2,GPU,14,0.3186,0.0565,0.1989,0.4986,0.3584,44.8,GPU,4,0.2116,0.0,0.1328,0.5322,0.1246,67.8
natural,A_baseline_N8,8,L1_heavy,Oracle_k3_p4_5_6,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.1692,0.0747,0.1917,0.0692,25.7,GPU,2,0.0747,0.01,0.0753,0.3449,0.0692,98.3,GPU,22,0.1796,0.001,0.1867,0.5404,0.1092,94.4,GPU,13,0.1122,0.0081,0.0812,0.3107,0.1371,34.7,GPU,16,0.1574,0.0075,0.5122,0.2401,0.1248,95.8,NPU,3,0.1212,0.0005,0.1816,0.3385,0.2899,0.7,NPU,21,0.0834,0.0014,0.0244,0.2127,0.2268,0.5,NPU,14,0.4112,0.0136,0.199,0.6551,0.4512,0.3,GPU,4,0.2137,0.0,0.1307,0.5345,0.1255,55.4
natural,A_baseline_N8,8,L1_heavy,Oracle_k3_p1_3_7,"[""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1761,0.0547,0.2086,0.0725,27.0,GPU,2,0.0748,0.0113,0.0779,0.3393,0.0725,89.4,NPU,22,0.1911,0.001,0.1734,0.6136,0.1996,0.2,GPU,13,0.123,0.0082,0.0824,0.3203,0.1459,41.7,NPU,16,0.3591,0.0051,0.4956,0.6831,0.3906,0.0,GPU,3,0.0685,0.002,0.1454,0.1087,0.1578,90.5,GPU,21,0.0547,0.0066,0.009,0.1514,0.1213,89.2,GPU,14,0.3326,0.0556,0.2053,0.5158,0.3751,41.2,NPU,4,0.2047,0.0,0.0816,0.5458,0.2059,0.0
natural,A_baseline_N8,8,L1_heavy,Oracle_k3_p0_4_7,"[""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1611,0.0546,0.1923,0.1187,26.8,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,0.0,GPU,22,0.1805,0.0012,0.1833,0.5395,0.1187,88.8,GPU,13,0.1146,0.0085,0.0832,0.3149,0.1478,39.0,GPU,16,0.1667,0.0063,0.4877,0.2814,0.1339,90.1,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,0.0,GPU,21,0.0546,0.0068,0.0089,0.151,0.1308,91.7,GPU,14,0.3372,0.0553,0.2055,0.5263,0.3789,40.1,NPU,4,0.2047,0.0,0.0816,0.5458,0.2059,0.0
natural,A_baseline_N8,8,L1_heavy,Oracle_k4_p1_2_3_4,"[""GPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1927,0.0557,0.2267,0.0731,25.8,GPU,2,0.0768,0.0102,0.0803,0.3505,0.0731,91.6,NPU,22,0.1914,0.001,0.1733,0.6141,0.1996,0.2,NPU,13,0.1874,0.0038,0.0861,0.4,0.2209,0.3,NPU,16,0.3591,0.0051,0.4956,0.6831,0.3906,0.0,NPU,3,0.1211,0.0005,0.1815,0.3381,0.2899,0.2,GPU,21,0.0557,0.0068,0.0091,0.1536,0.1301,93.6,GPU,14,0.3357,0.0536,0.2048,0.5294,0.3723,35.8,GPU,4,0.2146,0.0,0.1327,0.5353,0.1372,54.8
natural,A_baseline_N8,8,L1_heavy,Oracle_k4_p1_3_4_7,"[""GPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1862,0.0583,0.2315,0.0802,26.8,GPU,2,0.078,0.0117,0.085,0.3522,0.0802,84.4,NPU,22,0.1912,0.001,0.1733,0.614,0.1996,0.0,GPU,13,0.1234,0.0081,0.0836,0.327,0.15,40.7,NPU,16,0.3591,0.0051,0.4956,0.6831,0.3906,0.0,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,0.0,GPU,21,0.0583,0.0075,0.0099,0.1597,0.138,87.1,GPU,14,0.3535,0.0576,0.2062,0.545,0.3976,38.8,NPU,4,0.2045,0.0,0.0815,0.5441,0.2059,0.3
natural,A_baseline_N8,8,L1_heavy,Oracle_k4_p1_5_6_7,"[""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU""]",0.1624,0.0665,0.196,0.0712,24.8,GPU,2,0.0751,0.01,0.0783,0.3412,0.0712,96.3,NPU,22,0.1912,0.001,0.1733,0.614,0.1996,0.0,GPU,13,0.1146,0.0081,0.0848,0.3142,0.1415,30.3,GPU,16,0.1528,0.0072,0.4797,0.2387,0.1186,96.7,GPU,3,0.0665,0.0014,0.1505,0.0929,0.1531,97.3,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,0.2,NPU,14,0.4105,0.0136,0.1989,0.6546,0.4512,0.7,NPU,4,0.2048,0.0,0.0815,0.546,0.2059,0.9
natural,B_medium_mixed_N4,4,L1_light,Naive_allGPU,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.174,0.0916,0.2194,0.1229,23.8,GPU,17,0.2147,0.0192,0.2151,0.5532,0.2632,45.0,GPU,8,0.0916,0.0077,0.1371,0.392,0.1229,21.2,GPU,10,0.1204,0.0186,0.0978,0.2483,0.1994,42.3,GPU,11,0.2694,0.0049,0.1395,0.4978,0.2923,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,SizeAware,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1756,0.0906,0.2199,0.1223,23.8,GPU,17,0.2179,0.0198,0.2187,0.5448,0.2644,42.7,GPU,8,0.0906,0.0075,0.1358,0.3909,0.1223,23.7,GPU,10,0.1213,0.0183,0.1022,0.2517,0.2011,42.5,GPU,11,0.2725,0.0049,0.1454,0.5154,0.2919,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,SizeBlindRev,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.174,0.0908,0.2185,0.1224,23.8,GPU,17,0.2157,0.0193,0.2135,0.5506,0.2609,41.4,GPU,8,0.0908,0.0081,0.1367,0.3872,0.1224,23.3,GPU,10,0.1184,0.0181,0.0939,0.2485,0.1998,40.9,GPU,11,0.2712,0.0052,0.1428,0.5104,0.2908,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,AllNPU,"[""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1764,0.0708,0.2039,0.0883,20.9,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,0.0,NPU,8,0.0708,0.007,0.0812,0.3923,0.0883,2.0,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,0.0,NPU,11,0.2811,0.0048,0.1643,0.6087,0.2921,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,Oracle_k0_pnone,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1761,0.0929,0.2197,0.1253,23.8,GPU,17,0.2162,0.0193,0.2192,0.5433,0.2594,45.6,GPU,8,0.0929,0.0078,0.1416,0.3941,0.1253,22.0,GPU,10,0.1236,0.0174,0.0998,0.2604,0.2013,44.1,GPU,11,0.2717,0.0052,0.1446,0.5066,0.2926,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,Oracle_k1_p2,"[""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1865,0.0972,0.2238,0.1243,22.5,GPU,17,0.2329,0.0204,0.2414,0.5843,0.272,28.0,GPU,8,0.0972,0.0079,0.1474,0.4116,0.1243,15.2,NPU,10,0.1461,0.0178,0.1443,0.3237,0.2022,0.5,GPU,11,0.2697,0.0041,0.1404,0.5005,0.2967,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,Oracle_k1_p0,"[""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1764,0.0966,0.2151,0.126,22.6,NPU,17,0.2072,0.01,0.1877,0.6034,0.233,0.9,GPU,8,0.0966,0.0079,0.1451,0.413,0.126,15.6,GPU,10,0.1314,0.017,0.1074,0.2801,0.2067,28.7,GPU,11,0.2702,0.0042,0.1393,0.5024,0.2948,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,Oracle_k1_p3,"[""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.174,0.0902,0.2173,0.1215,23.8,GPU,17,0.211,0.0192,0.212,0.5405,0.2619,51.0,GPU,8,0.0902,0.0072,0.1342,0.3889,0.1215,24.9,GPU,10,0.1143,0.0161,0.0905,0.2396,0.1932,54.5,NPU,11,0.2806,0.0055,0.1639,0.5997,0.2927,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,Oracle_k2_p0_3,"[""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1749,0.0931,0.211,0.1201,23.4,NPU,17,0.206,0.0105,0.1857,0.6005,0.233,3.1,GPU,8,0.0931,0.0079,0.1423,0.3951,0.1201,21.4,GPU,10,0.1205,0.0161,0.0909,0.2606,0.1981,43.2,NPU,11,0.28,0.0047,0.1615,0.5997,0.2927,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,Oracle_k2_p2_3,"[""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1872,0.096,0.2219,0.1228,23.4,GPU,17,0.2294,0.0206,0.2381,0.565,0.2698,31.9,GPU,8,0.096,0.008,0.1466,0.4053,0.1228,17.4,NPU,10,0.1442,0.0179,0.1424,0.3205,0.2022,3.0,NPU,11,0.2791,0.0054,0.1607,0.5969,0.2927,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,Oracle_k2_p0_1,"[""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1683,0.0717,0.2054,0.0883,23.5,NPU,17,0.2067,0.0103,0.1867,0.6005,0.233,2.7,NPU,8,0.0717,0.0073,0.0824,0.3929,0.0883,2.1,GPU,10,0.1258,0.0169,0.0951,0.2754,0.2051,32.3,GPU,11,0.2691,0.004,0.1374,0.496,0.2953,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,Oracle_k3_p1_2_3,"[""GPU"", ""NPU"", ""NPU"", ""NPU""]",0.1847,0.0719,0.215,0.0883,16.4,GPU,17,0.24,0.0205,0.2398,0.6145,0.277,15.3,NPU,8,0.0719,0.0081,0.0828,0.3934,0.0883,1.7,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,0.0,NPU,11,0.2809,0.0048,0.164,0.607,0.2927,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,Oracle_k3_p0_2_3,"[""NPU"", ""GPU"", ""NPU"", ""NPU""]",0.1837,0.1011,0.2137,0.1269,21.4,NPU,17,0.2076,0.0104,0.1874,0.6033,0.233,0.4,GPU,8,0.1011,0.0088,0.153,0.4267,0.1269,4.0,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,0.0,NPU,11,0.2802,0.0048,0.1642,0.6063,0.2927,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,Oracle_k3_p0_1_2,"[""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.1776,0.0711,0.2063,0.0883,21.4,NPU,17,0.2075,0.0104,0.1875,0.6037,0.233,0.2,NPU,8,0.0711,0.0071,0.082,0.3938,0.0883,1.9,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,0.0,GPU,11,0.2859,0.0059,0.1799,0.5934,0.3017,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,Oracle_k4_p0_1_2_3,"[""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1764,0.071,0.2041,0.0884,16.1,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,0.0,NPU,8,0.071,0.0071,0.0813,0.3842,0.0884,2.3,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,0.0,NPU,11,0.2808,0.0048,0.1641,0.6061,0.2927,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_heavy,Naive_allGPU,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1615,0.0781,0.1953,0.1118,27.7,GPU,17,0.1998,0.0193,0.2003,0.5035,0.2291,65.1,GPU,8,0.0781,0.0073,0.1126,0.3271,0.1118,45.9,GPU,10,0.1044,0.0156,0.0795,0.215,0.1768,64.3,GPU,11,0.2638,0.0035,0.1288,0.48,0.2634,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_heavy,SizeAware,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1637,0.0835,0.1988,0.1151,26.8,GPU,17,0.1987,0.0179,0.2008,0.501,0.2303,63.6,GPU,8,0.0835,0.0076,0.1251,0.3454,0.1151,39.6,GPU,10,0.1082,0.0156,0.0833,0.2297,0.1777,64.3,GPU,11,0.2644,0.0037,0.1299,0.4846,0.2721,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_heavy,SizeBlindRev,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1631,0.0833,0.197,0.1165,26.7,GPU,17,0.2006,0.0186,0.2004,0.506,0.228,63.2,GPU,8,0.0833,0.0073,0.1239,0.3394,0.1165,39.4,GPU,10,0.1045,0.0154,0.0758,0.2236,0.1729,64.3,GPU,11,0.264,0.0034,0.1293,0.4751,0.2704,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_heavy,AllNPU,"[""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1767,0.0718,0.204,0.0883,17.1,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,0.0,NPU,8,0.0718,0.0072,0.0827,0.3929,0.0883,0.9,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,0.0,NPU,11,0.281,0.0048,0.1643,0.6074,0.2927,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_heavy,Oracle_k0_pnone,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1634,0.082,0.1983,0.1138,26.8,GPU,17,0.2001,0.0184,0.2028,0.5066,0.2274,66.2,GPU,8,0.082,0.0066,0.1214,0.3434,0.1138,42.5,GPU,10,0.1048,0.0157,0.0787,0.2192,0.174,66.3,GPU,11,0.2668,0.004,0.1358,0.4924,0.2778,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
