table,tag,n_streams,bg_level,placement_name,placement_spec,mean_sap,worst_sap,mean_map,worst_map,wall_sec,s0_dev,s0_sid,s0_sap,s0_sap_s,s0_sap_m,s0_sap_l,s0_map,s0_skip,s1_dev,s1_sid,s1_sap,s1_sap_s,s1_sap_m,s1_sap_l,s1_map,s1_skip,s2_dev,s2_sid,s2_sap,s2_sap_s,s2_sap_m,s2_sap_l,s2_map,s2_skip,s3_dev,s3_sid,s3_sap,s3_sap_s,s3_sap_m,s3_sap_l,s3_map,s3_skip,s4_dev,s4_sid,s4_sap,s4_sap_s,s4_sap_m,s4_sap_l,s4_map,s4_skip,s5_dev,s5_sid,s5_sap,s5_sap_s,s5_sap_m,s5_sap_l,s5_map,s5_skip,s6_dev,s6_sid,s6_sap,s6_sap_s,s6_sap_m,s6_sap_l,s6_map,s6_skip,s7_dev,s7_sid,s7_sap,s7_sap_s,s7_sap_m,s7_sap_l,s7_map,s7_skip
natural,C_diverse_N8,8,L1_heavy,SizeAware_NPU6,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1321,0.0583,0.1618,0.0722,16.5,NPU,15,0.1085,0.0092,0.1121,0.3863,0.1654,0.0,NPU,19,0.1053,0.0082,0.088,0.3725,0.1478,0.5,NPU,23,0.1433,0.0265,0.1462,0.4755,0.2307,0.7,NPU,0,0.0583,0.0115,0.1034,0.4345,0.0722,0.3,NPU,1,0.0634,0.0014,0.0651,0.2252,0.0889,0.0,NPU,20,0.1046,0.0077,0.0698,0.3161,0.1515,0.5,GPU,5,0.3408,0.013,0.1789,0.4557,0.2507,96.4,GPU,7,0.1323,0.0,0.114,0.2216,0.1871,88.6
natural,C_diverse_N8,8,L1_heavy,SizeBlindRev_NPU4,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1175,0.0416,0.1603,0.0649,29.1,GPU,15,0.0586,0.0076,0.0517,0.1793,0.1333,58.3,GPU,19,0.0523,0.0062,0.0381,0.1405,0.0822,87.8,GPU,23,0.0548,0.012,0.0617,0.1945,0.1262,83.6,GPU,0,0.0416,0.009,0.0887,0.2868,0.0649,57.3,GPU,1,0.0435,0.0026,0.0591,0.1025,0.0875,57.0,GPU,20,0.0497,0.0079,0.0452,0.1163,0.0791,86.4,NPU,5,0.4386,0.0095,0.1725,0.6221,0.4626,2.2,NPU,7,0.2007,0.0,0.1472,0.4058,0.2467,1.6
natural,C_diverse_N8,8,L1_heavy,AllNPU,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.152,0.0582,0.1957,0.0722,17.1,NPU,15,0.1078,0.0092,0.1109,0.3837,0.1654,0.8,NPU,19,0.104,0.0082,0.0855,0.3735,0.1478,3.0,NPU,23,0.1414,0.0263,0.1447,0.4701,0.2307,2.2,NPU,0,0.0582,0.0116,0.1031,0.433,0.0722,0.9,NPU,1,0.0634,0.0014,0.0651,0.2252,0.0889,0.3,NPU,20,0.1041,0.0076,0.0693,0.312,0.1515,3.4,NPU,5,0.4386,0.0097,0.1716,0.6236,0.4626,2.2,NPU,7,0.1985,0.0,0.1476,0.3989,0.2467,1.1
natural,C_diverse_N8,8,L1_heavy,Oracle_k0_pnone,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.0929,0.0434,0.1184,0.0654,29.1,GPU,15,0.0581,0.0091,0.0556,0.1618,0.1312,58.5,GPU,19,0.061,0.0084,0.0503,0.17,0.0924,92.8,GPU,23,0.0566,0.0127,0.0631,0.1852,0.1253,95.4,GPU,0,0.0434,0.0106,0.101,0.2897,0.0654,60.1,GPU,1,0.0437,0.0023,0.0585,0.1133,0.0895,61.1,GPU,20,0.0581,0.0084,0.0489,0.1425,0.0839,93.7,GPU,5,0.3172,0.0107,0.1611,0.4233,0.2184,95.1,GPU,7,0.1052,0.0,0.0856,0.179,0.1408,92.5
natural,C_diverse_N8,8,L1_heavy,Oracle_k1_p4,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.0868,0.0437,0.103,0.064,27.4,GPU,15,0.0586,0.0085,0.0515,0.1686,0.1298,40.4,GPU,19,0.0492,0.0076,0.0374,0.1297,0.073,97.4,GPU,23,0.0477,0.0098,0.0537,0.1567,0.1051,96.1,GPU,0,0.0437,0.0135,0.1001,0.2858,0.064,38.2,NPU,1,0.0634,0.0014,0.0651,0.2252,0.0889,0.0,GPU,20,0.0491,0.0075,0.0414,0.1159,0.0664,98.1,GPU,5,0.2883,0.009,0.1475,0.3738,0.1728,99.3,GPU,7,0.0939,0.0,0.0747,0.1658,0.1239,97.4
natural,C_diverse_N8,8,L1_heavy,Oracle_k1_p3,"[""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.087,0.0464,0.1029,0.0623,26.8,GPU,15,0.0565,0.0072,0.0499,0.1638,0.129,40.3,GPU,19,0.0494,0.0076,0.0377,0.1424,0.0716,95.3,GPU,23,0.0501,0.0116,0.054,0.1646,0.1068,94.2,NPU,0,0.0584,0.0115,0.103,0.4354,0.0722,0.1,GPU,1,0.0584,0.0021,0.0723,0.149,0.0928,37.4,GPU,20,0.0464,0.0078,0.0421,0.1057,0.0623,96.6,GPU,5,0.2879,0.0096,0.1483,0.3793,0.1716,100.0,GPU,7,0.089,0.0,0.0696,0.1583,0.117,96.7
natural,C_diverse_N8,8,L1_heavy,Oracle_k1_p6,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1058,0.0414,0.1463,0.0657,29.2,GPU,15,0.0575,0.0077,0.0491,0.1714,0.1288,58.4,GPU,19,0.059,0.0074,0.0415,0.1667,0.0888,88.8,GPU,23,0.0562,0.0147,0.0619,0.188,0.1291,91.7,GPU,0,0.0414,0.0082,0.0906,0.2904,0.0657,60.9,GPU,1,0.0426,0.0027,0.0588,0.1025,0.0864,60.2,GPU,20,0.0486,0.0085,0.0455,0.1093,0.0721,91.5,NPU,5,0.4381,0.0098,0.1729,0.6223,0.4626,0.2,GPU,7,0.1032,0.0,0.0858,0.1638,0.1368,91.3
natural,C_diverse_N8,8,L1_heavy,Oracle_k2_p1_3,"[""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.0899,0.0446,0.1096,0.0632,27.3,GPU,15,0.0578,0.0068,0.0492,0.1665,0.1259,36.5,NPU,19,0.105,0.008,0.087,0.3765,0.1478,2.3,GPU,23,0.0465,0.0105,0.0549,0.1565,0.1084,96.7,NPU,0,0.0582,0.0115,0.1035,0.4337,0.0722,0.9,GPU,1,0.0513,0.0027,0.0661,0.1261,0.0906,38.9,GPU,20,0.0446,0.0081,0.0408,0.1023,0.0632,97.3,GPU,5,0.2654,0.01,0.1434,0.3497,0.1565,96.9,GPU,7,0.09,0.0,0.0709,0.1529,0.1121,97.9
natural,C_diverse_N8,8,L1_heavy,Oracle_k2_p0_3,"[""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.0861,0.0385,0.0972,0.0554,25.0,NPU,15,0.1072,0.0092,0.1116,0.3835,0.1654,2.2,GPU,19,0.0418,0.0066,0.0296,0.1107,0.0594,100.0,GPU,23,0.0395,0.0068,0.0465,0.1213,0.0881,97.5,NPU,0,0.058,0.0114,0.1032,0.4325,0.0722,1.6,GPU,1,0.06,0.0026,0.0767,0.1509,0.0905,23.7,GPU,20,0.0385,0.0079,0.0379,0.0857,0.0554,98.3,GPU,5,0.2667,0.0067,0.1373,0.3461,0.1492,100.0,GPU,7,0.0775,0.0,0.06,0.1281,0.0973,100.0
natural,C_diverse_N8,8,L1_heavy,Oracle_k2_p1_4,"[""GPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.0907,0.0428,0.1094,0.0602,26.7,GPU,15,0.0598,0.0077,0.0528,0.1702,0.1298,36.1,NPU,19,0.1053,0.0082,0.0878,0.377,0.1478,1.1,GPU,23,0.0457,0.0088,0.0537,0.1509,0.1037,98.0,GPU,0,0.0432,0.0138,0.0933,0.2894,0.0642,34.7,NPU,1,0.063,0.0014,0.0643,0.225,0.0889,0.8,GPU,20,0.0428,0.0071,0.0414,0.0953,0.0602,98.6,GPU,5,0.2755,0.0102,0.147,0.3642,0.1652,96.4,GPU,7,0.0903,0.0,0.0708,0.1627,0.1152,95.9
natural,C_diverse_N8,8,L1_heavy,Oracle_k3_p1_2_3,"[""GPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1136,0.0558,0.1382,0.0722,27.0,GPU,15,0.0637,0.0092,0.0569,0.1898,0.1359,39.7,NPU,19,0.1055,0.0082,0.0882,0.3777,0.1478,0.0,NPU,23,0.1438,0.0266,0.1469,0.4755,0.2307,0.2,NPU,0,0.0583,0.0115,0.1034,0.4345,0.0722,0.1,GPU,1,0.0581,0.0029,0.0742,0.1439,0.0929,40.0,GPU,20,0.0558,0.0081,0.0481,0.1277,0.0792,92.3,GPU,5,0.3148,0.0106,0.1587,0.419,0.2019,95.7,GPU,7,0.1086,0.0005,0.0889,0.1902,0.1451,94.8
natural,C_diverse_N8,8,L1_heavy,Oracle_k3_p0_1_3,"[""NPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1034,0.0494,0.1208,0.068,24.9,NPU,15,0.1075,0.0092,0.1117,0.3852,0.1654,1.5,NPU,19,0.1055,0.0082,0.0882,0.3777,0.1478,0.0,GPU,23,0.0494,0.0138,0.0565,0.1555,0.1121,98.2,NPU,0,0.0583,0.0115,0.1037,0.4337,0.0722,0.7,GPU,1,0.0618,0.0028,0.0762,0.1576,0.0927,27.6,GPU,20,0.0505,0.0078,0.043,0.1165,0.068,99.4,GPU,5,0.3065,0.011,0.1508,0.4039,0.1906,98.6,GPU,7,0.0879,0.0,0.0685,0.1515,0.1178,98.1
natural,C_diverse_N8,8,L1_heavy,Oracle_k3_p0_1_6,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1205,0.0457,0.1579,0.0659,27.2,NPU,15,0.1084,0.0092,0.1121,0.3861,0.1654,0.1,NPU,19,0.1055,0.0082,0.0882,0.3772,0.1478,0.7,GPU,23,0.0526,0.0108,0.0615,0.1771,0.1226,95.1,GPU,0,0.0457,0.0132,0.1009,0.3017,0.0659,42.6,GPU,1,0.06,0.0024,0.0743,0.1536,0.0935,38.8,GPU,20,0.053,0.0078,0.045,0.1226,0.0745,98.4,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,0.0,GPU,7,0.1009,0.0,0.0816,0.1707,0.131,97.8
natural,C_diverse_N8,8,L1_heavy,Oracle_k4_p2_4_5_6,"[""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.1294,0.0472,0.173,0.0679,26.9,GPU,15,0.0663,0.0095,0.0584,0.2046,0.1409,40.2,GPU,19,0.0588,0.0082,0.0456,0.1576,0.0928,96.1,NPU,23,0.1437,0.0267,0.147,0.4745,0.2307,0.2,GPU,0,0.0472,0.0143,0.1014,0.3133,0.0679,40.2,NPU,1,0.0631,0.0014,0.0646,0.2251,0.0889,0.3,NPU,20,0.1043,0.0073,0.0699,0.3135,0.1515,1.8,NPU,5,0.4381,0.0098,0.1729,0.6224,0.4626,0.2,GPU,7,0.1134,0.0,0.0918,0.1951,0.1484,93.9
natural,C_diverse_N8,8,L1_heavy,Oracle_k4_p0_1_2_4,"[""NPU"", ""NPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1175,0.0461,0.1388,0.0659,25.3,NPU,15,0.108,0.0092,0.1115,0.3848,0.1654,1.0,NPU,19,0.1055,0.0082,0.0882,0.3777,0.1478,0.0,NPU,23,0.1438,0.0267,0.147,0.4757,0.2307,0.0,GPU,0,0.0461,0.0146,0.0984,0.3062,0.0659,31.8,NPU,1,0.0618,0.0014,0.0638,0.22,0.0889,1.5,GPU,20,0.0541,0.009,0.0463,0.1235,0.0762,98.9,GPU,5,0.3166,0.0122,0.1588,0.4153,0.1998,97.5,GPU,7,0.104,0.0,0.0859,0.171,0.1361,97.8
natural,C_diverse_N8,8,L1_heavy,Oracle_k4_p0_1_6_7,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1339,0.0457,0.1757,0.0676,27.1,NPU,15,0.1084,0.0092,0.1121,0.3858,0.1654,0.2,NPU,19,0.1054,0.0082,0.0882,0.3772,0.1478,0.7,GPU,23,0.0587,0.0114,0.0668,0.198,0.1386,89.7,GPU,0,0.0457,0.0111,0.0998,0.3132,0.0676,40.2,GPU,1,0.058,0.0025,0.0725,0.1464,0.0945,39.9,GPU,20,0.0553,0.0092,0.0485,0.1293,0.0819,93.2,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,0.0,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,0.0
