part,composition,n_streams,bg_level,placement_name,placement_spec,mean_sap,worst_sap,sap_var,mean_map,worst_map,mean_latency,frame_skip_total,n_active_streams,wall_sec,s0_dev,s0_sid,s0_sap,s0_sap_s,s0_sap_m,s0_sap_l,s0_map,s0_lat,s0_skip,s1_dev,s1_sid,s1_sap,s1_sap_s,s1_sap_m,s1_sap_l,s1_map,s1_lat,s1_skip,s2_dev,s2_sid,s2_sap,s2_sap_s,s2_sap_m,s2_sap_l,s2_map,s2_lat,s2_skip,s3_dev,s3_sid,s3_sap,s3_sap_s,s3_sap_m,s3_sap_l,s3_map,s3_lat,s3_skip,s4_dev,s4_sid,s4_sap,s4_sap_s,s4_sap_m,s4_sap_l,s4_map,s4_lat,s4_skip,s5_dev,s5_sid,s5_sap,s5_sap_s,s5_sap_m,s5_sap_l,s5_map,s5_lat,s5_skip,s6_dev,s6_sid,s6_sap,s6_sap_s,s6_sap_m,s6_sap_l,s6_map,s6_lat,s6_skip,s7_dev,s7_sid,s7_sap,s7_sap_s,s7_sap_m,s7_sap_l,s7_map,s7_lat,s7_skip
I,B_medium_mixed,8,L1_heavy,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1551,0.0699,0.008541,0.1818,0.0883,38.96,370.1,3,29.0,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,19.06,0.0,NPU,8,0.0721,0.0073,0.0826,0.3962,0.0883,18.02,0.0,GPU,10,0.0802,0.0094,0.0494,0.1721,0.1132,64.39,96.1,GPU,11,0.2504,0.0024,0.1029,0.4361,0.2135,42.67,60.7,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,19.01,0.0,GPU,13,0.1148,0.0079,0.072,0.3047,0.1415,42.77,58.9,GPU,3,0.0699,0.0016,0.1437,0.1127,0.1608,63.21,93.0,GPU,14,0.3367,0.0539,0.1991,0.5278,0.3713,42.51,61.4
I,B_medium_mixed,8,L1_heavy,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1515,0.0637,0.009722,0.1793,0.0706,44.0,382.0,5,27.2,NPU,17,0.2076,0.0103,0.1877,0.6045,0.233,19.84,0.4,NPU,8,0.0721,0.0072,0.0826,0.3962,0.0883,18.8,0.1,GPU,10,0.0741,0.0106,0.0427,0.16,0.1006,72.63,100.0,NPU,11,0.2803,0.0048,0.1635,0.6043,0.2927,18.63,0.2,GPU,2,0.0756,0.0099,0.075,0.3524,0.0706,69.92,94.2,GPU,13,0.1115,0.0082,0.0795,0.306,0.1403,40.81,44.4,GPU,3,0.0637,0.0019,0.1417,0.0891,0.1512,71.15,97.9,GPU,14,0.3267,0.0558,0.2012,0.5121,0.358,40.18,44.7
I,B_medium_mixed,8,L1_heavy,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU""]",0.1688,0.0717,0.011958,0.1959,0.0685,43.52,381.1,5,27.0,GPU,17,0.1603,0.0148,0.1624,0.4086,0.1352,69.8,99.0,GPU,8,0.0717,0.0063,0.1077,0.2952,0.0956,40.04,43.0,GPU,10,0.073,0.009,0.0447,0.1563,0.1004,72.08,98.4,GPU,11,0.2506,0.0023,0.1033,0.4382,0.2053,40.22,41.8,GPU,2,0.0746,0.0096,0.0744,0.3455,0.0685,72.26,98.9,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,17.65,0.0,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,18.7,0.0,NPU,14,0.4114,0.0136,0.199,0.6555,0.4512,17.43,0.0
I,B_medium_mixed,8,L1_heavy,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1693,0.0696,0.013222,0.2033,0.0979,36.28,284.4,6,27.1,NPU,17,0.2075,0.0104,0.1872,0.604,0.233,20.56,0.4,GPU,8,0.0724,0.0066,0.1124,0.291,0.0979,39.29,44.1,GPU,10,0.0769,0.0093,0.0446,0.1685,0.1088,67.44,98.0,NPU,11,0.2809,0.0048,0.1643,0.6073,0.2927,19.18,0.1,NPU,2,0.109,0.0113,0.1422,0.5658,0.1329,20.25,0.5,GPU,13,0.1267,0.0081,0.0816,0.3209,0.1538,39.53,43.6,GPU,3,0.0696,0.0018,0.145,0.0944,0.1564,65.87,97.6,NPU,14,0.4113,0.0136,0.199,0.6554,0.4512,18.12,0.1
I,B_medium_mixed,8,L1_heavy,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU""]",0.1726,0.0699,0.013716,0.2032,0.0704,41.06,330.3,5,25.3,NPU,17,0.2077,0.0104,0.1877,0.6044,0.233,20.31,0.2,GPU,8,0.0744,0.0059,0.1141,0.3164,0.0949,38.56,35.2,GPU,10,0.0732,0.0085,0.042,0.1618,0.1039,71.1,98.9,NPU,11,0.2811,0.0048,0.1643,0.6075,0.2927,19.45,0.1,GPU,2,0.0756,0.0098,0.0745,0.3472,0.0704,71.9,97.3,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,19.07,0.0,GPU,3,0.0699,0.0013,0.1459,0.1171,0.1587,69.71,98.5,NPU,14,0.4114,0.0136,0.199,0.6555,0.4512,18.42,0.0
I,B_medium_mixed,8,L1_heavy,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU""]",0.1787,0.0693,0.010847,0.2116,0.0733,35.81,279.1,6,27.0,GPU,17,0.1654,0.0157,0.1707,0.4135,0.145,64.92,94.3,GPU,8,0.0693,0.0059,0.1031,0.2951,0.0958,40.23,46.0,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,19.98,0.0,GPU,11,0.2529,0.0024,0.1055,0.438,0.2148,39.01,42.0,GPU,2,0.0759,0.0101,0.0786,0.3476,0.0733,66.06,96.6,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,18.3,0.0,NPU,3,0.1214,0.0005,0.1816,0.3389,0.2899,19.83,0.2,NPU,14,0.4114,0.0136,0.199,0.6555,0.4512,18.15,0.0
I,B_medium_mixed,8,L1_heavy,Oracle,"[""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1666,0.0721,0.007663,0.2052,0.0796,32.66,259.5,4,29.0,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,19.97,0.0,NPU,8,0.0721,0.0073,0.0826,0.3962,0.0883,18.63,0.0,NPU,10,0.1459,0.0177,0.144,0.3232,0.2022,19.56,0.2,GPU,11,0.252,0.0021,0.1046,0.4422,0.2172,41.72,57.2,GPU,2,0.0779,0.0114,0.0827,0.3648,0.0796,58.12,88.5,GPU,13,0.1165,0.0072,0.0735,0.2978,0.1506,41.72,58.1,NPU,3,0.1198,0.0005,0.1789,0.3384,0.2899,20.0,0.7,GPU,14,0.3409,0.0544,0.1988,0.5383,0.3811,41.55,54.7
I,B_medium_mixed,8,L1_heavy,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1671,0.07,0.009314,0.2029,0.0954,35.86,280.6,6,27.2,NPU,17,0.2073,0.0103,0.1877,0.6039,0.233,20.39,0.4,GPU,8,0.07,0.0068,0.1045,0.2944,0.0954,40.14,46.4,GPU,10,0.0746,0.0098,0.0413,0.1641,0.108,65.71,96.5,NPU,11,0.2807,0.0055,0.1642,0.602,0.2927,18.81,0.2,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,20.13,0.0,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,17.72,0.0,GPU,3,0.0705,0.0024,0.1512,0.1079,0.1666,65.42,94.7,GPU,14,0.3371,0.0568,0.2046,0.5335,0.3734,38.57,42.4
I,B_medium_mixed,8,L1_heavy,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU""]",0.1666,0.0721,0.011377,0.1976,0.0883,35.14,282.0,6,27.3,GPU,17,0.1644,0.0158,0.1704,0.4108,0.1478,62.71,96.7,NPU,8,0.0721,0.0072,0.0826,0.3962,0.0883,18.45,0.2,GPU,10,0.0801,0.0102,0.046,0.1742,0.1134,64.66,96.6,GPU,11,0.2523,0.0024,0.1062,0.4367,0.2142,39.65,45.9,NPU,2,0.1089,0.0113,0.1424,0.5652,0.1329,19.95,0.5,GPU,13,0.1224,0.0075,0.0837,0.3142,0.1432,38.34,41.9,NPU,3,0.1211,0.0005,0.1815,0.3381,0.2899,19.29,0.2,NPU,14,0.4114,0.0136,0.199,0.6555,0.4512,18.06,0.0
I,B_medium_mixed,8,L1_heavy,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU""]",0.1724,0.0694,0.013636,0.2036,0.0719,38.21,298.1,5,18.1,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,20.99,0.0,NPU,8,0.0721,0.0073,0.0826,0.3958,0.0883,19.76,0.6,GPU,10,0.0765,0.0096,0.0459,0.1654,0.106,69.16,99.0,NPU,11,0.2803,0.0048,0.1638,0.6028,0.2927,20.02,0.3,GPU,2,0.0755,0.0099,0.0755,0.3487,0.0719,69.65,98.4,NPU,13,0.1874,0.0038,0.0859,0.3991,0.2209,19.13,0.1,GPU,3,0.0694,0.0018,0.1407,0.1289,0.1645,66.95,99.0,NPU,14,0.4106,0.0137,0.1991,0.6547,0.4512,20.02,0.7
I,B_medium_mixed,8,L1_heavy,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU""]",0.1795,0.0674,0.010552,0.2225,0.0982,28.39,182.0,5,29.0,NPU,17,0.2072,0.0104,0.1877,0.6016,0.233,20.74,0.7,GPU,8,0.0674,0.006,0.1038,0.2572,0.0982,41.21,58.6,NPU,10,0.145,0.0178,0.1432,0.3215,0.2022,20.89,1.6,GPU,11,0.253,0.0027,0.1063,0.4406,0.2218,40.94,57.1,NPU,2,0.1087,0.0113,0.141,0.5637,0.1329,21.22,1.1,GPU,13,0.1244,0.0079,0.0746,0.3077,0.1511,41.16,61.4,NPU,3,0.1208,0.0005,0.1817,0.3253,0.2899,20.72,0.7,NPU,14,0.4097,0.0133,0.1991,0.6536,0.4512,20.27,0.8
I,B_medium_mixed,8,L1_heavy,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1725,0.0697,0.011902,0.2027,0.0883,33.85,236.2,6,25.4,GPU,17,0.1624,0.0156,0.1674,0.4093,0.1417,66.26,99.5,NPU,8,0.0721,0.0073,0.0826,0.3961,0.0883,19.93,0.3,NPU,10,0.146,0.0178,0.1442,0.3231,0.2022,21.22,0.7,NPU,11,0.2802,0.0048,0.1635,0.6036,0.2927,19.89,0.6,NPU,2,0.1088,0.0113,0.1413,0.5644,0.1329,21.47,0.9,GPU,13,0.1306,0.0081,0.086,0.3284,0.1511,37.11,36.5,GPU,3,0.0697,0.0015,0.1501,0.1129,0.1612,66.01,97.1,NPU,14,0.4099,0.0136,0.199,0.6538,0.4512,18.94,0.6
I,B_medium_mixed,8,L1_heavy,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU"", ""NPU""]",0.1741,0.0721,0.012121,0.2041,0.0883,31.98,230.4,6,25.5,NPU,17,0.2074,0.0104,0.1874,0.6034,0.233,20.95,0.4,NPU,8,0.0721,0.0073,0.0826,0.3962,0.0883,19.36,0.1,GPU,10,0.0803,0.0108,0.0487,0.174,0.1182,60.81,95.5,GPU,11,0.2534,0.0023,0.1061,0.442,0.2191,36.14,38.6,NPU,2,0.109,0.0113,0.1423,0.5659,0.1329,20.82,0.2,NPU,13,0.1863,0.0038,0.0859,0.3979,0.2209,18.46,0.5,GPU,3,0.0737,0.0017,0.1577,0.1133,0.1695,60.53,94.7,NPU,14,0.4105,0.0137,0.199,0.6548,0.4512,18.75,0.3
I,B_medium_mixed,8,L1_heavy,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1837,0.0717,0.01,0.2221,0.0883,27.16,141.5,7,25.7,GPU,17,0.174,0.016,0.178,0.4374,0.1669,55.83,93.1,NPU,8,0.0717,0.0072,0.0825,0.3943,0.0883,20.25,0.8,NPU,10,0.1433,0.018,0.1397,0.3168,0.2022,22.06,2.1,GPU,11,0.2538,0.0026,0.1078,0.4446,0.2242,35.9,39.9,NPU,2,0.1085,0.0113,0.141,0.5642,0.1329,22.27,2.7,NPU,13,0.1874,0.0038,0.086,0.3989,0.2209,19.34,0.5,NPU,3,0.1208,0.0005,0.1802,0.3387,0.2899,21.76,1.3,NPU,14,0.41,0.0137,0.199,0.6533,0.4512,19.86,1.0
I,B_medium_mixed,8,L1_heavy,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1876,0.0796,0.010246,0.2322,0.1015,27.24,145.5,7,25.5,GPU,17,0.1742,0.016,0.1816,0.4372,0.1667,56.26,92.6,GPU,8,0.0796,0.0061,0.1228,0.3284,0.1015,35.95,41.0,NPU,10,0.1451,0.0178,0.1428,0.3193,0.2022,21.87,3.0,NPU,11,0.2792,0.0046,0.1612,0.5904,0.2927,20.28,2.1,NPU,2,0.1073,0.0114,0.1377,0.5598,0.1329,22.44,3.4,NPU,13,0.1874,0.0038,0.0857,0.399,0.2209,19.23,0.3,NPU,3,0.1198,0.0005,0.1803,0.338,0.2899,22.07,1.8,NPU,14,0.4087,0.0137,0.199,0.6519,0.4512,19.79,1.3
I,B_medium_mixed,8,L1_heavy,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU""]",0.1821,0.0721,0.011238,0.2227,0.0791,30.81,199.2,6,19.3,GPU,17,0.1677,0.0161,0.1715,0.4227,0.1573,59.44,93.1,NPU,8,0.0721,0.0073,0.0826,0.3958,0.0883,20.27,0.6,NPU,10,0.1432,0.0177,0.1398,0.3131,0.2022,22.26,3.0,NPU,11,0.28,0.0048,0.1629,0.6052,0.2927,21.27,2.1,GPU,2,0.0778,0.011,0.0796,0.3543,0.0791,61.5,96.8,NPU,13,0.186,0.0038,0.086,0.3975,0.2209,19.83,0.5,NPU,3,0.1202,0.0005,0.1802,0.3367,0.2899,22.15,2.2,NPU,14,0.4097,0.0136,0.199,0.653,0.4512,19.78,0.9
I,B_medium_mixed,8,L1_heavy,Oracle,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU""]",0.1842,0.0719,0.010786,0.2326,0.0883,23.48,66.0,8,25.6,NPU,17,0.2061,0.0102,0.186,0.5995,0.233,22.92,3.6,NPU,8,0.0719,0.0072,0.0824,0.394,0.0883,20.33,2.0,NPU,10,0.1424,0.0178,0.1379,0.3154,0.2022,23.18,4.6,NPU,11,0.2787,0.0057,0.1591,0.585,0.2927,21.54,3.8,NPU,2,0.1076,0.0112,0.1384,0.5615,0.1329,23.54,3.6,GPU,13,0.1399,0.0086,0.0867,0.3396,0.1707,33.38,41.7,NPU,3,0.1184,0.0005,0.1783,0.3361,0.2899,22.94,4.9,NPU,14,0.4086,0.0136,0.1986,0.6523,0.4512,20.02,1.8
I,B_medium_mixed,8,L1_heavy,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1833,0.072,0.011618,0.2311,0.0883,25.26,110.5,7,19.0,NPU,17,0.2056,0.0098,0.185,0.5971,0.233,23.18,4.7,NPU,8,0.072,0.0073,0.0825,0.3963,0.0883,20.5,1.6,GPU,10,0.0876,0.0119,0.0547,0.1902,0.1398,51.45,90.2,NPU,11,0.2791,0.0047,0.1608,0.5972,0.2927,20.91,2.6,NPU,2,0.1066,0.0112,0.137,0.5383,0.1329,23.18,4.8,NPU,13,0.1874,0.0038,0.0858,0.3991,0.2209,19.9,0.6,NPU,3,0.1181,0.0005,0.1834,0.3346,0.2899,23.07,3.8,NPU,14,0.4104,0.0136,0.1991,0.6541,0.4512,19.93,2.1
I,B_medium_mixed,8,L1_heavy,Oracle,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU""]",0.1865,0.0719,0.011061,0.2339,0.0883,25.69,115.7,7,19.8,NPU,17,0.2047,0.0106,0.1844,0.5957,0.233,23.26,5.6,NPU,8,0.0719,0.0072,0.0824,0.3942,0.0883,20.6,1.5,NPU,10,0.1419,0.0178,0.1417,0.3103,0.2022,23.39,4.4,NPU,11,0.2781,0.0048,0.1581,0.5969,0.2927,21.85,5.1,GPU,2,0.0822,0.0122,0.0884,0.371,0.0929,52.98,91.2,NPU,13,0.1867,0.0038,0.0852,0.3983,0.2209,20.34,1.5,NPU,3,0.1181,0.0005,0.1779,0.3085,0.2899,22.98,4.5,NPU,14,0.4081,0.0136,0.1984,0.6518,0.4512,20.11,2.0
I,B_medium_mixed,8,L1_heavy,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1859,0.0718,0.010526,0.2327,0.0883,25.63,121.9,7,19.2,GPU,17,0.1812,0.0164,0.189,0.4504,0.1833,51.14,91.2,NPU,8,0.0718,0.0072,0.0822,0.3941,0.0883,20.69,2.4,NPU,10,0.1403,0.0173,0.139,0.3066,0.2022,24.23,8.0,NPU,11,0.2784,0.0046,0.1581,0.5936,0.2927,21.14,4.1,NPU,2,0.1062,0.0113,0.1351,0.5561,0.1329,24.07,6.4,NPU,13,0.1835,0.0038,0.0853,0.3951,0.2209,20.15,1.7,NPU,3,0.1174,0.0004,0.181,0.3041,0.2899,23.55,5.6,NPU,14,0.4083,0.0137,0.1987,0.6515,0.4512,20.05,2.4
I,C_diverse,8,L1_heavy,Naive_allGPU+Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.094,0.0429,0.00799,0.12,0.0645,59.09,643.5,0,29.3,GPU,15,0.0583,0.0085,0.0537,0.1687,0.1327,44.64,59.3,GPU,19,0.0598,0.0084,0.0473,0.1595,0.0893,69.79,91.7,GPU,23,0.0564,0.0123,0.0648,0.1864,0.1312,67.06,92.8,GPU,0,0.0429,0.0117,0.0982,0.2853,0.0645,44.66,62.8,GPU,1,0.0465,0.0024,0.0636,0.1126,0.0913,43.72,57.7,GPU,20,0.0569,0.0085,0.0494,0.1348,0.0815,68.28,91.9,GPU,5,0.3257,0.0117,0.1653,0.4311,0.2254,67.53,91.9,GPU,7,0.1056,0.0,0.0844,0.1753,0.1437,67.08,95.5
I,C_diverse,8,L1_heavy,SizeAware_NPU4,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1236,0.0584,0.007205,0.1475,0.0722,37.33,322.1,5,25.0,NPU,15,0.1085,0.0092,0.1121,0.3863,0.1654,17.59,0.0,NPU,19,0.1055,0.0082,0.0882,0.3777,0.1478,19.34,0.0,NPU,23,0.1438,0.0267,0.147,0.4757,0.2307,19.18,0.0,NPU,0,0.0584,0.0115,0.1034,0.4349,0.0722,18.25,0.0,GPU,1,0.0629,0.0029,0.0782,0.159,0.0952,34.77,34.1,GPU,20,0.0588,0.0085,0.0502,0.1413,0.0859,62.54,96.3,GPU,5,0.3345,0.0111,0.1722,0.4435,0.2273,64.06,96.9,GPU,7,0.1166,0.0,0.0988,0.1931,0.1556,62.9,94.9
I,C_diverse,8,L1_heavy,SizeAware_NPU6+Oracle,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1322,0.0583,0.006911,0.1628,0.0722,28.65,180.2,6,17.3,NPU,15,0.1083,0.0093,0.1117,0.3859,0.1654,19.08,0.2,NPU,19,0.1051,0.0083,0.0875,0.3728,0.1478,21.45,0.7,NPU,23,0.1433,0.027,0.1464,0.4729,0.2307,21.45,1.1,NPU,0,0.0583,0.0115,0.1033,0.4347,0.0722,19.06,0.3,NPU,1,0.0634,0.0014,0.0651,0.2252,0.0889,18.99,0.2,NPU,20,0.1043,0.0076,0.069,0.3082,0.1515,21.83,0.9,GPU,5,0.3393,0.0137,0.1773,0.4539,0.2515,55.54,91.4,GPU,7,0.1359,0.0,0.1138,0.236,0.1947,51.81,85.2
I,C_diverse,8,L1_heavy,AllNPU+Oracle,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1514,0.0583,0.013201,0.1957,0.0722,21.7,22.6,8,19.0,NPU,15,0.108,0.0092,0.1118,0.3826,0.1654,19.34,0.5,NPU,19,0.1044,0.0082,0.0862,0.3745,0.1478,22.76,4.1,NPU,23,0.1397,0.0258,0.1422,0.4668,0.2307,22.42,3.8,NPU,0,0.0583,0.0115,0.1031,0.4351,0.0722,21.0,0.6,NPU,1,0.0634,0.0015,0.0651,0.2252,0.0889,19.01,0.5,NPU,20,0.1025,0.0077,0.0675,0.2944,0.1515,23.24,5.2,NPU,5,0.4346,0.0098,0.1713,0.6173,0.4626,23.55,6.1,NPU,7,0.2,0.0,0.1465,0.4044,0.2467,22.23,1.8
I,C_diverse,8,L1_heavy,SizeBlindRev_NPU4,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.131,0.0472,0.015606,0.1757,0.0685,34.63,268.7,6,26.8,GPU,15,0.0681,0.0107,0.0617,0.2052,0.1455,38.2,43.4,GPU,19,0.0634,0.0087,0.0508,0.1702,0.099,59.63,91.0,GPU,23,0.0618,0.0133,0.0686,0.2062,0.1427,61.62,93.2,GPU,0,0.0472,0.012,0.1021,0.3156,0.0685,37.85,40.8,NPU,1,0.0634,0.0014,0.0651,0.2252,0.0889,17.44,0.0,NPU,20,0.1047,0.0076,0.0698,0.3161,0.1515,19.68,0.0,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,19.61,0.0,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,22.97,0.2
I,C_diverse,8,L1_heavy,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1017,0.0435,0.007685,0.131,0.0656,50.17,534.8,1,28.9,GPU,15,0.061,0.0096,0.0564,0.1845,0.1372,43.51,60.0,NPU,19,0.1055,0.0082,0.0882,0.3777,0.1478,17.07,0.0,GPU,23,0.0599,0.0151,0.068,0.1906,0.1376,65.73,89.3,GPU,0,0.0435,0.0114,0.09,0.2963,0.0656,42.4,55.5,GPU,1,0.0449,0.0027,0.0571,0.1155,0.0902,43.17,60.6,GPU,20,0.0595,0.0082,0.0501,0.1463,0.0894,60.38,88.3,GPU,5,0.3242,0.0122,0.1697,0.4259,0.2211,65.79,93.2,GPU,7,0.1153,0.0,0.0936,0.195,0.1595,63.3,87.8
I,C_diverse,8,L1_heavy,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.0988,0.0459,0.007024,0.1184,0.0671,57.91,561.2,3,27.0,NPU,15,0.1085,0.0092,0.1121,0.3863,0.1654,16.94,0.0,GPU,19,0.0567,0.0081,0.0437,0.1528,0.0857,72.23,96.2,GPU,23,0.0527,0.0105,0.0615,0.1737,0.1202,73.38,96.2,GPU,0,0.0459,0.0136,0.0962,0.3088,0.0671,40.05,40.3,GPU,1,0.0584,0.0025,0.0734,0.1478,0.0938,39.55,39.5,GPU,20,0.054,0.0084,0.0455,0.125,0.0773,70.87,97.3,GPU,5,0.3127,0.0125,0.1586,0.4156,0.2035,75.98,98.8,GPU,7,0.1016,0.0,0.081,0.1724,0.1343,74.24,92.9
I,C_diverse,8,L1_heavy,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1021,0.0429,0.007596,0.1334,0.0666,49.94,538.3,1,29.0,GPU,15,0.0615,0.0102,0.0584,0.1768,0.1361,42.3,56.1,GPU,19,0.0612,0.0089,0.0514,0.1606,0.0956,63.33,91.0,GPU,23,0.062,0.0167,0.0664,0.2013,0.1397,63.45,93.8,GPU,0,0.0429,0.0095,0.0952,0.2935,0.0666,43.04,58.4,GPU,1,0.0461,0.0027,0.0591,0.1194,0.0904,43.76,57.7,NPU,20,0.1047,0.0076,0.0698,0.3161,0.1515,17.28,0.0,GPU,5,0.3235,0.0127,0.1691,0.4298,0.2322,64.12,92.9,GPU,7,0.1147,0.0005,0.0982,0.1854,0.155,62.27,88.4
I,C_diverse,8,L1_heavy,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1064,0.0449,0.007667,0.1352,0.0668,50.72,533.9,1,29.0,GPU,15,0.0631,0.0101,0.0568,0.1837,0.1361,42.35,55.4,GPU,19,0.0604,0.0081,0.0477,0.1691,0.0932,65.63,91.9,NPU,23,0.1438,0.0267,0.147,0.4757,0.2307,17.04,0.0,GPU,0,0.0449,0.012,0.1023,0.2964,0.0668,42.79,57.0,GPU,1,0.0494,0.0022,0.0652,0.1309,0.0926,42.69,54.7,GPU,20,0.0562,0.0082,0.0489,0.131,0.0836,64.46,90.5,GPU,5,0.3217,0.012,0.165,0.4256,0.2216,68.48,94.5,GPU,7,0.112,0.0005,0.0926,0.1919,0.157,62.35,89.8
I,C_diverse,8,L1_heavy,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1072,0.0425,0.009226,0.1357,0.0659,50.55,537.4,1,29.0,GPU,15,0.0609,0.01,0.0576,0.1765,0.1374,42.54,57.4,GPU,19,0.0613,0.0083,0.0471,0.1614,0.0953,63.77,93.8,GPU,23,0.0591,0.013,0.0658,0.2017,0.1374,63.64,89.2,GPU,0,0.0425,0.0086,0.101,0.2897,0.0659,43.37,57.7,GPU,1,0.0492,0.0031,0.0654,0.121,0.0924,41.6,54.8,GPU,20,0.0561,0.0087,0.048,0.1279,0.0813,67.49,93.4,GPU,5,0.3268,0.0137,0.166,0.4312,0.2294,65.09,91.1,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,16.92,0.0
I,C_diverse,8,L1_heavy,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1101,0.0451,0.015765,0.1538,0.0671,50.31,530.0,1,28.9,GPU,15,0.0613,0.0096,0.0594,0.1757,0.1369,42.12,56.5,GPU,19,0.061,0.0088,0.0463,0.1679,0.0962,63.76,90.1,GPU,23,0.0589,0.0153,0.068,0.2001,0.1371,64.99,89.0,GPU,0,0.0451,0.0119,0.0995,0.3005,0.0671,42.89,56.0,GPU,1,0.0472,0.0028,0.0645,0.1131,0.0916,42.48,56.5,GPU,20,0.0559,0.0086,0.0494,0.133,0.0818,66.5,93.1,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,17.66,0.0,GPU,7,0.1133,0.0,0.0971,0.1808,0.1574,62.04,88.7
