table,tag,n_streams,bg_level,infer_mode,placement_name,placement_spec,mean_sap,worst_sap,mean_map,worst_map,wall_sec,s0_dev,s0_sid,s0_sap,s0_sap_s,s0_sap_m,s0_sap_l,s0_map,s0_skip,s1_dev,s1_sid,s1_sap,s1_sap_s,s1_sap_m,s1_sap_l,s1_map,s1_skip,s2_dev,s2_sid,s2_sap,s2_sap_s,s2_sap_m,s2_sap_l,s2_map,s2_skip,s3_dev,s3_sid,s3_sap,s3_sap_s,s3_sap_m,s3_sap_l,s3_map,s3_skip,s4_dev,s4_sid,s4_sap,s4_sap_s,s4_sap_m,s4_sap_l,s4_map,s4_skip,s5_dev,s5_sid,s5_sap,s5_sap_s,s5_sap_m,s5_sap_l,s5_map,s5_skip,s6_dev,s6_sid,s6_sap,s6_sap_s,s6_sap_m,s6_sap_l,s6_map,s6_skip,s7_dev,s7_sid,s7_sap,s7_sap_s,s7_sap_m,s7_sap_l,s7_map,s7_skip
natural,B_medium_mixed_N4,4,L1_light,single,Naive_allGPU,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.177,0.0919,0.2214,0.1236,23.7,GPU,17,0.2207,0.0198,0.2255,0.5559,0.2646,39.4,GPU,8,0.0919,0.008,0.1369,0.3958,0.1236,21.4,GPU,10,0.1245,0.0179,0.1016,0.2639,0.2035,42.8,GPU,11,0.271,0.0049,0.1437,0.5037,0.294,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,single,SizeAware,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1751,0.0929,0.2204,0.1235,23.9,GPU,17,0.2137,0.0193,0.2155,0.5383,0.2625,47.1,GPU,8,0.0929,0.0076,0.1398,0.3962,0.1235,25.2,GPU,10,0.1229,0.0166,0.0958,0.2697,0.2036,43.2,GPU,11,0.2708,0.0041,0.1402,0.5011,0.2919,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,single,SizeBlindRev,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1766,0.0933,0.2214,0.1249,23.7,GPU,17,0.2167,0.0194,0.221,0.5496,0.2649,39.2,GPU,8,0.0933,0.0078,0.1388,0.4011,0.1249,20.1,GPU,10,0.1256,0.0199,0.1093,0.2635,0.2035,37.0,GPU,11,0.2707,0.0044,0.1424,0.4994,0.2921,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,single,AllNPU,"[""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1766,0.0714,0.204,0.0883,16.3,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,0.0,NPU,8,0.0714,0.0073,0.0817,0.3893,0.0883,1.9,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,0.0,NPU,11,0.2811,0.0048,0.1643,0.6077,0.2927,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,single,Oracle_k0_pnone,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1745,0.0918,0.2181,0.1224,23.8,GPU,17,0.2156,0.0198,0.2182,0.5487,0.2621,42.9,GPU,8,0.0918,0.0079,0.1389,0.3908,0.1224,23.2,GPU,10,0.1176,0.0177,0.0966,0.2442,0.196,44.8,GPU,11,0.273,0.0053,0.1489,0.5086,0.2921,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,single,Oracle_k1_p1,"[""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1663,0.0722,0.2067,0.0883,24.0,GPU,17,0.2123,0.0192,0.2131,0.5456,0.2561,53.6,NPU,8,0.0722,0.0072,0.0825,0.3966,0.0883,0.5,GPU,10,0.1126,0.0165,0.0895,0.2347,0.1954,53.5,GPU,11,0.2681,0.0042,0.1368,0.4836,0.287,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,single,Oracle_k1_p0,"[""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1755,0.097,0.2145,0.1248,22.9,NPU,17,0.2076,0.0104,0.1873,0.6044,0.233,0.2,GPU,8,0.097,0.008,0.1445,0.4132,0.1248,15.8,GPU,10,0.1291,0.0171,0.1064,0.2767,0.2069,32.5,GPU,11,0.2681,0.0034,0.1326,0.4924,0.2934,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,single,Oracle_k2_p0_1,"[""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1677,0.0712,0.2048,0.0883,23.4,NPU,17,0.2057,0.0099,0.1865,0.5918,0.233,6.5,NPU,8,0.0712,0.0071,0.0821,0.3941,0.0883,2.3,GPU,10,0.123,0.0179,0.095,0.2643,0.2043,38.3,GPU,11,0.2708,0.0045,0.1397,0.5033,0.2934,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,single,Oracle_k2_p0_3,"[""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1772,0.0955,0.2145,0.1249,23.2,NPU,17,0.2061,0.0104,0.1863,0.5968,0.233,3.4,GPU,8,0.0955,0.0082,0.1453,0.4019,0.1249,19.1,GPU,10,0.1277,0.0182,0.1003,0.277,0.2073,32.6,NPU,11,0.2796,0.0047,0.1622,0.5997,0.2927,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,single,Oracle_k3_p0_1_2,"[""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.1775,0.0719,0.2063,0.0883,22.1,NPU,17,0.2072,0.0104,0.1872,0.6044,0.233,0.4,NPU,8,0.0719,0.0072,0.0819,0.3946,0.0883,1.3,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,0.0,GPU,11,0.2847,0.0059,0.1773,0.5904,0.3017,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,single,Oracle_k3_p1_2_3,"[""GPU"", ""NPU"", ""NPU"", ""NPU""]",0.1854,0.0718,0.215,0.0883,16.2,GPU,17,0.2425,0.0214,0.2435,0.6223,0.277,9.5,NPU,8,0.0718,0.0073,0.0821,0.3916,0.0883,1.2,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,0.0,NPU,11,0.2811,0.0048,0.1642,0.608,0.2927,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_light,single,Oracle_k4_p0_1_2_3,"[""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1766,0.0714,0.204,0.0883,16.2,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,0.0,NPU,8,0.0714,0.0073,0.0814,0.3908,0.0883,2.1,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,0.0,NPU,11,0.2813,0.0048,0.1641,0.608,0.2927,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_heavy,single,Naive_allGPU,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1625,0.0823,0.1967,0.1144,27.2,GPU,17,0.1968,0.0183,0.1981,0.5001,0.2238,62.9,GPU,8,0.0823,0.0068,0.1236,0.3507,0.1144,39.3,GPU,10,0.1074,0.0158,0.0796,0.2235,0.1806,60.7,GPU,11,0.2634,0.0047,0.1279,0.4739,0.2681,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_heavy,single,SizeAware,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1627,0.0857,0.1955,0.1163,27.4,GPU,17,0.1961,0.0181,0.1957,0.5036,0.227,65.3,GPU,8,0.0857,0.0074,0.1276,0.3516,0.1163,39.4,GPU,10,0.1064,0.0147,0.0768,0.227,0.1733,67.8,GPU,11,0.2626,0.0033,0.1285,0.4785,0.2654,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_heavy,single,SizeBlindRev,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1631,0.082,0.1961,0.1183,27.1,GPU,17,0.1972,0.0181,0.1991,0.5021,0.2234,68.2,GPU,8,0.082,0.007,0.1196,0.3531,0.1183,38.5,GPU,10,0.1074,0.0149,0.081,0.2229,0.1708,67.4,GPU,11,0.2656,0.0035,0.1309,0.4864,0.272,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_heavy,single,AllNPU,"[""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1767,0.0721,0.204,0.0883,15.8,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,0.0,NPU,8,0.0721,0.0072,0.0825,0.3967,0.0883,0.6,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,0.0,NPU,11,0.2809,0.0048,0.1639,0.6073,0.2927,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_heavy,single,Oracle_k0_pnone,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1633,0.0853,0.1941,0.1151,27.1,GPU,17,0.1985,0.0188,0.2008,0.5024,0.2275,64.5,GPU,8,0.0853,0.0063,0.1257,0.3559,0.1151,41.2,GPU,10,0.1045,0.0151,0.0777,0.2196,0.1666,69.6,GPU,11,0.2648,0.0035,0.1292,0.4813,0.2672,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_heavy,single,Oracle_k1_p1,"[""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1546,0.072,0.1765,0.0883,25.4,GPU,17,0.1903,0.0174,0.1915,0.4926,0.2068,75.7,NPU,8,0.072,0.0073,0.082,0.3961,0.0883,0.2,GPU,10,0.0958,0.0138,0.0702,0.2013,0.1588,76.7,GPU,11,0.2604,0.0029,0.121,0.4639,0.2521,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_heavy,single,Oracle_k1_p0,"[""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1666,0.085,0.2018,0.1177,26.7,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,0.0,GPU,8,0.085,0.0072,0.1259,0.3573,0.1177,37.7,GPU,10,0.1115,0.0143,0.0857,0.2429,0.1845,59.7,GPU,11,0.2623,0.0033,0.124,0.4673,0.2721,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_heavy,single,Oracle_k2_p0_1,"[""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1606,0.0721,0.1889,0.0883,25.1,NPU,17,0.2063,0.0106,0.1861,0.5989,0.233,1.8,NPU,8,0.0721,0.0073,0.0826,0.3955,0.0883,0.9,GPU,10,0.1038,0.0128,0.0735,0.2259,0.1719,70.7,GPU,11,0.2601,0.0033,0.118,0.4652,0.2624,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_heavy,single,Oracle_k2_p0_3,"[""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1682,0.0867,0.201,0.1119,24.9,NPU,17,0.2065,0.0102,0.1861,0.6032,0.233,2.5,GPU,8,0.0867,0.0077,0.1325,0.3651,0.1119,34.1,GPU,10,0.1001,0.0127,0.0693,0.2102,0.1666,74.5,NPU,11,0.2796,0.0048,0.1625,0.6049,0.2927,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_heavy,single,Oracle_k3_p0_1_2,"[""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.1736,0.0721,0.2041,0.0883,24.1,NPU,17,0.2075,0.0104,0.1876,0.6039,0.233,0.2,NPU,8,0.0721,0.0073,0.0826,0.3962,0.0883,0.1,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,0.0,GPU,11,0.2685,0.0039,0.1359,0.4908,0.2929,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_heavy,single,Oracle_k3_p1_2_3,"[""GPU"", ""NPU"", ""NPU"", ""NPU""]",0.1757,0.0718,0.2074,0.0883,15.9,GPU,17,0.2038,0.0191,0.2014,0.5274,0.2464,62.9,NPU,8,0.0718,0.0073,0.0814,0.3957,0.0883,0.9,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,0.0,NPU,11,0.281,0.0048,0.164,0.6072,0.2927,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N4,4,L1_heavy,single,Oracle_k4_p0_1_2_3,"[""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1765,0.0717,0.204,0.0883,16.3,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,0.0,NPU,8,0.0717,0.0073,0.0819,0.391,0.0883,1.2,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,0.0,NPU,11,0.2807,0.0048,0.1643,0.6074,0.2927,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,B_medium_mixed_N8,8,L1_light,single,Naive_allGPU,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1399,0.0607,0.1589,0.0752,29.3,GPU,17,0.1626,0.0145,0.1649,0.4174,0.1376,91.8,GPU,8,0.0607,0.0064,0.0862,0.2497,0.09,62.8,GPU,10,0.0757,0.0105,0.0463,0.1606,0.1065,95.4,GPU,11,0.2505,0.0029,0.1045,0.4356,0.1999,62.2,GPU,2,0.0769,0.0098,0.073,0.3556,0.0752,94.4,GPU,13,0.1093,0.0078,0.0694,0.2888,0.1457,61.0,GPU,3,0.0665,0.002,0.1302,0.1138,0.1693,94.0,GPU,14,0.3168,0.0544,0.1989,0.5054,0.347,58.8
natural,B_medium_mixed_N8,8,L1_light,single,SizeAware_NPU4,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1451,0.0584,0.1595,0.0836,27.0,GPU,17,0.1393,0.0124,0.1463,0.3549,0.1095,97.3,GPU,8,0.067,0.0066,0.1064,0.2716,0.0899,36.6,GPU,10,0.0617,0.0079,0.0326,0.1404,0.0836,97.2,GPU,11,0.2475,0.0023,0.0988,0.4198,0.1929,37.3,NPU,2,0.1068,0.0112,0.1354,0.553,0.1329,6.2,NPU,13,0.1855,0.0033,0.0848,0.3974,0.2209,3.9,GPU,3,0.0584,0.0016,0.1297,0.0865,0.1152,97.9,GPU,14,0.295,0.0537,0.2009,0.4753,0.3309,32.7
natural,B_medium_mixed_N8,8,L1_light,single,SizeAware_NPU6,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1822,0.0719,0.2291,0.0883,25.1,NPU,17,0.2056,0.0104,0.1856,0.599,0.233,4.7,NPU,8,0.0719,0.0072,0.0816,0.395,0.0883,2.9,NPU,10,0.1419,0.0178,0.1412,0.3075,0.2022,6.7,NPU,11,0.2777,0.0047,0.1575,0.5653,0.2927,5.7,NPU,2,0.1064,0.0111,0.1355,0.5417,0.1329,6.4,NPU,13,0.1867,0.0038,0.0858,0.3984,0.2209,1.5,GPU,3,0.0861,0.0018,0.1776,0.1605,0.2261,79.3,GPU,14,0.3814,0.0575,0.2093,0.5843,0.4371,34.0
natural,B_medium_mixed_N8,8,L1_light,single,SizeBlindRev_NPU4,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1502,0.0608,0.1738,0.0533,27.0,GPU,17,0.1382,0.0128,0.1455,0.3523,0.1069,95.9,GPU,8,0.0671,0.0056,0.1064,0.277,0.0889,36.8,GPU,10,0.0608,0.007,0.0315,0.1366,0.081,99.3,GPU,11,0.2448,0.0022,0.0943,0.4185,0.1913,35.4,GPU,2,0.0655,0.0088,0.0615,0.3065,0.0533,99.2,GPU,13,0.0985,0.0076,0.0782,0.2925,0.1281,34.6,NPU,3,0.1178,0.0004,0.1822,0.3175,0.2899,6.5,NPU,14,0.4092,0.0135,0.1988,0.6515,0.4512,2.9
natural,B_medium_mixed_N8,8,L1_light,single,AllNPU,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1916,0.0713,0.2389,0.0883,18.5,NPU,17,0.2072,0.0103,0.1874,0.6033,0.233,0.9,NPU,8,0.0713,0.0073,0.0804,0.3956,0.0883,0.3,NPU,10,0.1454,0.0178,0.1442,0.3184,0.2022,0.7,NPU,11,0.2805,0.0048,0.1636,0.6053,0.2927,1.1,NPU,2,0.1089,0.0113,0.1417,0.565,0.1329,0.9,NPU,13,0.1874,0.0038,0.0861,0.3989,0.2209,0.5,NPU,3,0.1213,0.0005,0.1816,0.3388,0.2899,0.4,NPU,14,0.4111,0.0137,0.199,0.6554,0.4512,0.2
natural,B_medium_mixed_N8,8,L1_light,single,Oracle_k0_pnone,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1386,0.0612,0.1559,0.072,29.5,GPU,17,0.1571,0.0148,0.1564,0.4185,0.1316,94.7,GPU,8,0.0612,0.0065,0.0851,0.2495,0.0909,63.1,GPU,10,0.0753,0.0096,0.0425,0.1674,0.1032,95.8,GPU,11,0.2524,0.0025,0.1073,0.4374,0.1987,69.0,GPU,2,0.0759,0.0094,0.073,0.3522,0.072,93.7,GPU,13,0.1161,0.0075,0.0678,0.2894,0.1491,64.0,GPU,3,0.0641,0.0011,0.1197,0.1049,0.1639,97.4,GPU,14,0.3064,0.053,0.1957,0.4842,0.3378,61.4
natural,B_medium_mixed_N8,8,L1_light,single,Oracle_k1_p6,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1443,0.0629,0.1722,0.0667,29.2,GPU,17,0.1543,0.0153,0.1601,0.3838,0.1342,93.3,GPU,8,0.0629,0.0065,0.0939,0.2353,0.0904,61.2,GPU,10,0.0739,0.0095,0.0445,0.1616,0.1036,92.0,GPU,11,0.2496,0.0022,0.1012,0.4315,0.1996,59.3,GPU,2,0.0725,0.01,0.0744,0.3322,0.0667,95.0,GPU,13,0.1065,0.0083,0.0715,0.2919,0.1445,59.3,NPU,3,0.1207,0.0005,0.1808,0.3381,0.2899,1.1,GPU,14,0.3137,0.0576,0.1988,0.4972,0.3489,59.0
natural,B_medium_mixed_N8,8,L1_light,single,Oracle_k1_p4,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1409,0.0576,0.1602,0.0869,29.3,GPU,17,0.1541,0.0152,0.1609,0.3942,0.1317,94.6,GPU,8,0.0576,0.0065,0.0847,0.2166,0.0869,62.8,GPU,10,0.0732,0.0088,0.0434,0.1597,0.1013,96.1,GPU,11,0.2505,0.0024,0.1033,0.4318,0.2018,61.5,NPU,2,0.1087,0.0115,0.1406,0.5648,0.1329,2.1,GPU,13,0.0965,0.0075,0.0717,0.2819,0.1289,60.6,GPU,3,0.0623,0.0024,0.1351,0.0862,0.1369,95.0,GPU,14,0.3245,0.0557,0.2005,0.4949,0.3608,57.0
natural,B_medium_mixed_N8,8,L1_light,single,Oracle_k2_p3_5,"[""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.136,0.0476,0.1539,0.0507,25.7,GPU,17,0.1283,0.0126,0.1329,0.3246,0.0909,100.0,GPU,8,0.0636,0.0062,0.1049,0.2353,0.0862,32.5,GPU,10,0.0511,0.0066,0.0276,0.1138,0.0686,100.0,NPU,11,0.2788,0.0049,0.1593,0.6017,0.2927,5.1,GPU,2,0.0658,0.0078,0.0594,0.3096,0.0507,98.4,NPU,13,0.183,0.0038,0.0845,0.3936,0.2209,4.7,GPU,3,0.0476,0.0014,0.0951,0.062,0.1123,99.2,GPU,14,0.2696,0.051,0.1964,0.438,0.3089,32.0
natural,B_medium_mixed_N8,8,L1_light,single,Oracle_k2_p4_6,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU""]",0.1431,0.0576,0.1752,0.0877,29.2,GPU,17,0.1438,0.0132,0.1554,0.3628,0.1217,92.2,GPU,8,0.0576,0.0067,0.0886,0.2226,0.0877,60.1,GPU,10,0.0627,0.0078,0.0295,0.1449,0.0928,95.1,GPU,11,0.2462,0.0019,0.0977,0.4213,0.1938,59.4,NPU,2,0.1065,0.0111,0.1349,0.552,0.1329,6.2,GPU,13,0.0976,0.0076,0.0688,0.2827,0.1282,56.5,NPU,3,0.1194,0.0004,0.183,0.3355,0.2899,5.6,GPU,14,0.3107,0.0555,0.1981,0.4931,0.3546,55.6
natural,B_medium_mixed_N8,8,L1_light,single,Oracle_k3_p1_4_6,"[""GPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU""]",0.1553,0.0718,0.1858,0.0883,27.1,GPU,17,0.1595,0.0153,0.1643,0.3979,0.1393,96.6,NPU,8,0.0718,0.0073,0.0817,0.3943,0.0883,1.0,GPU,10,0.0744,0.0097,0.0451,0.1587,0.1076,97.0,GPU,11,0.2526,0.0026,0.1037,0.4421,0.2108,41.3,NPU,2,0.1088,0.0113,0.1413,0.5643,0.1329,1.1,GPU,13,0.1312,0.0082,0.0829,0.3243,0.1602,42.8,NPU,3,0.121,0.0005,0.1815,0.3386,0.2899,0.7,GPU,14,0.3231,0.0577,0.2019,0.5016,0.3575,39.1
natural,B_medium_mixed_N8,8,L1_light,single,Oracle_k3_p0_2_7,"[""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.169,0.0674,0.1959,0.0715,26.7,NPU,17,0.2076,0.0104,0.1873,0.604,0.233,0.4,GPU,8,0.0727,0.0063,0.1136,0.2997,0.0957,39.5,NPU,10,0.1451,0.0178,0.1427,0.3212,0.2022,0.5,GPU,11,0.2515,0.0024,0.104,0.4371,0.2123,38.6,GPU,2,0.0749,0.0099,0.0743,0.3475,0.0715,95.9,GPU,13,0.1221,0.0081,0.0826,0.3194,0.1466,39.7,GPU,3,0.0674,0.0012,0.1357,0.1069,0.155,98.5,NPU,14,0.4112,0.0134,0.199,0.6554,0.4512,0.6
natural,B_medium_mixed_N8,8,L1_light,single,Oracle_k4_p2_3_5_6,"[""GPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU""]",0.1705,0.0733,0.2095,0.0736,25.6,GPU,17,0.1624,0.0158,0.1654,0.4151,0.1426,96.6,GPU,8,0.0733,0.0064,0.1134,0.2975,0.0947,38.6,NPU,10,0.1446,0.0177,0.1437,0.321,0.2022,2.1,NPU,11,0.2794,0.0047,0.1613,0.5963,0.2927,3.4,GPU,2,0.0769,0.0102,0.078,0.3539,0.0736,99.5,NPU,13,0.1835,0.0038,0.0838,0.396,0.2209,2.0,NPU,3,0.12,0.0005,0.1795,0.3292,0.2899,1.6,GPU,14,0.3243,0.0549,0.2019,0.5109,0.3596,37.8
natural,B_medium_mixed_N8,8,L1_light,single,Oracle_k4_p0_1_2_6,"[""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1698,0.0718,0.209,0.081,26.9,NPU,17,0.2067,0.0102,0.1866,0.6029,0.233,1.8,NPU,8,0.0718,0.0073,0.082,0.3943,0.0883,0.9,NPU,10,0.1454,0.0176,0.143,0.3219,0.2022,2.3,GPU,11,0.2526,0.0026,0.1072,0.4384,0.22,41.9,GPU,2,0.0782,0.0105,0.0824,0.3562,0.081,93.9,GPU,13,0.1347,0.0085,0.0824,0.3315,0.1626,43.9,NPU,3,0.1204,0.0005,0.1815,0.3376,0.2899,0.9,GPU,14,0.3486,0.0543,0.2042,0.542,0.395,40.4
natural,B_medium_mixed_N8,8,L1_heavy,single,Naive_allGPU,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1385,0.0547,0.151,0.0692,29.7,GPU,17,0.1573,0.014,0.158,0.4077,0.1334,94.8,GPU,8,0.0547,0.0064,0.0751,0.22,0.0854,75.5,GPU,10,0.0756,0.0093,0.0478,0.1596,0.106,96.9,GPU,11,0.2493,0.0026,0.1013,0.4345,0.1863,74.0,GPU,2,0.076,0.0104,0.0776,0.3506,0.0692,92.5,GPU,13,0.1194,0.0072,0.0606,0.2986,0.1439,75.6,GPU,3,0.0704,0.0012,0.1362,0.0886,0.1685,94.5,GPU,14,0.3054,0.0576,0.1941,0.4972,0.3154,74.7
natural,B_medium_mixed_N8,8,L1_heavy,single,SizeAware_NPU4,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1417,0.0546,0.1553,0.0792,29.4,GPU,17,0.1388,0.0134,0.1449,0.3582,0.1052,97.9,GPU,8,0.0546,0.0059,0.0784,0.2209,0.0838,59.8,GPU,10,0.0591,0.0083,0.0299,0.1342,0.0792,99.3,GPU,11,0.2438,0.0022,0.096,0.4175,0.181,62.8,NPU,2,0.1086,0.0114,0.1413,0.5641,0.1329,1.6,NPU,13,0.1874,0.0038,0.0858,0.3988,0.2209,1.4,GPU,3,0.057,0.0016,0.1142,0.0731,0.1143,97.1,GPU,14,0.2845,0.053,0.1924,0.4518,0.3253,57.9
natural,B_medium_mixed_N8,8,L1_heavy,single,SizeAware_NPU6,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1766,0.0716,0.2163,0.0883,25.9,NPU,17,0.2053,0.0104,0.1844,0.598,0.233,4.0,NPU,8,0.0716,0.0073,0.0824,0.3929,0.0883,1.7,NPU,10,0.1423,0.0179,0.1381,0.3177,0.2022,5.3,NPU,11,0.279,0.0047,0.159,0.5956,0.2927,3.3,NPU,2,0.1083,0.0112,0.1401,0.5537,0.1329,4.3,NPU,13,0.1872,0.0038,0.0856,0.3987,0.2209,0.7,GPU,3,0.0748,0.0019,0.1544,0.1295,0.1746,94.0,GPU,14,0.3446,0.0556,0.2051,0.5371,0.3858,40.2
natural,B_medium_mixed_N8,8,L1_heavy,single,SizeBlindRev_NPU4,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1491,0.0555,0.1724,0.0551,29.2,GPU,17,0.1414,0.0136,0.1484,0.3566,0.1082,96.6,GPU,8,0.0555,0.0075,0.083,0.2077,0.0829,62.6,GPU,10,0.066,0.0067,0.0347,0.1479,0.0876,97.9,GPU,11,0.2432,0.0021,0.0941,0.4151,0.1809,62.7,GPU,2,0.0661,0.0085,0.0653,0.3067,0.0551,97.9,GPU,13,0.0934,0.0066,0.0655,0.2846,0.1231,62.4,NPU,3,0.1188,0.0005,0.1784,0.3372,0.2899,3.6,NPU,14,0.4084,0.0136,0.1986,0.6524,0.4512,1.5
