# provenance: {"generated_at": "2026-07-29T18:41:17+09:00", "git_commit": "c37c5bd761fbbe8ea50202b2aca82eb9b17fca1b (pre-commit HEAD)", "alpha": 0.3, "beta": 1.0, "seed": 42, "input_data": ["/home/msyu/PycharmProjects/multimodel-scheduling-mobilint/xgboost_model/full_collection_540/cpu_gpu/performance_gpu_full540.json", "/home/msyu/PycharmProjects/multimodel-scheduling-mobilint/xgboost_model/full_collection_540/cpu_npu/performance_npu_full540.json"], "experiment": "P6 view-level oof"}
platform,combination,model,dev,eff_fps,ratio_raw,target,pred
npu,combination_352,yolo11s,npu,44.928,0.3434,0.3434,0.3412
npu,combination_352,yolo11m,cpu,18.106,0.0431,0.0431,0.0413
npu,combination_352,yolo11l,cpu,13.968,0.0408,0.0408,0.0403
npu,combination_352,yolo11x,npu,7.065,0.8790,0.8790,0.8387
npu,combination_383,mobilenet_v2,npu,907.441,0.0459,0.0459,0.0497
npu,combination_383,resnet50,npu,235.998,0.1703,0.1703,0.1844
npu,combination_383,yolo11s,cpu,44.928,0.0407,0.0407,0.0417
npu,combination_383,yolo11m,cpu,18.106,0.0503,0.0503,0.0506
npu,combination_383,yolo11l,cpu,13.968,0.0458,0.0458,0.0511
npu,combination_383,yolo11x,npu,10.598,0.8870,0.8870,0.8355
npu,combination_402,mobilenet_v2,npu,907.441,0.0502,0.0502,0.0452
npu,combination_402,resnet50,npu,314.664,0.1440,0.1440,0.1454
npu,combination_402,yolo11s,cpu,44.928,0.0565,0.0565,0.0546
npu,combination_402,yolo11m,npu,36.212,0.4833,0.4833,0.4872
npu,combination_402,yolo11l,cpu,13.968,0.0673,0.0673,0.0675
npu,combination_402,yolo11x,npu,14.130,0.8563,0.8563,0.8194
npu,combination_367,mobilenet_v2,npu,814.332,0.0800,0.0800,0.0812
npu,combination_367,resnet50,npu,157.332,0.3948,0.3948,0.3990
npu,combination_367,yolo11s,npu,44.928,0.6128,0.6128,0.5962
npu,combination_367,yolo11m,npu,18.106,0.8953,0.8953,0.8997
npu,combination_367,yolo11l,cpu,13.968,0.1360,0.1360,0.1526
npu,combination_367,yolo11x,npu,7.065,0.9512,0.9512,0.9329
npu,combination_397,mobilenet_v2,cpu,814.332,0.0190,0.0190,0.0239
npu,combination_397,resnet50,cpu,157.332,0.0147,0.0147,0.0165
npu,combination_397,yolo11s,cpu,44.928,0.0225,0.0225,0.0216
npu,combination_397,yolo11m,cpu,18.106,0.0293,0.0293,0.0272
npu,combination_397,yolo11l,cpu,13.968,0.0272,0.0272,0.0253
npu,combination_397,yolo11x,cpu,7.065,0.0340,0.0340,0.0352
npu,combination_370,mobilenet_v2,npu,814.332,0.0476,0.0476,0.0635
npu,combination_370,resnet50,cpu,157.332,0.0260,0.0260,0.0262
npu,combination_370,yolo11s,cpu,44.928,0.0289,0.0289,0.0332
npu,combination_370,yolo11m,cpu,18.106,0.0365,0.0365,0.0408
npu,combination_370,yolo11l,cpu,13.968,0.0372,0.0372,0.0394
npu,combination_370,yolo11x,cpu,7.065,0.0467,0.0467,0.0696
npu,combination_375,mobilenet_v2,cpu,814.332,0.0269,0.0269,0.0266
npu,combination_375,resnet50,cpu,157.332,0.0204,0.0204,0.0214
npu,combination_375,yolo11s,cpu,44.928,0.0260,0.0260,0.0285
npu,combination_375,yolo11m,cpu,18.106,0.0370,0.0370,0.0322
npu,combination_375,yolo11l,npu,20.952,0.5599,0.5599,0.6161
npu,combination_375,yolo11x,cpu,7.065,0.0368,0.0368,0.0378
npu,combination_366,mobilenet_v2,cpu,814.332,0.0529,0.0529,0.0510
npu,combination_366,resnet50,npu,157.332,0.2741,0.2741,0.2771
npu,combination_366,yolo11s,cpu,44.928,0.0588,0.0588,0.0611
npu,combination_366,yolo11m,cpu,18.106,0.0701,0.0701,0.0734
npu,combination_366,yolo11l,npu,13.968,0.8591,0.8591,0.8364
npu,combination_366,yolo11x,npu,7.065,0.9059,0.9059,0.8452
npu,combination_420,mobilenet_v2,cpu,814.332,0.0541,0.0541,0.0476
npu,combination_420,resnet50,cpu,157.332,0.0413,0.0413,0.0486
npu,combination_420,yolo11s,npu,89.856,0.1685,0.1685,0.1793
npu,combination_420,yolo11m,cpu,18.106,0.0729,0.0729,0.0713
npu,combination_420,yolo11l,npu,27.936,0.4671,0.4671,0.5718
npu,combination_420,yolo11x,npu,14.130,0.8266,0.8266,0.7817
npu,combination_355,mobilenet_v2,npu,814.332,0.0786,0.0786,0.0815
npu,combination_355,resnet50,npu,157.332,0.3917,0.3917,0.3903
npu,combination_355,yolo11s,cpu,44.928,0.1171,0.1171,0.1242
npu,combination_355,yolo11m,npu,18.106,0.8903,0.8903,0.8768
npu,combination_355,yolo11l,npu,13.968,0.9157,0.9157,0.9055
npu,combination_355,yolo11x,npu,7.065,0.9526,0.9526,0.9103
npu,combination_393,mobilenet_v2,cpu,814.332,0.0255,0.0255,0.0266
npu,combination_393,resnet50,cpu,157.332,0.0203,0.0203,0.0214
npu,combination_393,yolo11s,cpu,44.928,0.0294,0.0294,0.0285
npu,combination_393,yolo11m,cpu,18.106,0.0348,0.0348,0.0322
npu,combination_393,yolo11l,cpu,13.968,0.0308,0.0308,0.0317
npu,combination_393,yolo11x,npu,10.598,0.8671,0.8671,0.7864
npu,combination_396,mobilenet_v2,cpu,814.332,0.0487,0.0487,0.0508
npu,combination_396,resnet50,cpu,157.332,0.0447,0.0447,0.0485
npu,combination_396,yolo11s,npu,67.392,0.2288,0.2288,0.2365
npu,combination_396,yolo11m,cpu,18.106,0.0762,0.0762,0.0712
npu,combination_396,yolo11l,npu,20.952,0.7231,0.7231,0.7141
npu,combination_396,yolo11x,npu,10.598,0.8719,0.8719,0.8322
npu,combination_388,mobilenet_v2,cpu,814.332,0.0321,0.0321,0.0320
npu,combination_388,resnet50,cpu,157.332,0.0241,0.0241,0.0267
npu,combination_388,yolo11s,cpu,44.928,0.0283,0.0283,0.0346
npu,combination_388,yolo11m,npu,27.159,0.4676,0.4676,0.5316
npu,combination_388,yolo11l,cpu,13.968,0.0358,0.0358,0.0391
npu,combination_388,yolo11x,cpu,7.065,0.0467,0.0467,0.0493
npu,combination_410,mobilenet_v2,npu,907.441,0.0502,0.0502,0.0589
npu,combination_410,resnet50,npu,314.664,0.1437,0.1437,0.1821
npu,combination_410,yolo11s,npu,89.856,0.2082,0.2082,0.2400
npu,combination_410,yolo11m,npu,36.212,0.4819,0.4819,0.5637
npu,combination_410,yolo11l,npu,27.936,0.5949,0.5949,0.6652
npu,combination_410,yolo11x,cpu,7.065,0.5152,0.5152,0.5031
npu,combination_387,mobilenet_v2,cpu,814.332,0.0263,0.0263,0.0268
npu,combination_387,resnet50,cpu,157.332,0.0220,0.0220,0.0217
npu,combination_387,yolo11s,cpu,44.928,0.0276,0.0276,0.0289
npu,combination_387,yolo11m,cpu,18.106,0.0326,0.0326,0.0326
npu,combination_387,yolo11l,cpu,13.968,0.0301,0.0301,0.0320
npu,combination_387,yolo11x,cpu,7.065,0.0326,0.0326,0.0380
npu,combination_362,mobilenet_v2,npu,814.332,0.0748,0.0748,0.0770
npu,combination_362,resnet50,npu,157.332,0.3674,0.3674,0.3919
npu,combination_362,yolo11s,npu,44.928,0.5357,0.5357,0.5707
npu,combination_362,yolo11m,npu,18.106,0.8793,0.8793,0.8931
npu,combination_362,yolo11l,npu,13.968,0.9221,0.9221,0.9288
npu,combination_362,yolo11x,cpu,7.065,0.5265,0.5265,0.5306
npu,combination_405,mobilenet_v2,cpu,814.332,0.0226,0.0226,0.0310
npu,combination_405,resnet50,cpu,157.332,0.0212,0.0212,0.0244
npu,combination_405,yolo11s,npu,89.856,0.1197,0.1197,0.1774
npu,combination_405,yolo11m,cpu,18.106,0.0326,0.0326,0.0346
npu,combination_405,yolo11l,cpu,13.968,0.0279,0.0279,0.0341
npu,combination_405,yolo11x,cpu,7.065,0.0410,0.0410,0.0407
npu,combination_418,mobilenet_v2,npu,907.441,0.0342,0.0342,0.0410
npu,combination_418,resnet50,cpu,157.332,0.0266,0.0266,0.0228
npu,combination_418,yolo11s,cpu,44.928,0.0318,0.0318,0.0290
npu,combination_418,yolo11m,cpu,18.106,0.0342,0.0342,0.0358
npu,combination_418,yolo11l,cpu,13.968,0.0372,0.0372,0.0361
npu,combination_418,yolo11x,cpu,7.065,0.0425,0.0425,0.0431
npu,combination_403,mobilenet_v2,npu,907.441,0.0587,0.0587,0.0656
npu,combination_403,resnet50,npu,314.664,0.1659,0.1659,0.1892
npu,combination_403,yolo11s,cpu,44.928,0.1120,0.1120,0.1105
npu,combination_403,yolo11m,npu,36.212,0.5686,0.5686,0.5940
npu,combination_403,yolo11l,npu,27.936,0.6859,0.6859,0.7312
npu,combination_403,yolo11x,npu,14.130,0.8889,0.8889,0.8911
npu,combination_382,mobilenet_v2,npu,907.441,0.0402,0.0402,0.0503
npu,combination_382,resnet50,npu,235.998,0.1492,0.1492,0.1695
npu,combination_382,yolo11s,cpu,44.928,0.0334,0.0334,0.0349
npu,combination_382,yolo11m,cpu,18.106,0.0403,0.0403,0.0403
npu,combination_382,yolo11l,cpu,13.968,0.0430,0.0430,0.0390
npu,combination_382,yolo11x,cpu,7.065,0.0467,0.0467,0.0465
npu,combination_389,mobilenet_v2,cpu,814.332,0.0328,0.0328,0.0366
npu,combination_389,resnet50,npu,235.998,0.1401,0.1401,0.1675
npu,combination_389,yolo11s,cpu,44.928,0.0392,0.0392,0.0408
npu,combination_389,yolo11m,npu,27.159,0.4636,0.4636,0.5801
npu,combination_389,yolo11l,cpu,13.968,0.0437,0.0437,0.0485
npu,combination_389,yolo11x,cpu,7.065,0.0722,0.0722,0.0595
npu,combination_369,mobilenet_v2,cpu,814.332,0.0270,0.0270,0.0264
npu,combination_369,resnet50,cpu,157.332,0.0190,0.0190,0.0218
npu,combination_369,yolo11s,cpu,44.928,0.0258,0.0258,0.0278
npu,combination_369,yolo11m,cpu,18.106,0.0320,0.0320,0.0332
npu,combination_369,yolo11l,cpu,13.968,0.0344,0.0344,0.0325
npu,combination_369,yolo11x,npu,7.065,0.9115,0.9115,0.7918
npu,combination_357,mobilenet_v2,cpu,814.332,0.0254,0.0254,0.0263
npu,combination_357,resnet50,cpu,157.332,0.0218,0.0218,0.0213
npu,combination_357,yolo11s,npu,44.928,0.3080,0.3080,0.3219
npu,combination_357,yolo11m,cpu,18.106,0.0309,0.0309,0.0331
npu,combination_357,yolo11l,cpu,13.968,0.0329,0.0329,0.0325
npu,combination_357,yolo11x,cpu,7.065,0.0396,0.0396,0.0625
npu,combination_390,mobilenet_v2,cpu,814.332,0.0520,0.0520,0.0516
npu,combination_390,resnet50,npu,235.998,0.1613,0.1613,0.1748
npu,combination_390,yolo11s,cpu,44.928,0.0590,0.0590,0.0599
npu,combination_390,yolo11m,cpu,18.106,0.0668,0.0668,0.0715
npu,combination_390,yolo11l,npu,20.952,0.7035,0.7035,0.7105
npu,combination_390,yolo11x,npu,10.598,0.8643,0.8643,0.8286
npu,combination_351,mobilenet_v2,cpu,814.332,0.0223,0.0223,0.0264
npu,combination_351,resnet50,cpu,157.332,0.0215,0.0215,0.0218
npu,combination_351,yolo11s,cpu,44.928,0.0289,0.0289,0.0278
npu,combination_351,yolo11m,cpu,18.106,0.0304,0.0304,0.0332
npu,combination_351,yolo11l,npu,13.968,0.7968,0.7968,0.7697
npu,combination_351,yolo11x,cpu,7.065,0.0410,0.0410,0.0627
npu,combination_407,mobilenet_v2,npu,907.441,0.0449,0.0449,0.0421
npu,combination_407,resnet50,npu,314.664,0.1239,0.1239,0.1258
npu,combination_407,yolo11s,cpu,44.928,0.0394,0.0394,0.0413
npu,combination_407,yolo11m,cpu,18.106,0.0525,0.0525,0.0471
npu,combination_407,yolo11l,cpu,13.968,0.0494,0.0494,0.0468
npu,combination_407,yolo11x,npu,14.130,0.8309,0.8309,0.7780
npu,combination_379,mobilenet_v2,npu,907.441,0.0642,0.0642,0.0614
npu,combination_379,resnet50,npu,235.998,0.2442,0.2442,0.2258
npu,combination_379,yolo11s,cpu,44.928,0.1162,0.1162,0.1281
npu,combination_379,yolo11m,npu,27.159,0.7357,0.7357,0.7235
npu,combination_379,yolo11l,npu,20.952,0.8119,0.8119,0.8340
npu,combination_379,yolo11x,npu,10.598,0.9162,0.9162,0.9302
npu,combination_392,mobilenet_v2,npu,907.441,0.0501,0.0501,0.0520
npu,combination_392,resnet50,cpu,157.332,0.3742,0.3742,0.3767
npu,combination_392,yolo11s,npu,67.392,0.2891,0.2891,0.3280
npu,combination_392,yolo11m,npu,27.159,0.6326,0.6326,0.6701
npu,combination_392,yolo11l,npu,20.952,0.7522,0.7522,0.7921
npu,combination_392,yolo11x,npu,10.598,0.9568,0.9568,0.9077
npu,combination_376,mobilenet_v2,cpu,814.332,0.0335,0.0335,0.0322
npu,combination_376,resnet50,cpu,157.332,0.0257,0.0257,0.0277
npu,combination_376,yolo11s,npu,67.392,0.2181,0.2181,0.2299
npu,combination_376,yolo11m,cpu,18.106,0.0403,0.0403,0.0406
npu,combination_376,yolo11l,cpu,13.968,0.0351,0.0351,0.0398
npu,combination_376,yolo11x,npu,10.598,0.8511,0.8511,0.7956
npu,combination_372,mobilenet_v2,cpu,814.332,0.0508,0.0508,0.0510
npu,combination_372,resnet50,cpu,157.332,0.0472,0.0472,0.0487
npu,combination_372,yolo11s,npu,44.928,0.4011,0.4011,0.4273
npu,combination_372,yolo11m,cpu,18.106,0.0701,0.0701,0.0732
npu,combination_372,yolo11l,npu,13.968,0.8562,0.8562,0.8374
npu,combination_372,yolo11x,npu,7.065,0.9045,0.9045,0.8431
npu,combination_374,mobilenet_v2,npu,907.441,0.0560,0.0560,0.0281
npu,combination_374,resnet50,npu,235.998,0.2114,0.2114,0.1933
npu,combination_374,yolo11s,npu,67.392,0.3969,0.3969,0.4024
npu,combination_374,yolo11m,npu,27.159,0.6495,0.6495,0.6798
npu,combination_374,yolo11l,npu,20.952,0.7627,0.7627,0.8028
npu,combination_374,yolo11x,npu,10.598,0.9794,0.9794,0.9297
npu,combination_358,mobilenet_v2,npu,814.332,0.0501,0.0501,0.0664
npu,combination_358,resnet50,npu,157.332,0.2404,0.2404,0.2913
npu,combination_358,yolo11s,cpu,44.928,0.0296,0.0296,0.0361
npu,combination_358,yolo11m,cpu,18.106,0.0409,0.0409,0.0442
npu,combination_358,yolo11l,cpu,13.968,0.0358,0.0358,0.0428
npu,combination_358,yolo11x,cpu,7.065,0.0453,0.0453,0.0694
npu,combination_378,mobilenet_v2,npu,907.441,0.0535,0.0535,0.0529
npu,combination_378,resnet50,npu,235.998,0.2039,0.2039,0.2083
npu,combination_378,yolo11s,cpu,44.928,0.0568,0.0568,0.0623
npu,combination_378,yolo11m,npu,27.159,0.6572,0.6572,0.6504
npu,combination_378,yolo11l,cpu,13.968,0.0680,0.0680,0.0710
npu,combination_378,yolo11x,npu,10.598,0.8785,0.8785,0.8706
npu,combination_364,mobilenet_v2,cpu,814.332,0.0337,0.0337,0.0387
npu,combination_364,resnet50,cpu,157.332,0.0266,0.0266,0.0352
npu,combination_364,yolo11s,cpu,44.928,0.0309,0.0309,0.0386
npu,combination_364,yolo11m,npu,18.106,0.7445,0.7445,0.7061
npu,combination_364,yolo11l,cpu,13.968,0.0379,0.0379,0.0447
npu,combination_364,yolo11x,cpu,7.065,0.0410,0.0410,0.0788
npu,combination_521,mobilenet_v2,npu,907.441,0.0610,0.0610,0.0538
npu,combination_521,resnet50,npu,314.664,0.1709,0.1709,0.1962
npu,combination_521,yolo11n,cpu,85.222,0.0495,0.0495,0.0472
npu,combination_521,yolo11s,cpu,44.928,0.0450,0.0450,0.0475
npu,combination_521,yolo11m,cpu,18.106,0.0508,0.0508,0.0549
npu,combination_521,yolo11l,cpu,13.968,0.0523,0.0523,0.0546
npu,combination_521,yolo11x,npu,14.130,0.8309,0.8309,0.8237
npu,combination_536,mobilenet_v2,npu,907.441,0.1024,0.1024,0.0809
npu,combination_536,resnet50,npu,314.664,0.2945,0.2945,0.2913
npu,combination_536,yolo11n,cpu,85.222,0.3508,0.3508,0.3853
npu,combination_536,yolo11s,npu,89.856,0.3887,0.3887,0.4243
npu,combination_536,yolo11m,npu,36.212,0.8668,0.8668,0.6248
npu,combination_536,yolo11l,npu,27.936,0.8906,0.8906,0.7019
npu,combination_536,yolo11x,npu,14.130,0.9236,0.9236,0.8996
npu,combination_511,mobilenet_v2,npu,907.441,0.0766,0.0766,0.0773
npu,combination_511,resnet50,npu,235.998,0.2946,0.2946,0.2935
npu,combination_511,yolo11n,npu,127.833,0.2431,0.2431,0.3211
npu,combination_511,yolo11s,cpu,44.928,0.0897,0.0897,0.1114
npu,combination_511,yolo11m,npu,27.159,0.8388,0.8388,0.7167
npu,combination_511,yolo11l,npu,20.952,0.8567,0.8567,0.8252
npu,combination_511,yolo11x,cpu,7.065,0.1373,0.1373,0.1409
npu,combination_481,mobilenet_v2,cpu,814.332,0.0748,0.0748,0.0746
npu,combination_481,resnet50,cpu,157.332,0.0947,0.0947,0.0774
npu,combination_481,yolo11n,npu,85.222,0.3649,0.3649,0.3791
npu,combination_481,yolo11s,npu,44.928,0.6744,0.6744,0.6409
npu,combination_481,yolo11m,npu,18.106,0.8666,0.8666,0.8940
npu,combination_481,yolo11l,npu,13.968,0.8842,0.8842,0.9142
npu,combination_481,yolo11x,npu,7.065,0.9271,0.9271,0.9182
npu,combination_488,mobilenet_v2,npu,814.332,0.1190,0.1190,0.1118
npu,combination_488,resnet50,npu,157.332,0.5744,0.5744,0.5297
npu,combination_488,yolo11n,cpu,85.222,0.3905,0.3905,0.4098
npu,combination_488,yolo11s,npu,44.928,0.8449,0.8449,0.7518
npu,combination_488,yolo11m,npu,18.106,0.9262,0.9262,0.9141
npu,combination_488,yolo11l,npu,13.968,0.9386,0.9386,0.9357
npu,combination_488,yolo11x,npu,7.065,0.9866,0.9866,0.9410
npu,combination_514,mobilenet_v2,cpu,814.332,0.0312,0.0312,0.0365
npu,combination_514,resnet50,npu,235.998,0.1888,0.1888,0.2134
npu,combination_514,yolo11n,npu,127.833,0.1426,0.1426,0.2430
npu,combination_514,yolo11s,cpu,44.928,0.0338,0.0338,0.0414
npu,combination_514,yolo11m,cpu,18.106,0.0409,0.0409,0.0449
npu,combination_514,yolo11l,cpu,13.968,0.0336,0.0336,0.0438
npu,combination_514,yolo11x,cpu,7.065,0.0481,0.0481,0.0496
npu,combination_504,mobilenet_v2,npu,907.441,0.0681,0.0681,0.0733
npu,combination_504,resnet50,npu,235.998,0.2574,0.2574,0.2693
npu,combination_504,yolo11n,cpu,85.222,0.0662,0.0662,0.0627
npu,combination_504,yolo11s,cpu,44.928,0.0612,0.0612,0.0626
npu,combination_504,yolo11m,cpu,18.106,0.0773,0.0773,0.0680
npu,combination_504,yolo11l,npu,20.952,0.8076,0.8076,0.7577
npu,combination_504,yolo11x,npu,10.598,0.8568,0.8568,0.8451
npu,combination_528,mobilenet_v2,npu,907.441,0.0695,0.0695,0.0679
npu,combination_528,resnet50,npu,314.664,0.1971,0.1971,0.2086
npu,combination_528,yolo11n,cpu,85.222,0.0703,0.0703,0.0633
npu,combination_528,yolo11s,cpu,44.928,0.0623,0.0623,0.0646
npu,combination_528,yolo11m,cpu,18.106,0.0685,0.0685,0.0725
npu,combination_528,yolo11l,npu,27.936,0.7127,0.7127,0.5701
npu,combination_528,yolo11x,npu,14.130,0.8323,0.8323,0.8333
npu,combination_539,mobilenet_v2,cpu,814.332,0.0371,0.0371,0.0400
npu,combination_539,resnet50,npu,314.664,0.1409,0.1409,0.1929
npu,combination_539,yolo11n,npu,170.444,0.1205,0.1205,0.1809
npu,combination_539,yolo11s,cpu,44.928,0.0421,0.0421,0.0469
npu,combination_539,yolo11m,npu,36.212,0.5379,0.5379,0.4427
npu,combination_539,yolo11l,cpu,13.968,0.0508,0.0508,0.0521
npu,combination_539,yolo11x,cpu,7.065,0.0637,0.0637,0.0581
npu,combination_469,mobilenet_v2,cpu,814.332,0.0237,0.0237,0.0321
npu,combination_469,resnet50,cpu,157.332,0.0199,0.0199,0.0213
npu,combination_469,yolo11n,cpu,85.222,0.0277,0.0277,0.0346
npu,combination_469,yolo11s,cpu,44.928,0.0238,0.0238,0.0314
npu,combination_469,yolo11m,cpu,18.106,0.0293,0.0293,0.0425
npu,combination_469,yolo11l,cpu,13.968,0.0286,0.0286,0.0497
npu,combination_469,yolo11x,cpu,7.065,0.0354,0.0354,0.0732
npu,combination_529,mobilenet_v2,cpu,814.332,0.0685,0.0685,0.0770
npu,combination_529,resnet50,cpu,157.332,0.0960,0.0960,0.0814
npu,combination_529,yolo11n,npu,170.444,0.1670,0.1670,0.2064
npu,combination_529,yolo11s,npu,89.856,0.3207,0.3207,0.3491
npu,combination_529,yolo11m,npu,36.212,0.6965,0.6965,0.5516
npu,combination_529,yolo11l,npu,27.936,0.8147,0.8147,0.6242
npu,combination_529,yolo11x,npu,14.130,0.8577,0.8577,0.8631
npu,combination_485,mobilenet_v2,cpu,814.332,0.0385,0.0385,0.0407
npu,combination_485,resnet50,cpu,157.332,0.0365,0.0365,0.0362
npu,combination_485,yolo11n,cpu,85.222,0.0520,0.0520,0.0508
npu,combination_485,yolo11s,npu,44.928,0.4503,0.4503,0.4914
npu,combination_485,yolo11m,npu,18.106,0.7981,0.7981,0.8459
npu,combination_485,yolo11l,cpu,13.968,0.0515,0.0515,0.0537
npu,combination_485,yolo11x,npu,7.065,0.8747,0.8747,0.8979
npu,combination_537,mobilenet_v2,cpu,814.332,0.0336,0.0336,0.0331
npu,combination_537,resnet50,npu,314.664,0.1317,0.1317,0.2223
npu,combination_537,yolo11n,cpu,85.222,0.0360,0.0360,0.0380
npu,combination_537,yolo11s,cpu,44.928,0.0272,0.0272,0.0351
npu,combination_537,yolo11m,cpu,18.106,0.0265,0.0265,0.0376
npu,combination_537,yolo11l,cpu,13.968,0.0351,0.0351,0.0369
npu,combination_537,yolo11x,cpu,7.065,0.0368,0.0368,0.0417
npu,combination_533,mobilenet_v2,cpu,814.332,0.0372,0.0372,0.0403
npu,combination_533,resnet50,cpu,157.332,0.0372,0.0372,0.0359
npu,combination_533,yolo11n,cpu,85.222,0.0507,0.0507,0.0474
npu,combination_533,yolo11s,npu,89.856,0.2301,0.2301,0.3045
npu,combination_533,yolo11m,npu,36.212,0.5763,0.5763,0.4464
npu,combination_533,yolo11l,cpu,13.968,0.0473,0.0473,0.0530
npu,combination_533,yolo11x,npu,14.130,0.7983,0.7983,0.8248
npu,combination_474,mobilenet_v2,cpu,814.332,0.0540,0.0540,0.0521
npu,combination_474,resnet50,npu,157.332,0.3894,0.3894,0.3697
npu,combination_474,yolo11n,cpu,85.222,0.0685,0.0685,0.0690
npu,combination_474,yolo11s,npu,44.928,0.5019,0.5019,0.5509
npu,combination_474,yolo11m,npu,18.106,0.8213,0.8213,0.8451
npu,combination_474,yolo11l,cpu,13.968,0.0730,0.0730,0.0740
npu,combination_474,yolo11x,npu,7.065,0.8917,0.8917,0.8688
npu,combination_500,mobilenet_v2,npu,907.441,0.1041,0.1041,0.0828
npu,combination_500,resnet50,cpu,157.332,0.2977,0.2977,0.3635
npu,combination_500,yolo11n,npu,127.833,0.2893,0.2893,0.3970
npu,combination_500,yolo11s,npu,67.392,0.5192,0.5192,0.4788
npu,combination_500,yolo11m,npu,27.159,0.8980,0.8980,0.7703
npu,combination_500,yolo11l,npu,20.952,0.9121,0.9121,0.8375
npu,combination_500,yolo11x,npu,10.598,0.9455,0.9455,0.9121
npu,combination_473,mobilenet_v2,npu,814.332,0.0673,0.0673,0.0826
npu,combination_473,resnet50,npu,157.332,0.3357,0.3357,0.3710
npu,combination_473,yolo11n,cpu,85.222,0.0508,0.0508,0.0496
npu,combination_473,yolo11s,cpu,44.928,0.0461,0.0461,0.0469
npu,combination_473,yolo11m,cpu,18.106,0.0536,0.0536,0.0530
npu,combination_473,yolo11l,cpu,13.968,0.0422,0.0422,0.0521
npu,combination_473,yolo11x,npu,7.065,0.8818,0.8818,0.8820
npu,combination_483,mobilenet_v2,cpu,814.332,0.0316,0.0316,0.0327
npu,combination_483,resnet50,cpu,157.332,0.0224,0.0224,0.0293
npu,combination_483,yolo11n,cpu,85.222,0.0346,0.0346,0.0377
npu,combination_483,yolo11s,cpu,44.928,0.0263,0.0263,0.0366
npu,combination_483,yolo11m,npu,18.106,0.8053,0.8053,0.7248
npu,combination_483,yolo11l,cpu,13.968,0.0272,0.0272,0.0381
npu,combination_483,yolo11x,cpu,7.065,0.0410,0.0410,0.0699
npu,combination_491,mobilenet_v2,cpu,814.332,0.0437,0.0437,0.0410
npu,combination_491,resnet50,npu,157.332,0.2812,0.2812,0.3572
npu,combination_491,yolo11n,npu,85.222,0.2821,0.2821,0.2739
npu,combination_491,yolo11s,cpu,44.928,0.0321,0.0321,0.0482
npu,combination_491,yolo11m,npu,18.106,0.7428,0.7428,0.8313
npu,combination_491,yolo11l,cpu,13.968,0.0515,0.0515,0.0530
npu,combination_491,yolo11x,cpu,7.065,0.0637,0.0637,0.0908
npu,combination_497,mobilenet_v2,npu,907.441,0.0581,0.0581,0.0675
npu,combination_497,resnet50,npu,235.998,0.2080,0.2080,0.2476
npu,combination_497,yolo11n,cpu,85.222,0.0510,0.0510,0.0477
npu,combination_497,yolo11s,cpu,44.928,0.0432,0.0432,0.0475
npu,combination_497,yolo11m,cpu,18.106,0.0536,0.0536,0.0515
npu,combination_497,yolo11l,cpu,13.968,0.0480,0.0480,0.0500
npu,combination_497,yolo11x,npu,10.598,0.8152,0.8152,0.8379
npu,combination_480,mobilenet_v2,npu,814.332,0.0764,0.0764,0.0805
npu,combination_480,resnet50,npu,157.332,0.3812,0.3812,0.3958
npu,combination_480,yolo11n,cpu,85.222,0.0710,0.0710,0.0691
npu,combination_480,yolo11s,cpu,44.928,0.0603,0.0603,0.0650
npu,combination_480,yolo11m,cpu,18.106,0.0746,0.0746,0.0723
npu,combination_480,yolo11l,npu,13.968,0.8570,0.8570,0.8696
npu,combination_480,yolo11x,npu,7.065,0.9030,0.9030,0.8739
npu,combination_505,mobilenet_v2,cpu,814.332,0.0700,0.0700,0.0755
npu,combination_505,resnet50,cpu,157.332,0.0993,0.0993,0.0789
npu,combination_505,yolo11n,npu,127.833,0.2219,0.2219,0.2983
npu,combination_505,yolo11s,npu,67.392,0.4125,0.4125,0.4229
npu,combination_505,yolo11m,npu,27.159,0.8428,0.8428,0.6947
npu,combination_505,yolo11l,npu,20.952,0.8591,0.8591,0.8052
npu,combination_505,yolo11x,npu,10.598,0.9011,0.9011,0.8787
npu,combination_531,mobilenet_v2,cpu,814.332,0.0285,0.0285,0.0328
npu,combination_531,resnet50,cpu,157.332,0.0219,0.0219,0.0282
npu,combination_531,yolo11n,cpu,85.222,0.0325,0.0325,0.0375
npu,combination_531,yolo11s,cpu,44.928,0.0274,0.0274,0.0349
npu,combination_531,yolo11m,npu,36.212,0.3159,0.3159,0.3909
npu,combination_531,yolo11l,cpu,13.968,0.0322,0.0322,0.0365
npu,combination_531,yolo11x,cpu,7.065,0.0382,0.0382,0.0400
npu,combination_518,mobilenet_v2,npu,907.441,0.1444,0.1444,0.1207
npu,combination_518,resnet50,npu,314.664,0.3892,0.3892,0.3908
npu,combination_518,yolo11n,npu,170.444,0.3280,0.3280,0.4223
npu,combination_518,yolo11s,npu,89.856,0.6023,0.6023,0.7150
npu,combination_518,yolo11m,npu,36.212,0.9306,0.9306,0.7838
npu,combination_518,yolo11l,npu,27.936,0.9418,0.9418,0.8168
npu,combination_518,yolo11x,npu,14.130,0.9710,0.9710,0.9633
npu,combination_493,mobilenet_v2,cpu,814.332,0.0204,0.0204,0.0321
npu,combination_493,resnet50,cpu,157.332,0.0200,0.0200,0.0221
