# provenance: {"generated_at": "2026-07-29T18:38:28+09:00", "git_commit": "d0e2644025aa868515552f31d7ed11e8c52f694b (pre-commit HEAD)", "alpha": 0.3, "beta": 1.0, "seed": 42, "input_data": ["/home/msyu/PycharmProjects/multimodel-scheduling-mobilint/xgboost_model/full_collection_540/cpu_gpu/performance_gpu_full540.json", "/home/msyu/PycharmProjects/multimodel-scheduling-mobilint/xgboost_model/full_collection_540/cpu_npu/performance_npu_full540.json"], "experiment": "P4 unified oof"}
platform,combination,models,rate_factor,y3_valid,has_gen,fold,y1_meas,y2_meas,y3_meas,y1_pred,y2_pred,y3_pred,group
gpu,combination_418,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",2.0,True,True,2,0.1722016485485605,0.8096274136524342,0.6068694392716739,0.16005156934261322,0.7998738884925842,0.6130573153495789,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 2.0)"
gpu,combination_403,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",2.0,True,True,2,0.6512662764305339,0.23225455534403053,0.35423132629836546,0.5911905765533447,0.39997678995132446,0.3362724483013153,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 2.0)"
gpu,combination_382,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",1.5,True,True,0,0.2611178404568264,0.9991407089151451,0.19404591104734578,0.27049770951271057,0.9918732047080994,0.19084469974040985,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 1.5)"
gpu,combination_389,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",1.5,True,True,0,0.3070023648843514,0.7157894736842106,0.5925394548063128,0.3311430811882019,0.6892664432525635,0.62816321849823,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 1.5)"
gpu,combination_369,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",1.0,True,True,2,0.10195618858739745,0.831088992974239,0.14913329348475793,0.09784670174121857,0.8254686594009399,0.1447029560804367,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 1.0)"
gpu,combination_357,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",1.0,True,True,2,0.13041257249316382,0.9989754098360654,0.1737895995218171,0.13536660373210907,0.9241940379142761,0.13449245691299438,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 1.0)"
gpu,combination_390,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",1.5,True,True,0,0.3934071638691815,0.342857142857143,0.6791606886657101,0.412091463804245,0.3488263189792633,0.7945089340209961,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 1.5)"
gpu,combination_351,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",1.0,True,True,2,0.1094984825265182,0.8452868852459015,0.14031679617453677,0.11513502150774002,0.8979445695877075,0.12827426195144653,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 1.0)"
gpu,combination_407,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",2.0,True,True,2,0.35336280014335203,0.7119934729398967,0.25574177529484793,0.34863048791885376,0.8919563889503479,0.21407555043697357,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 2.0)"
gpu,combination_379,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",1.5,True,True,0,0.6233200669089229,0.24661654135338348,0.3242467718794835,0.6368997693061829,0.3582182228565216,0.3290475904941559,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 1.5)"
