# provenance: {"generated_at": "2026-07-29T18:30:03+09:00", "git_commit": "a8728e67ddf0c96db6e5cd5d57684cedc57136fb (pre-commit HEAD)", "alpha": 0.3, "beta": 1.0, "seed": 42, "input_data": ["/home/msyu/PycharmProjects/multimodel-scheduling-mobilint/xgboost_model/full_collection_540/cpu_gpu/performance_gpu_full540.json", "/home/msyu/PycharmProjects/multimodel-scheduling-mobilint/xgboost_model/full_collection_540/cpu_npu/performance_npu_full540.json"], "experiment": "P1 groupkfold oof", "platform": "npu"}
combination,models,workload,rate_factor,y3_valid,has_gen,fold,y1_meas,y2_meas,y3_meas,y1_pred,y2_pred,y3_pred,group
combination_388,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",yolo11s,1.5,True,True,0,0.2519148456859653,0.7953917050691244,0.7320799059929496,0.26073282957077026,0.7154473066329956,0.7735004425048828,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 1.5)"
combination_410,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",yolo11s,2.0,True,True,2,0.9014024128850509,0.40372093023255795,1.0,0.8323742747306824,0.4073355495929718,1.0,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 2.0)"
combination_387,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",yolo11s,1.5,True,True,0,0.1540324397386799,0.797695852534562,0.7320799059929496,0.16313773393630981,0.7461222410202026,0.7413902878761292,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 1.5)"
combination_362,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",yolo11s,1.0,True,True,0,0.885695524800485,0.43076197216324624,1.0,0.8830304741859436,0.37405863404273987,0.9806488156318665,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 1.0)"
combination_405,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",yolo11s,2.0,True,True,2,0.20699369220405414,1.0,0.4526854219948849,0.20481102168560028,0.9953584671020508,0.4353920817375183,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 2.0)"
combination_418,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",yolo11s,2.0,True,True,2,0.2334496907342764,0.6744186046511627,0.8126598465473146,0.23185692727565765,0.7794461250305176,0.768040657043457,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 2.0)"
combination_403,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",yolo11s,2.0,True,True,2,0.9968767223957375,0.2688372093023258,0.4936061381074168,0.8608629703521729,0.2331409603357315,0.4565841257572174,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 2.0)"
combination_382,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",yolo11s,1.5,True,True,0,0.4216602838477135,0.99815668202765,0.44242068155111636,0.44973990321159363,0.9982184767723083,0.44628170132637024,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 1.5)"
combination_389,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",yolo11s,1.5,True,True,0,0.4237440865059698,0.7755760368663596,0.7937720329024677,0.5136592388153076,0.6694077849388123,0.8180953860282898,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 1.5)"
combination_369,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",yolo11s,1.0,True,True,0,0.16971411253661983,0.7284736966265629,0.4012107870115575,0.2258363664150238,0.9687124490737915,0.4166046679019928,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 1.0)"
