size,fp32_score,int8_score
medium,0.84859097,0.789286077
medium,0.6660147905,0.4451949298
medium,0.6348816156,0.5
medium,0.8290089965,0.6088991761
medium,0.8567928672,0.8235710263
medium,0.7548826933,0.6593308449
medium,0.6562930346,0.5
medium,0.7831375599,0.4448888898
medium,0.5577505231,0.3911007941
medium,0.8519409895,0.8235710263
medium,0.7403699756,0.6593308449
medium,0.6074091196,0.6083088517
medium,0.5827986002,0.5
medium,0.8433940411,0.8235710263
medium,0.7377635837,0.7069088221
medium,0.6324828267,0.6593308449
medium,0.8363935947,0.7515168786
medium,0.599226594,0.2920652032
medium,0.845031321,0.8533143997
medium,0.7367096543,0.7069088221
medium,0.6789371371,0.5548050404
medium,0.8045532107,0.7515168786
medium,0.3626475632,0.2920652032
medium,0.8516904712,0.8316619992
medium,0.8497545719,0.8533143997
medium,0.7597842216,0.6593308449
medium,0.8827233315,0.7905199528
medium,0.5701565146,0.3911007941
medium,0.8465121984,0.8533143997
medium,0.726147294,0.6593308449
medium,0.8848284483,0.8545508385
medium,0.4811683297,0.3694307506
medium,0.8437493443,0.8533143997
medium,0.6920313239,0.5548050404
medium,0.8528212309,0.7905199528
medium,0.4319152534,0.2555325031
medium,0.8499817848,0.8316619992
medium,0.7311167121,0.6083088517
medium,0.8545414805,0.8545508385
medium,0.7072415948,0.7444674373
medium,0.8544213772,0.8235710263
medium,0.6181454062,0.5
medium,0.8632839918,0.7905199528
medium,0.6985754967,0.6305692792
medium,0.8297908306,0.789286077
medium,0.5318892002,0.3916911483
medium,0.8190671206,0.8248279095
medium,0.6526494622,0.6088991761
medium,0.8333498836,0.8316619992
medium,0.4179371893,0.3406691849
medium,0.8215292692,0.7905199528
medium,0.83325845,0.8235710263
medium,0.4553601444,0.2930911481
medium,0.8259752393,0.7905199528
medium,0.8326043487,0.8235710263
medium,0.5455625653,0.3406691849
medium,0.8367882371,0.7905199528
medium,0.5726228952,0.5
medium,0.8321977258,0.789286077
medium,0.5650465488,0.5
medium,0.8114472032,0.8325737715
medium,0.7413642406,0.6601653695
medium,0.8328760862,0.8316619992
medium,0.5262890458,0.3916911483
medium,0.8398275971,0.7919383645
medium,0.6647660136,0.6601653695
medium,0.8365848064,0.8235710263
medium,0.5556997061,0.5
medium,0.8404320478,0.7079347968
medium,0.6645706892,0.6903998852
medium,0.8236204982,0.789286077
medium,0.5503782034,0.4451949298
medium,0.7863585949,0.7515168786
medium,0.7698460817,0.7079347968
medium,0.8382886648,0.8235710263
medium,0.5924386382,0.4451949298
medium,0.8254737854,0.7919383645
medium,0.8217763305,0.8248279095
medium,0.8283215761,0.8316619992
medium,0.6310218573,0.3406691849
medium,0.8082755208,0.7444674373
medium,0.8532587886,0.8316619992
medium,0.5805002451,0.3406691849
medium,0.8385227323,0.8325737715
medium,0.8448252678,0.8533143997
medium,0.5385146737,0.2930911481
medium,0.859508574,0.8325737715
medium,0.8271079063,0.8235710263
medium,0.5681867599,0.6088991761
medium,0.8385567665,0.8533143997
medium,0.3842002749,0.2930911481
medium,0.4519039392,0.5551111102
medium,0.8302180767,0.789286077
medium,0.625446856,0.3916911483
medium,0.4201667011,0.3911007941
medium,0.8380746245,0.8235710263
medium,0.5834770799,0.4451949298
medium,0.8216630816,0.8235710263
medium,0.6151415706,0.5
medium,0.8024379611,0.7503580451
medium,0.6698214412,0.5
medium,0.8149228692,0.789286077
medium,0.6720663309,0.5548050404
medium,0.8071475029,0.7821026444
medium,0.5989720821,0.5
medium,0.8236777186,0.789286077
medium,0.4668278098,0.3406691849
medium,0.8416622877,0.8235710263
medium,0.5750460029,0.2930911481
medium,0.8227981329,0.8533143997
medium,0.825588882,0.8533143997
medium,0.6072335839,0.2930911481
medium,0.8244395256,0.8533143997
medium,0.5969697237,0.4207999408
medium,0.8409628868,0.8533143997
medium,0.5839655399,0.4451949298
medium,0.83562994,0.8235710263
medium,0.4644382894,0.3916911483
medium,0.7961217761,0.8235710263
medium,0.5270778537,0.3454769254
medium,0.8194355369,0.789286077
medium,0.5693717003,0.5
medium,0.8195858598,0.789286077
medium,0.5205981731,0.3454769254
medium,0.8275364041,0.8235710263
medium,0.4287357628,0.3454769254
medium,0.8118492961,0.8235710263
medium,0.5269887447,0.3454769254
medium,0.8131742477,0.789286077
medium,0.4437741637,0.2930911481
medium,0.7974278927,0.7503580451
medium,0.7759735584,0.789286077
medium,0.8016691208,0.7503580451
medium,0.80822438,0.8235710263
medium,0.8054520488,0.789286077
medium,0.7877708673,0.8235710263
medium,0.8050931096,0.789286077
medium,0.7905732393,0.8235710263
medium,0.4986767769,0.2930911481
medium,0.8004040122,0.8235710263
medium,0.4975858033,0.3406691849
medium,0.7961897254,0.8235710263
medium,0.4920398891,0.3406691849
medium,0.7965710759,0.7821026444
medium,0.5451199412,0.2930911481
medium,0.8099197149,0.789286077
medium,0.5053468347,0.3406691849
medium,0.8124958277,0.789286077
medium,0.8202655315,0.789286077
medium,0.7976686954,0.8235710263
medium,0.8213353753,0.8235710263
medium,0.8367216587,0.8235710263
medium,0.8150137663,0.789286077
medium,0.8281704187,0.789286077
medium,0.8357608914,0.789286077
medium,0.8291608691,0.8235710263
medium,0.8175569773,0.789286077
medium,0.8087658286,0.7503580451
medium,0.8076785207,0.7503580451
medium,0.8161709905,0.789286077
medium,0.8136726022,0.789286077
medium,0.8304209709,0.8235710263
medium,0.8119034767,0.8235710263
medium,0.8104023337,0.8235710263
medium,0.8346877694,0.8533143997
medium,0.8185932636,0.8533143997
medium,0.8379455209,0.8235710263
medium,0.834203124,0.8235710263
medium,0.8248161077,0.8235710263
medium,0.8062477708,0.8235710263
medium,0.8252296448,0.7503580451
medium,0.8183329105,0.6083088517
medium,0.815351665,0.6593308449
medium,0.7974784374,0.6545230746
medium,0.7832742333,0.6545230746
medium,0.8172536492,0.7503580451
medium,0.8110207319,0.7228156328
medium,0.8197349906,0.7228156328
medium,0.8295730948,0.789286077
medium,0.8266996145,0.7503580451
medium,0.7743818164,0.7069088221
medium,0.7905353904,0.7503580451
medium,0.8094782829,0.789286077
medium,0.8029406071,0.789286077
medium,0.8012982607,0.789286077
medium,0.7983229756,0.7503580451
medium,0.8285649419,0.7503580451
medium,0.824344039,0.789286077
medium,0.8120037913,0.7503580451
medium,0.8073037267,0.7228156328
medium,0.7940378189,0.6593308449
medium,0.7842276096,0.6593308449
medium,0.7939325571,0.6593308449
medium,0.8227832913,0.7503580451
medium,0.8210743666,0.7503580451
medium,0.8166304231,0.7069088221
medium,0.8291412592,0.7069088221
medium,0.8013060093,0.7503580451
medium,0.8169438839,0.7069088221
medium,0.8248149157,0.789286077
medium,0.8196464777,0.789286077
medium,0.7959176898,0.7503580451
medium,0.8161765337,0.789286077
medium,0.8069793582,0.789286077
medium,0.3446056247,0.2930911481
medium,0.7687552571,0.7503580451
medium,0.6066477299,0.5
medium,0.7848596573,0.7503580451
medium,0.4693136513,0.3916911483
medium,0.7869798541,0.7503580451
medium,0.7765401602,0.6593308449
medium,0.6121352911,0.5
medium,0.7645186782,0.6545230746
medium,0.7808305025,0.7503580451
medium,0.5629805326,0.4451949298
medium,0.7980171442,0.7503580451
medium,0.4308953285,0.2930911481
medium,0.7810647488,0.789286077
medium,0.7643737793,0.7503580451
medium,0.7861689925,0.7503580451
medium,0.4478212893,0.3916911483
medium,0.7713996768,0.6593308449
medium,0.7577030063,0.6083088517
medium,0.76042974,0.6083088517
medium,0.5478534102,0.3406691849
medium,0.7905220985,0.6593308449
medium,0.8078256845,0.6083088517
medium,0.8152137995,0.7069088221
medium,0.8093127608,0.7069088221
medium,0.5441076159,0.2930911481
medium,0.8084545732,0.7503580451
medium,0.8027745485,0.6593308449
medium,0.6545463204,0.3406691849
medium,0.7719694376,0.6083088517
medium,0.632602036,0.3406691849
medium,0.7925354242,0.6593308449
medium,0.6509580016,0.4451949298
medium,0.8130531907,0.7069088221
medium,0.7148403525,0.3916911483
medium,0.7923724651,0.7069088221
medium,0.7319084406,0.5548050404
medium,0.8070603013,0.789286077
medium,0.7589261532,0.6083088517
medium,0.799608171,0.7503580451
medium,0.799292326,0.7069088221
medium,0.8068300486,0.789286077
medium,0.7942564487,0.7503580451
medium,0.8075830936,0.7503580451
medium,0.8062657118,0.7069088221
medium,0.8055564165,0.7069088221
medium,0.7739436626,0.6593308449
medium,0.8009790778,0.6593308449
medium,0.7888206244,0.7069088221
medium,0.7932989597,0.789286077
medium,0.7724223733,0.7503580451
medium,0.7905809879,0.789286077
medium,0.787125349,0.7503580451
medium,0.792524159,0.789286077
medium,0.7896688581,0.789286077
medium,0.8160715103,0.789286077
medium,0.7739376426,0.7503580451
medium,0.8199349046,0.7503580451
medium,0.7990343571,0.7503580451
medium,0.7807081938,0.7503580451
medium,0.7600220442,0.7069088221
medium,0.7940821052,0.7069088221
medium,0.7816677094,0.7503580451
medium,0.8198255897,0.789286077
medium,0.7646519542,0.7069088221
medium,0.4044249356,0.2930911481
medium,0.8210846186,0.7503580451
medium,0.7582250834,0.7069088221
medium,0.8656862378,0.8235710263
medium,0.7949295044,0.7069088221
medium,0.8050640225,0.7069088221
medium,0.7585429549,0.6083088517
medium,0.8069088459,0.7069088221
medium,0.7665096521,0.6083088517
medium,0.8113561273,0.6083088517
medium,0.7725249529,0.579200089
medium,0.8386104703,0.7069088221
medium,0.7749587893,0.6593308449
medium,0.8445563912,0.8235710263
medium,0.730229795,0.6083088517
medium,0.8253833652,0.8235710263
medium,0.7288326025,0.5548050404
medium,0.8356880546,0.8235710263
medium,0.7931588292,0.6593308449
medium,0.8524714708,0.789286077
medium,0.7396553159,0.6593308449
medium,0.8423302174,0.8235710263
medium,0.7596555352,0.7503580451
medium,0.8361369967,0.8235710263
medium,0.7780025005,0.7069088221
medium,0.8174988031,0.7503580451
medium,0.7989038825,0.789286077
medium,0.8009905815,0.789286077
medium,0.7266321778,0.6545230746
medium,0.7895836234,0.7821026444
medium,0.788043201,0.789286077
medium,0.776137352,0.7228156328
medium,0.7519293427,0.7069088221
medium,0.7889467478,0.7503580451
medium,0.7232021689,0.6593308449
medium,0.8153410554,0.7228156328
medium,0.7940731049,0.7069088221
medium,0.8005475402,0.7821026444
medium,0.7542571425,0.6545230746
medium,0.8137773275,0.7503580451
medium,0.780467093,0.7069088221
medium,0.8445625305,0.8235710263
medium,0.7287605405,0.6593308449
medium,0.8029782176,0.7503580451
medium,0.7827307582,0.7503580451
medium,0.8225064874,0.789286077
medium,0.8030810356,0.789286077
medium,0.7859770656,0.7503580451
medium,0.7723944187,0.7503580451
medium,0.7625021338,0.7069088221
medium,0.6849351525,0.6593308449
medium,0.7580956221,0.6593308449
medium,0.7668264508,0.7069088221
medium,0.7647747993,0.7503580451
medium,0.4205859303,0.3803819418
medium,0.7320356369,0.7069088221
medium,0.7683537602,0.6593308449
medium,0.6139704585,0.6196180582
medium,0.7693126798,0.7069088221
medium,0.392611295,0.2771843374
medium,0.8003943563,0.7503580451
medium,0.3039000034,0.2771843374
medium,0.5251109004,0.392159313
medium,0.8005592227,0.7503580451
medium,0.2815284729,0.2771843374
medium,0.8036157489,0.7069088221
medium,0.7828947306,0.6083088517
medium,0.3049454689,0.2930911481
medium,0.7869206071,0.6593308449
medium,0.7795066833,0.7069088221
medium,0.4288728535,0.3406691849
medium,0.7630422711,0.6593308449
medium,0.7253312469,0.6083088517
medium,0.4688205421,0.3803819418
medium,0.7443211079,0.6593308449
medium,0.5418878198,0.2930911481
medium,0.3225213885,0.2930911481
medium,0.7384127378,0.5548050404
medium,0.3011287749,0.2930911481
medium,0.7141162753,0.4451949298
medium,0.7117562294,0.5
medium,0.7212367654,0.5
medium,0.7630829811,0.6593308449
medium,0.336152494,0.2930911481
medium,0.7605787516,0.5
medium,0.7517193556,0.6083088517
medium,0.7531087995,0.6593308449
medium,0.7863826752,0.6593308449
medium,0.7979717851,0.7069088221
medium,0.4901016951,0.2930911481
medium,0.7729520202,0.6593308449
medium,0.5341362953,0.2930911481
medium,0.7832502723,0.7069088221
medium,0.5878114104,0.3406691849
medium,0.4738861918,0.4207999408
medium,0.7854139805,0.7503580451
medium,0.4091793001,0.4207999408
medium,0.7854500413,0.7069088221
medium,0.4181547761,0.3454769254
medium,0.8146314025,0.7069088221
medium,0.4998207092,0.3916911483
medium,0.7993623018,0.7069088221
medium,0.5044587851,0.3406691849
medium,0.4427663982,0.3406691849
medium,0.7665888071,0.7069088221
medium,0.5751187801,0.5
medium,0.7758443952,0.7069088221
medium,0.6454925537,0.2930911481
medium,0.4940074384,0.3916911483
medium,0.7776964307,0.7069088221
medium,0.6660650373,0.5
medium,0.592033565,0.5
medium,0.7900872827,0.7069088221
medium,0.6950652003,0.5548050404
medium,0.6582195163,0.3406691849
medium,0.7890769243,0.7069088221
medium,0.6902987957,0.5548050404
medium,0.6537767649,0.3406691849
medium,0.5274757743,0.3916911483
medium,0.359639287,0.3454769254
medium,0.7817251086,0.6593308449
medium,0.6920827627,0.5
medium,0.6082855463,0.4451949298
medium,0.5629439354,0.4451949298
medium,0.7630909085,0.6593308449
medium,0.7104725838,0.6593308449
medium,0.638568759,0.3916911483
medium,0.5905970931,0.5
medium,0.8017021418,0.8235710263
medium,0.7619588971,0.6593308449
medium,0.6623930335,0.6083088517
medium,0.6312190294,0.4207999408
medium,0.846909225,0.8235710263
medium,0.7583848238,0.7069088221
medium,0.6643097997,0.6083088517
medium,0.5989217162,0.4207999408
medium,0.7990876436,0.7503580451
medium,0.7366409898,0.6593308449
medium,0.6746276617,0.6593308449
medium,0.6114748716,0.3916911483
medium,0.766353786,0.7069088221
medium,0.7083448172,0.7069088221
medium,0.7078239918,0.7069088221
medium,0.6507813334,0.3916911483
medium,0.3659052551,0.2771843374
medium,0.7864515185,0.7069088221
medium,0.7126629949,0.6083088517
medium,0.6995054483,0.6593308449
medium,0.6502582431,0.3454769254
medium,0.8196091056,0.8235710263
medium,0.716211617,0.5548050404
medium,0.6288402081,0.6083088517
medium,0.6177671552,0.4207999408
medium,0.8237724304,0.8235710263
medium,0.7004153728,0.6593308449
medium,0.6680716276,0.5
medium,0.6610216498,0.3916911483
medium,0.7989935875,0.789286077
medium,0.7242258191,0.5
medium,0.7143788338,0.7069088221
medium,0.6167050004,0.2930911481
medium,0.8171392679,0.8533143997
medium,0.6613711715,0.5
medium,0.6603655815,0.6593308449
medium,0.5909724236,0.3406691849
medium,0.8423817754,0.8533143997
medium,0.6500152349,0.3916911483
medium,0.6410050988,0.5548050404
medium,0.6404119134,0.4451949298
medium,0.8501012921,0.7503580451
medium,0.6760405302,0.6593308449
medium,0.6660299897,0.4451949298
medium,0.6588485241,0.3916911483
medium,0.8467166424,0.8533143997
medium,0.6429852247,0.3454769254
medium,0.634185195,0.3406691849
medium,0.5689924359,0.5548050404
medium,0.8076226711,0.789286077
medium,0.5661705136,0.3406691849
medium,0.5270115137,0.3916911483
medium,0.8163707852,0.8235710263
medium,0.5914900899,0.2930911481
medium,0.5587467551,0.3454769254
medium,0.8113545179,0.789286077
medium,0.6547763944,0.3916911483
medium,0.4279592931,0.4451949298
medium,0.7374254465,0.6593308449
medium,0.6086220145,0.4207999408
medium,0.585478723,0.3406691849
medium,0.7933995128,0.7503580451
medium,0.6326938272,0.3454769254
medium,0.6043444276,0.4451949298
medium,0.6457914114,0.4451949298
medium,0.6172297001,0.3916911483
medium,0.5387481451,0.2930911481
medium,0.7987665534,0.5
medium,0.7194966078,0.5
medium,0.6385425925,0.4207999408
medium,0.7218174934,0.4207999408
medium,0.6679885387,0.3406691849
medium,0.7447136641,0.4451949298
medium,0.6848142743,0.3916911483
medium,0.7408037186,0.5
medium,0.7194548249,0.5548050404
medium,0.7044388056,0.4451949298
medium,0.69896698,0.5
medium,0.7488049269,0.5548050404
medium,0.6931215525,0.4451949298
medium,0.672001183,0.3454769254
medium,0.7744504809,0.5
medium,0.675411582,0.3406691849
medium,0.6681137085,0.4451949298
medium,0.7099178433,0.5
medium,0.7061813474,0.4207999408
medium,0.6879341006,0.5
medium,0.747194469,0.5
medium,0.7076371312,0.5
medium,0.7067617774,0.6083088517
medium,0.7641236186,0.7069088221
medium,0.7556357384,0.5548050404
medium,0.7242353559,0.5
medium,0.8010086417,0.7503580451
medium,0.7120885253,0.5
medium,0.7013260722,0.5548050404
medium,0.7820441127,0.7069088221
medium,0.7488808036,0.5
medium,0.591791153,0.5
medium,0.797003448,0.7503580451
medium,0.7409399152,0.4451949298
medium,0.5730053186,0.3454769254
medium,0.7905926704,0.7503580451
medium,0.736223042,0.6083088517
medium,0.5592263937,0.5
medium,0.786124289,0.6593308449
medium,0.7270119786,0.579200089
medium,0.5858427286,0.5548050404
medium,0.8089687824,0.7228156328
medium,0.7570821643,0.6593308449
medium,0.6023480892,0.6083088517
medium,0.7931047082,0.7228156328
medium,0.7332885265,0.6083088517
medium,0.4578818381,0.4207999408
medium,0.8299389482,0.7069088221
medium,0.7847450972,0.6593308449
medium,0.6213587523,0.4451949298
medium,0.8374652267,0.6593308449
medium,0.7790450454,0.6083088517
medium,0.572301507,0.3454769254
medium,0.7940910459,0.5
medium,0.7911737561,0.5548050404
medium,0.6236363649,0.5
medium,0.7978253961,0.6083088517
medium,0.7668027282,0.6083088517
medium,0.7139598727,0.5
medium,0.3400649428,0.3454769254
medium,0.8224258423,0.7228156328
medium,0.7793957591,0.5548050404
medium,0.7174555659,0.579200089
medium,0.417121917,0.4451949298
medium,0.7818801999,0.5
medium,0.7343910336,0.6545230746
medium,0.6421377659,0.4207999408
medium,0.7633858919,0.7228156328
medium,0.7144905329,0.5
medium,0.6044985056,0.4451949298
medium,0.8093083501,0.7821026444
medium,0.66066432,0.4451949298
medium,0.6094971299,0.3406691849
medium,0.798411727,0.7821026444
medium,0.6806726456,0.5
medium,0.6716205478,0.3406691849
medium,0.803619504,0.7821026444
medium,0.6720404625,0.5
medium,0.622421205,0.3454769254
medium,0.8381251693,0.7821026444
medium,0.6829688549,0.4207999408
medium,0.6695039272,0.4207999408
medium,0.8546635509,0.8316619992
medium,0.6900746822,0.3916911483
medium,0.57658571,0.5
medium,0.8517826796,0.7821026444
medium,0.7130251527,0.4451949298
medium,0.8302018046,0.7821026444
medium,0.6921081543,0.4451949298
medium,0.77848804,0.6545230746
medium,0.724573493,0.4451949298
medium,0.6944956779,0.3916911483
medium,0.7157869339,0.4451949298
medium,0.7102390528,0.4451949298
medium,0.7427436709,0.3916911483
medium,0.2583314776,0.3454769254
medium,0.7181913853,0.3454769254
medium,0.3075586259,0.3454769254
medium,0.7090921402,0.3916911483
medium,0.711646378,0.4207999408
medium,0.6615080833,0.2930911481
medium,0.6612090468,0.4207999408
medium,0.5096819401,0.3406691849
medium,0.678768754,0.4451949298
medium,0.6094928384,0.3406691849
medium,0.6482425928,0.3916911483
medium,0.5262540579,0.3916911483
medium,0.6199540496,0.3454769254
medium,0.5107052922,0.3406691849
medium,0.6383495331,0.4451949298
medium,0.6333796978,0.4207999408
medium,0.6821221113,0.5548050404
medium,0.6316833496,0.3454769254
medium,0.6820107698,0.4207999408
medium,0.5704535842,0.4451949298
medium,0.7041851878,0.6593308449
medium,0.6905625463,0.5
medium,0.7108486891,0.6593308449
medium,0.348446697,0.3247798979
medium,0.704710722,0.6593308449
medium,0.466042161,0.3406691849
medium,0.7200798392,0.6083088517
medium,0.5146487355,0.3454769254
medium,0.7464107275,0.579200089
medium,0.6503124833,0.4207999408
medium,0.2914580405,0.2939058244
medium,0.7653796673,0.6083088517
medium,0.7612729073,0.7069088221
medium,0.7260991335,0.5
medium,0.7134409547,0.7503580451
medium,0.8090746403,0.789286077
medium,0.7442724705,0.6593308449
medium,0.8360030055,0.7503580451
medium,0.7958455086,0.7069088221
medium,0.7805585861,0.6593308449
medium,0.7670954466,0.7228156328
medium,0.8106092811,0.789286077
medium,0.7860671878,0.7069088221
medium,0.7964897752,0.7503580451
medium,0.7928444743,0.7069088221
medium,0.7915604711,0.7503580451
medium,0.7884872556,0.789286077
medium,0.7884792089,0.7069088221
medium,0.7755920291,0.7503580451
medium,0.8044587374,0.7069088221
medium,0.7679386139,0.7069088221
medium,0.4106798768,0.2771843374
medium,0.7789731026,0.7503580451
medium,0.7670555115,0.6593308449
medium,0.4428365231,0.3454769254
medium,0.4363274276,0.5
medium,0.7981985211,0.7503580451
medium,0.7751550078,0.6593308449
medium,0.695415616,0.6545230746
medium,0.5025636554,0.3454769254
medium,0.7932950258,0.6593308449
medium,0.7706983089,0.7503580451
medium,0.6858044267,0.579200089
medium,0.5914617181,0.5
medium,0.8095713854,0.6593308449
medium,0.7609137893,0.7069088221
medium,0.7382955551,0.6545230746
medium,0.6067551374,0.5
medium,0.8049838543,0.7069088221
medium,0.7789788246,0.7069088221
medium,0.5950844884,0.5
medium,0.58087641,0.4207999408
medium,0.8316318989,0.789286077
medium,0.7628961802,0.7069088221
medium,0.5977977514,0.3454769254
medium,0.5244826674,0.2828217745
medium,0.8587397933,0.789286077
medium,0.7443218231,0.6083088517
medium,0.5693274736,0.5
medium,0.8110015988,0.7069088221
medium,0.7412621379,0.6593308449
medium,0.4831473529,0.4207999408
medium,0.8783684969,0.8235710263
medium,0.8001641631,0.6593308449
medium,0.7880529165,0.7069088221
medium,0.7644206882,0.7503580451
medium,0.4705206752,0.3454769254
medium,0.8265810013,0.789286077
medium,0.8159750104,0.7503580451
medium,0.7740235329,0.6083088517
medium,0.7540501952,0.6593308449
medium,0.4092871845,0.2771843374
medium,0.8409976363,0.789286077
medium,0.7762548923,0.6593308449
medium,0.7554395795,0.6593308449
medium,0.747780025,0.5
medium,0.8178344369,0.7503580451
medium,0.788821876,0.7069088221
medium,0.757072866,0.6083088517
medium,0.5530974865,0.5548050404
medium,0.4773504734,0.4451949298
medium,0.8554325104,0.789286077
medium,0.7849068642,0.6593308449
medium,0.7775706649,0.7503580451
medium,0.310152173,0.3406691849
medium,0.8476942778,0.789286077
medium,0.7755868435,0.7069088221
medium,0.7242293954,0.7069088221
medium,0.2744914889,0.2930911481
medium,0.8320795298,0.789286077
medium,0.7522870898,0.7503580451
medium,0.7257184982,0.6545230746
medium,0.4433351755,0.3406691849
medium,0.8001889586,0.7228156328
medium,0.7497622371,0.7069088221
medium,0.6349324584,0.5
medium,0.5373541117,0.3406691849
medium,0.853587687,0.8316619992
medium,0.7511769533,0.7503580451
medium,0.6285951138,0.5
medium,0.6171373129,0.5
medium,0.8558162451,0.8316619992
medium,0.7301633954,0.6593308449
medium,0.5507491827,0.4207999408
medium,0.4912938178,0.3916911483
medium,0.83502841,0.7228156328
medium,0.6983065605,0.6593308449
medium,0.675571084,0.5548050404
medium,0.7157271504,0.7069088221
medium,0.6637577415,0.579200089
medium,0.444665581,0.2771843374
medium,0.7314766645,0.7503580451
medium,0.6894423962,0.6083088517
medium,0.5327441692,0.2930911481
medium,0.7234374881,0.7069088221
medium,0.673296988,0.6593308449
medium,0.6125848889,0.2930911481
medium,0.7370040417,0.7503580451
medium,0.6969774365,0.4451949298
medium,0.6360664368,0.6083088517
medium,0.743063271,0.6083088517
medium,0.7340564132,0.7069088221
medium,0.7163800001,0.7069088221
medium,0.8238248229,0.6593308449
medium,0.7431678176,0.7503580451
medium,0.7367747426,0.6083088517
medium,0.775352478,0.6083088517
medium,0.7725118995,0.7503580451
medium,0.7301487923,0.6593308449
medium,0.521283865,0.2930911481
medium,0.7795246243,0.7069088221
medium,0.7758736014,0.789286077
medium,0.7014810443,0.6545230746
medium,0.7832089663,0.6593308449
medium,0.7782295346,0.789286077
medium,0.745313108,0.6593308449
medium,0.7872576118,0.7228156328
medium,0.7793710828,0.789286077
medium,0.6560841799,0.5548050404
medium,0.8090823889,0.789286077
medium,0.756978333,0.7228156328
medium,0.7041835785,0.6593308449
medium,0.823249042,0.8235710263
medium,0.7864035964,0.7228156328
medium,0.7086299658,0.5548050404
medium,0.6834116578,0.4207999408
medium,0.7899768949,0.789286077
medium,0.7689945698,0.6083088517
medium,0.7353162169,0.6593308449
medium,0.8390721679,0.8235710263
medium,0.7740892768,0.6593308449
medium,0.7069949508,0.6593308449
medium,0.8397699594,0.8235710263
medium,0.7405455709,0.6593308449
medium,0.7026755214,0.6593308449
medium,0.8199600577,0.789286077
medium,0.6849104166,0.6083088517
medium,0.6645991802,0.579200089
medium,0.7890508771,0.7069088221
medium,0.7363047004,0.6593308449
medium,0.7339139581,0.6083088517
medium,0.7216864824,0.6083088517
medium,0.8141632676,0.7503580451
medium,0.7769291401,0.7503580451
medium,0.7562009096,0.6083088517
medium,0.7061421871,0.5
medium,0.7791265845,0.7503580451
medium,0.7587239742,0.6593308449
medium,0.6905028224,0.5
medium,0.7858464122,0.7503580451
medium,0.7350971103,0.579200089
medium,0.7645087838,0.7503580451
medium,0.7469995022,0.6083088517
medium,0.7330798507,0.6545230746
medium,0.732145071,0.6083088517
medium,0.662397325,0.5
medium,0.7648313642,0.7503580451
medium,0.7547810674,0.5
medium,0.6826127768,0.579200089
medium,0.7611232996,0.7503580451
medium,0.7256125808,0.6593308449
medium,0.6147356033,0.5548050404
medium,0.5737367272,0.2771843374
medium,0.7576938868,0.7503580451
medium,0.7379441857,0.6545230746
medium,0.7264847159,0.6593308449
medium,0.6295226216,0.6083088517
medium,0.7682637572,0.7228156328
medium,0.7548011541,0.7503580451
medium,0.7292690277,0.6593308449
medium,0.6648782492,0.5548050404
medium,0.7382343411,0.7503580451
medium,0.7311888337,0.7069088221
medium,0.6861518025,0.6083088517
medium,0.64484936,0.2771843374
medium,0.787125051,0.7228156328
medium,0.7722120881,0.7503580451
medium,0.6911554337,0.5
medium,0.6757825613,0.6083088517
medium,0.6754569411,0.6593308449
medium,0.7716546655,0.7503580451
medium,0.7673118711,0.6083088517
medium,0.7656586766,0.6545230746
medium,0.5704703331,0.3916911483
medium,0.5605392456,0.6593308449
medium,0.4945956767,0.3406691849
medium,0.7676923871,0.7069088221
medium,0.7654429078,0.5
medium,0.6215419769,0.7069088221
medium,0.5125370026,0.4451949298
medium,0.7390677929,0.6083088517
medium,0.7326741815,0.5
medium,0.6596899629,0.6593308449
medium,0.6098752022,0.3916911483
medium,0.8391488791,0.8235710263
medium,0.7395533919,0.5548050404
medium,0.7286225557,0.7503580451
medium,0.4984652698,0.2930911481
medium,0.8249332905,0.7069088221
medium,0.7170091867,0.7503580451
medium,0.7058393359,0.579200089
medium,0.8346016407,0.7503580451
medium,0.670278728,0.6545230746
medium,0.5629106164,0.3916911483
medium,0.8504095078,0.789286077
medium,0.7066166401,0.579200089
medium,0.4147242606,0.3454769254
medium,0.8509886861,0.789286077
medium,0.6859190464,0.4451949298
medium,0.3712735176,0.3454769254
medium,0.8418567777,0.789286077
medium,0.7251925468,0.579200089
medium,0.831890583,0.789286077
medium,0.7598438859,0.7069088221
medium,0.4683868885,0.3454769254
medium,0.8313541412,0.7503580451
medium,0.7600735426,0.6593308449
medium,0.4932240844,0.3454769254
medium,0.8306830525,0.7228156328
medium,0.8056565523,0.7069088221
medium,0.5527160764,0.3454769254
medium,0.8272747993,0.7503580451
medium,0.7847700715,0.6083088517
medium,0.4662797749,0.4207999408
medium,0.8274590969,0.7228156328
medium,0.7655560374,0.6083088517
medium,0.564843595,0.4207999408
medium,0.8107314706,0.7069088221
medium,0.7920101285,0.7069088221
medium,0.5227937102,0.3454769254
medium,0.7884466052,0.7228156328
medium,0.7560472488,0.7069088221
medium,0.5480029583,0.4207999408
medium,0.7963396311,0.7228156328
medium,0.7451871037,0.7069088221
medium,0.5262854695,0.3454769254
medium,0.7832539678,0.6545230746
medium,0.7462056279,0.7069088221
medium,0.5243471265,0.2771843374
medium,0.7927907705,0.7228156328
medium,0.7560380697,0.6593308449
medium,0.6243523955,0.4207999408
medium,0.8021659851,0.7821026444
medium,0.7629032731,0.7069088221
