size,fp32_score,int8_score
small,0.3435623646,0.2930911481
small,0.5559200644,0.4393097758
small,0.3784720898,0.2930911481
small,0.3241418004,0.2930911481
small,0.4958531857,0.4393097758
small,0.3778708279,0.2930911481
small,0.5374235511,0.3406691849
small,0.3919990063,0.3916911483
small,0.3303429186,0.2930911481
small,0.4204227328,0.3916911483
small,0.5860655308,0.5
small,0.4165706336,0.4451949298
small,0.4598685205,0.4393097758
small,0.4375660121,0.3406691849
small,0.3274368048,0.2930911481
small,0.3349437118,0.2930911481
small,0.3209528625,0.2930911481
small,0.5297259688,0.3247798979
small,0.5869139433,0.5606901646
small,0.4139807522,0.2771843374
small,0.3754011691,0.3454769254
small,0.5003600121,0.5
small,0.2696838379,0.2737150788
small,0.4302085936,0.2771843374
small,0.3635846674,0.2771843374
small,0.3910679519,0.2771843374
small,0.4039403796,0.2771843374
small,0.3643723428,0.3454769254
small,0.4027219415,0.2771843374
small,0.4608136714,0.4207999408
small,0.3495360017,0.2771843374
small,0.3744296432,0.3406691849
small,0.5617318749,0.4451949298
small,0.3378366232,0.2930911481
small,0.5725995898,0.3916911483
small,0.3286994398,0.2930911481
small,0.5661768913,0.3916911483
small,0.4727219939,0.2771843374
small,0.3379017115,0.3454769254
small,0.4792525768,0.2737150788
small,0.4451534152,0.2737150788
small,0.4760703444,0.2771843374
small,0.3255754113,0.2930911481
small,0.5399494171,0.2930911481
small,0.3299938738,0.3406691849
small,0.5581626296,0.3406691849
small,0.300342232,0.3916911483
small,0.463807106,0.3454769254
small,0.2857548594,0.3406691849
small,0.3593094349,0.2939058244
small,0.4493883848,0.4207999408
small,0.4503973722,0.3454769254
small,0.2969621718,0.2771843374
small,0.4786045253,0.3454769254
small,0.4500175416,0.3454769254
small,0.4692096114,0.4207999408
small,0.3686414063,0.2771843374
small,0.4562718272,0.4207999408
small,0.3878114223,0.3454769254
small,0.3515446186,0.3247798979
small,0.5809996724,0.5
small,0.413684845,0.3454769254
small,0.4388232231,0.4207999408
small,0.3721597493,0.2771843374
small,0.4311518669,0.4207999408
small,0.3842859864,0.2771843374
small,0.4877984822,0.4207999408
small,0.3899219334,0.4207999408
small,0.3378565013,0.3454769254
small,0.4606858194,0.3803819418
small,0.3935759664,0.4207999408
small,0.2784529626,0.2771843374
small,0.5948014855,0.5
small,0.5131588578,0.4207999408
small,0.3563574255,0.3454769254
small,0.527664721,0.4393097758
small,0.4679031968,0.4207999408
small,0.3334752321,0.4207999408
small,0.4613767564,0.3803819418
small,0.3950003684,0.3916911483
small,0.3691618145,0.3454769254
small,0.5131733418,0.5
small,0.3873698115,0.4207999408
small,0.4667558968,0.3916911483
small,0.2675920427,0.4207999408
small,0.5346853733,0.4451949298
small,0.3706942499,0.4207999408
small,0.5975210667,0.4393097758
small,0.4611874223,0.3916911483
small,0.253862977,0.3454769254
small,0.3636861742,0.2920652032
small,0.6388517618,0.5
small,0.5355852246,0.5
small,0.3868181705,0.3911007941
small,0.5991466641,0.5548050404
small,0.3336085975,0.3398346603
small,0.3804474771,0.2737150788
small,0.5319215655,0.5548050404
small,0.4162526727,0.3398346603
small,0.458568424,0.3803819418
small,0.566937089,0.4451949298
small,0.4170011282,0.3916911483
small,0.4366734028,0.3911007941
small,0.6290652752,0.5
small,0.4975743592,0.3916911483
small,0.4336670935,0.3803819418
small,0.6106811166,0.5
small,0.3908522129,0.2737150788
small,0.5973845124,0.5548050404
small,0.300349623,0.3406691849
small,0.3904113472,0.2920652032
small,0.478248626,0.3803819418
small,0.3762584329,0.3247798979
small,0.6305469871,0.5548050404
small,0.3425442576,0.3406691849
small,0.3985266685,0.3398346603
small,0.6849223971,0.5548050404
small,0.300739944,0.2930911481
small,0.3886058033,0.3398346603
small,0.6733472943,0.5548050404
small,0.3629831076,0.2920652032
small,0.6553301811,0.5
small,0.3638954461,0.2920652032
small,0.5651236773,0.4451949298
small,0.314522624,0.2930911481
small,0.5188528299,0.4451949298
small,0.351854831,0.3406691849
small,0.3878030777,0.3406691849
small,0.3444830775,0.2920652032
small,0.4262219071,0.2737150788
small,0.6132215858,0.4451949298
small,0.274525106,0.2930911481
small,0.252312094,0.2930911481
small,0.4708749056,0.4451949298
small,0.3604111075,0.3247798979
small,0.3061837554,0.4393097758
small,0.3995885253,0.3406691849
small,0.6882466674,0.5548050404
small,0.3133319318,0.3406691849
small,0.4692773223,0.3916911483
small,0.41407305,0.3398346603
small,0.3135665059,0.2930911481
small,0.4164686501,0.2920652032
small,0.3050073385,0.2771843374
small,0.4207936823,0.2920652032
small,0.3041060567,0.2771843374
small,0.4422447979,0.2920652032
small,0.3407199383,0.2930911481
small,0.3945214152,0.3916911483
small,0.3800382912,0.2920652032
small,0.4280468225,0.2939058244
small,0.3321197629,0.2930911481
small,0.4057881236,0.3916911483
small,0.4576424062,0.2939058244
small,0.4441626072,0.3916911483
small,0.4420651197,0.4451949298
small,0.4138153493,0.4451949298
small,0.3363440335,0.2930911481
small,0.2621579766,0.3406691849
small,0.3562716544,0.3406691849
small,0.4944672287,0.3406691849
small,0.4066794813,0.3406691849
small,0.3088783324,0.2930911481
small,0.3273626864,0.3406691849
small,0.4397814274,0.3406691849
small,0.5212538838,0.3406691849
small,0.5450242162,0.3406691849
small,0.5457460284,0.3406691849
small,0.5765431523,0.3916911483
small,0.5239684582,0.2930911481
small,0.4934891462,0.2930911481
small,0.5321907997,0.3406691849
small,0.5142887831,0.3916911483
small,0.5149222612,0.2930911481
small,0.6869160533,0.3916911483
small,0.6458268166,0.3916911483
small,0.682494998,0.2930911481
small,0.7346286774,0.6083088517
small,0.7671502829,0.7069088221
small,0.7813947201,0.6083088517
small,0.7715638876,0.6593308449
small,0.7652593255,0.6083088517
small,0.746949017,0.6593308449
small,0.7620804906,0.6593308449
small,0.7896027565,0.7069088221
small,0.7175183892,0.5548050404
small,0.7308847308,0.6593308449
small,0.6738878489,0.6083088517
small,0.5797157288,0.5548050404
small,0.4621098638,0.5
small,0.3014461696,0.2930911481
small,0.370359689,0.2930911481
small,0.4596017003,0.4451949298
small,0.3225199282,0.2930911481
small,0.3499248922,0.3406691849
small,0.2689412236,0.2930911481
small,0.359449774,0.3406691849
small,0.350176543,0.3454769254
small,0.2967561483,0.3916911483
small,0.2933335006,0.3916911483
small,0.2821513712,0.3916911483
small,0.275295794,0.3406691849
small,0.2555549741,0.2930911481
small,0.2617112696,0.2930911481
small,0.2888971269,0.3406691849
small,0.270860523,0.2930911481
small,0.5389573574,0.3406691849
small,0.3234047294,0.3406691849
small,0.5399996638,0.2930911481
small,0.3297744095,0.2930911481
small,0.3170798421,0.3406691849
small,0.3172500432,0.2930911481
small,0.2858436406,0.3406691849
small,0.3134320974,0.3916911483
small,0.3576792479,0.2771843374
small,0.3829395473,0.2771843374
small,0.285859406,0.2771843374
small,0.3367556632,0.3454769254
small,0.3763504624,0.3454769254
small,0.3156677485,0.2930911481
small,0.3877057135,0.2930911481
small,0.3107744455,0.2771843374
small,0.4502705932,0.3916911483
small,0.4934877157,0.5
small,0.3982139826,0.3406691849
small,0.4625382125,0.2930911481
small,0.429815203,0.4451949298
small,0.432536155,0.3916911483
small,0.3957071304,0.5
small,0.4473454654,0.5
small,0.5190899372,0.5
small,0.6242961884,0.5548050404
small,0.3094918728,0.2771843374
small,0.5314411521,0.5
small,0.5543213487,0.5548050404
small,0.5344212651,0.5548050404
small,0.5047739148,0.5548050404
small,0.5022366047,0.5548050404
small,0.4741896391,0.5
small,0.4700314403,0.5
small,0.2864118218,0.2737150788
small,0.305315733,0.2737150788
small,0.3853785098,0.3247798979
small,0.3412559032,0.2737150788
small,0.5092095137,0.2930911481
small,0.3855627179,0.3247798979
small,0.3668140769,0.3247798979
small,0.3524104953,0.3247798979
small,0.3151975274,0.2737150788
small,0.2898494601,0.3247798979
small,0.3098827004,0.2939058244
small,0.4072954357,0.2930911481
small,0.2588798106,0.2930911481
small,0.2846761942,0.2930911481
small,0.3309997618,0.2930911481
small,0.2782468498,0.2930911481
small,0.3131793141,0.3406691849
small,0.3642354608,0.3406691849
small,0.3713650405,0.3406691849
small,0.3579295278,0.2930911481
small,0.3436830044,0.2930911481
small,0.4361911416,0.3406691849
small,0.3437086344,0.2930911481
small,0.3043549359,0.2930911481
small,0.3652967811,0.2930911481
small,0.4429214597,0.3406691849
small,0.3665868342,0.2930911481
small,0.3014397621,0.3406691849
small,0.4208533764,0.3916911483
small,0.3508311212,0.2930911481
small,0.3272043765,0.3454769254
small,0.447578907,0.3454769254
small,0.3376843333,0.3454769254
small,0.3508326411,0.3454769254
small,0.3372919858,0.3454769254
small,0.3224186897,0.3454769254
small,0.3195799291,0.2771843374
small,0.4317493439,0.2930911481
small,0.3749518394,0.3454769254
small,0.364972055,0.2771843374
small,0.3331507742,0.2771843374
small,0.3018509746,0.3406691849
small,0.3136617839,0.3916911483
small,0.3447268903,0.3406691849
small,0.2831297815,0.2930911481
small,0.3019331992,0.3916911483
small,0.4712519944,0.4207999408
small,0.3777329922,0.2771843374
small,0.3445420861,0.3454769254
small,0.2770067155,0.2930911481
small,0.3963396549,0.4451949298
small,0.4542634189,0.3406691849
small,0.2742342651,0.3406691849
small,0.3554280996,0.3406691849
small,0.3874723315,0.3916911483
small,0.278370589,0.3454769254
small,0.31751284,0.2930911481
small,0.2728528976,0.3406691849
small,0.4490224123,0.4451949298
small,0.4389364719,0.3916911483
small,0.4467965961,0.3454769254
small,0.3131612539,0.2930911481
small,0.4254811704,0.3916911483
small,0.427180618,0.5
small,0.4612201154,0.3406691849
small,0.4447543621,0.4451949298
small,0.2997421622,0.3454769254
small,0.4737459421,0.4451949298
small,0.2670640051,0.2930911481
small,0.4767542779,0.4451949298
small,0.3697336912,0.3916911483
small,0.2862514853,0.3916911483
small,0.3666508496,0.3916911483
small,0.405613333,0.3916911483
small,0.2812353373,0.2930911481
small,0.4790967107,0.3916911483
small,0.2548964024,0.3916911483
small,0.2774964869,0.3406691849
small,0.2567176819,0.2930911481
small,0.3848216236,0.3916911483
small,0.5226156712,0.5
small,0.6271520853,0.6083088517
small,0.5520942807,0.5
small,0.536354661,0.3916911483
small,0.4021382928,0.3454769254
small,0.4897129834,0.4207999408
small,0.4543581903,0.3916911483
small,0.4399343729,0.4207999408
small,0.4438179433,0.4207999408
small,0.3660112619,0.3454769254
small,0.3942086995,0.4207999408
small,0.4437887073,0.3454769254
small,0.3952212334,0.3454769254
small,0.2635109425,0.2930911481
small,0.49640733,0.5
small,0.4302745163,0.3454769254
small,0.5154755712,0.3916911483
small,0.5178537965,0.3916911483
small,0.3494856656,0.3454769254
small,0.5314411521,0.5
small,0.2726973891,0.3454769254
small,0.5391327739,0.5
small,0.5417696834,0.4207999408
small,0.5191706419,0.3454769254
small,0.557574749,0.5
small,0.2730027735,0.2771843374
small,0.539475143,0.4207999408
small,0.5337411761,0.4451949298
small,0.5461942554,0.5
small,0.4689385891,0.3454769254
small,0.5875031352,0.4451949298
small,0.3048088551,0.2930911481
small,0.6987965107,0.6083088517
small,0.6266069412,0.5548050404
small,0.6235593557,0.5
small,0.6029776931,0.5
small,0.5529188514,0.5
small,0.6152262688,0.5
small,0.5252894163,0.5
small,0.3943209946,0.3406691849
small,0.3371686041,0.3916911483
small,0.3528330326,0.3406691849
small,0.4439302087,0.3916911483
small,0.3399397433,0.2930911481
small,0.5037218928,0.4451949298
small,0.5961539745,0.5
small,0.5838620067,0.5
small,0.5447230935,0.5
small,0.5655366182,0.4451949298
small,0.6075601578,0.3406691849
small,0.7094700336,0.5548050404
small,0.3122591972,0.2930911481
small,0.6886643171,0.5
small,0.6627820134,0.4451949298
small,0.6703113914,0.6083088517
small,0.2963351905,0.2930911481
small,0.694647491,0.5
small,0.736923933,0.5548050404
small,0.7071517706,0.6083088517
small,0.64844203,0.5
small,0.7122361064,0.5
small,0.6514750719,0.5548050404
small,0.5950870514,0.3916911483
small,0.5745250583,0.3916911483
small,0.642934382,0.5
small,0.4902528226,0.3406691849
small,0.4822560251,0.3454769254
small,0.5991187096,0.5
small,0.6212038994,0.5
small,0.5893856287,0.579200089
small,0.6329112053,0.3454769254
small,0.3601270318,0.2930911481
small,0.605191946,0.4207999408
small,0.7017855048,0.4451949298
small,0.5652801991,0.3406691849
small,0.6776894331,0.5
small,0.6808274388,0.4207999408
small,0.6808564067,0.3916911483
small,0.7456560135,0.5
small,0.6425836086,0.3916911483
small,0.6447200179,0.4451949298
small,0.5575192571,0.3406691849
small,0.6984909177,0.5
small,0.7145893574,0.3406691849
small,0.7042469382,0.4451949298
small,0.6937266588,0.3916911483
small,0.6593543887,0.4451949298
small,0.6922404766,0.5548050404
small,0.6364149451,0.3916911483
small,0.6114843488,0.3406691849
small,0.6085449457,0.3916911483
small,0.6371607184,0.3406691849
small,0.7243571877,0.5548050404
small,0.6495323777,0.3916911483
small,0.6700147986,0.4451949298
small,0.2831638455,0.2930911481
small,0.323363632,0.2930911481
small,0.2830123007,0.2930911481
small,0.2655552328,0.2930911481
small,0.3090314567,0.2930911481
small,0.3423602283,0.3406691849
small,0.3302845061,0.2930911481
small,0.332048893,0.2930911481
small,0.3053923547,0.2930911481
small,0.3035595715,0.2939058244
small,0.3905168176,0.392159313
small,0.377061516,0.2737150788
small,0.3250918686,0.2698968053
small,0.2574701309,0.3108567595
small,0.2544309795,0.4017788768
small,0.3902808726,0.2930911481
small,0.3242220283,0.2930911481
small,0.4502336681,0.5
small,0.4704917371,0.5
small,0.5583407283,0.5
small,0.5132017732,0.392159313
small,0.5994923711,0.5
small,0.6400565505,0.6078406572
small,0.502710104,0.392159313
small,0.4066952169,0.2939058244
small,0.4797270596,0.392159313
small,0.453322798,0.392159313
small,0.380037874,0.2939058244
small,0.2846214175,0.2939058244
small,0.3004103303,0.2939058244
small,0.3929608762,0.2939058244
small,0.3304696977,0.2939058244
small,0.4290895462,0.3247798979
small,0.395380795,0.3803819418
small,0.4028007686,0.3247798979
small,0.3794308007,0.3803819418
small,0.3998701274,0.3247798979
small,0.3986599743,0.3247798979
small,0.3077630103,0.3247798979
small,0.4197410047,0.4393097758
small,0.4383111894,0.3803819418
small,0.4523780942,0.3803819418
small,0.4242500961,0.3803819418
small,0.4487406015,0.3803819418
small,0.4668245912,0.4393097758
small,0.4466661811,0.3803819418
small,0.4750968218,0.4393097758
small,0.4374782145,0.3803819418
small,0.4201188087,0.3247798979
small,0.3802534938,0.3803819418
small,0.3277276456,0.3247798979
small,0.3642145991,0.3803819418
small,0.3544716835,0.3247798979
small,0.2501980066,0.3247798979
small,0.3681980073,0.3247798979
small,0.293400228,0.2737150788
small,0.308853507,0.2737150788
small,0.2918117642,0.3247798979
small,0.3295987248,0.3803819418
small,0.3284056187,0.4393097758
small,0.3269289732,0.3247798979
small,0.3566964269,0.3803819418
small,0.3429202139,0.3803819418
small,0.3299477994,0.4393097758
small,0.3746760488,0.3247798979
small,0.2918689251,0.3247798979
small,0.3208557963,0.3247798979
small,0.4131576717,0.3247798979
small,0.3889986575,0.3803819418
small,0.4567809105,0.4393097758
small,0.4538499117,0.4393097758
small,0.45781672,0.4393097758
small,0.4068071842,0.4393097758
small,0.3066411912,0.3247798979
small,0.3261589706,0.3247798979
small,0.4114919901,0.3247798979
small,0.363199681,0.3247798979
small,0.3947353661,0.3803819418
small,0.4325346351,0.3803819418
small,0.4852724671,0.4393097758
small,0.5017185211,0.4393097758
small,0.4427534044,0.4393097758
small,0.4827618003,0.4393097758
small,0.5884329081,0.4393097758
small,0.5118198991,0.5
small,0.5351908207,0.5
small,0.3146113753,0.2737150788
small,0.2881766856,0.3247798979
small,0.2511771023,0.4393097758
small,0.4299990535,0.4393097758
small,0.3276154399,0.3247798979
small,0.3319957256,0.3247798979
small,0.2925567925,0.2737150788
small,0.3930153549,0.4393097758
small,0.4567735493,0.4393097758
small,0.5238415003,0.3803819418
small,0.4756607413,0.2930911481
small,0.4335980415,0.2737150788
small,0.3757153749,0.3247798979
small,0.3381879926,0.3247798979
small,0.4320177436,0.2737150788
small,0.3757621646,0.3803819418
small,0.4596353471,0.2737150788
small,0.3165203929,0.3247798979
small,0.3104028106,0.3247798979
small,0.3161196411,0.3247798979
small,0.3479826152,0.3247798979
small,0.3533810079,0.2939058244
small,0.31637308,0.2737150788
small,0.4055496454,0.3247798979
small,0.4226044416,0.3803819418
small,0.2505992353,0.2737150788
small,0.3017856479,0.3916911483
small,0.2586619556,0.2757258713
small,0.4744316339,0.3916911483
small,0.432387054,0.2930911481
small,0.5400084257,0.5
small,0.585100472,0.3406691849
small,0.5811106563,0.3916911483
small,0.6487060785,0.3916911483
small,0.5708379149,0.3916911483
small,0.5447815061,0.4451949298
small,0.5509115458,0.3916911483
small,0.5500249267,0.3406691849
small,0.5797529221,0.3406691849
small,0.3626100421,0.3916911483
small,0.4377157688,0.3916911483
small,0.4498357773,0.3406691849
small,0.4800292552,0.2930911481
small,0.5658179522,0.5
small,0.5191953778,0.3916911483
small,0.5607384443,0.3916911483
small,0.4855089486,0.3916911483
small,0.4608670473,0.3916911483
small,0.2879500091,0.2930911481
small,0.3067930937,0.2930911481
small,0.3335218728,0.2930911481
small,0.3666758537,0.2930911481
small,0.2885039151,0.2930911481
small,0.3020294905,0.2930911481
small,0.3801558614,0.3916911483
